"OPEID","PELLID","NAME","State",,"Awards","Recipients"
"113300","1133","CALIFORNIA LUTHERAN UNIVERSITY","CA",2004,"737656","341"
"113400","1134","CALIFORNIA MARITIME ACADEMY","CA",2004,"489787.20000000001","163"
"114300","1143","CALIFORNIA POLYTECHNIC STATE UNIVERSITY","CA",2004,"8629959","3232"
"3210300","32103","CALIFORNIA SCHOOL OF CULINARY ARTS","CA",2004,"2715784.2400000002","1073"
"114400","1144","CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA","CA",2004,"18648055","6469"
"114000","1140","CALIFORNIA STATE UNIVERSITY - LOS ANGELES","CA",2004,"20451692.25","7614"
"115000","1150","CALIFORNIA STATE UNIVERSITY - SACRAMENTO -","CA",2004,"21083974.129999999","8249"
"799300","7993","CALIFORNIA STATE UNIVERSITY, BAKERSFIELD","CA",2004,"7881135","3050"
"114600","1146","CALIFORNIA STATE UNIVERSITY, CHICO","CA",2004,"14375752.58","5521"
"114100","1141","CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS","CA",2004,"12076437","4700"
"113800","1138","CALIFORNIA STATE UNIVERSITY, EAST BAY","CA",2004,"8678206.9700000007","3227"
"114700","1147","CALIFORNIA STATE UNIVERSITY, FRESNO","CA",2004,"22719346.649999999","7829"
"113700","1137","CALIFORNIA STATE UNIVERSITY, FULLERTON","CA",2004,"19949111.109999999","7548"
"113900","1139","CALIFORNIA STATE UNIVERSITY, LONG BEACH","CA",2004,"24984877.18","9068"
"3260300","32603","CALIFORNIA STATE UNIVERSITY, MONTEREY BAY","CA",2004,"3893463","1398"
"115300","1153","CALIFORNIA STATE UNIVERSITY, NORTHRIDGE","CA",2004,"33289965.75","12115"
"114200","1142","CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO","CA",2004,"17729680","6535"
"3011300","30113","CALIFORNIA STATE UNIVERSITY, SAN MARCOS","CA",2004,"5246279","2122"
"115700","1157","CALIFORNIA STATE UNIVERSITY, STANISLAUS","CA",2004,"7203786.8099999996","2815"
"697300","6973","CANADA COLLEGE","CA",2004,"868734","369"
"2125000","13914","CAREER ACADEMY OF BEAUTY","CA",2004,"328406","176"
"3427400","34274","CAREER COLLEGES OF AMERICA","CA",2004,"2143150.5","894"
"3242300","32423","CAREER NETWORKS INSTITUTE","CA",2004,"544922","254"
"673100","6731","CASA LOMA COLLEGE","CA",2004,"646974","275"
"2332800","16516","CENTER FOR EMPLOYMENT TRAINING","CA",2004,"5507483","2227"
"3097700","30977","CENTRAL CALIFORNIA SCHOOL OF CONTINUING EDUCATION","CA",2004,"536386","197"
"2602300","26023","CENTRAL COAST COLLEGE","CA",2004,"489917.15000000002","261"
"116100","1161","CERRITOS COMMUNITY COLLEGE","CA",2004,"12619431.720000001","5823"
"116200","1162","CHABOT COLLEGE","CA",2004,"4928103","2161"
"116300","1163","CHAFFEY COMMUNITY COLLEGE","CA",2004,"7356858","3565"
"116400","1164","CHAPMAN UNIVERSITY","CA",2004,"3085622.8999999999","1484"
"950900","9509","CHARLES A. JONES SKILLS & BUSINESS EDUCATION CENTER","CA",2004,"1355478","773"
"1036500","13653","CHARLES R. DREW UNIVERSITY OF MEDICINE AND SCIENCE","CA",2004,"370673","132"
"3392300","33923","CHASE COLLEGE","CA",2004,"883661","328"
"1203100","12031","CHRISTIAN HERITAGE COLLEGE","CA",2004,"419137.89000000001","175"
"116600","1166","CITRUS COMMUNITY COLLEGE","CA",2004,"5282882","2428"
"450200","12874","CITY COLLEGE OF SAN FRANCISCO","CA",2004,"12473409","5242"
"117000","1170","CLAREMONT MCKENNA COLLEGE","CA",2004,"390012","137"
"3278300","32783","CLARITA CAREER COLLEGE","CA",2004,"496263.94","178"
"2147400","14919","CLEVELAND CHIROPRACTIC COLLEGE","CA",2004,"153361","74"
"2309500","16330","CLOVIS ADULT EDUCATION","CA",2004,"373589","182"
"2063500","13536","COASTLINE COMMUNITY COLLEGE","CA",2004,"1244992","560"
"117700","1177","COGSWELL POLYTECHNICAL COLLEGE","CA",2004,"221579","84"
"729600","9273","COLEMAN COLLEGE - LA MESA","CA",2004,"716991.94999999995","324"
"2220000","15686","COLLEEN O'HARA'S BEAUTY ACADEMY","CA",2004,"868285","319"
"3577300","35773","COLLEEN O'HARA'S BEAUTY ACADEMY","CA",2004,"88830.229999999996","41"
"672000","6720","COLLEGE OF ALAMEDA","CA",2004,"2807884.4500000002","1102"
"117800","1178","COLLEGE OF MARIN","CA",2004,"2637325.23","1113"
"118100","1181","COLLEGE OF SAN MATEO","CA",2004,"1867213","791"
"890300","8903","COLLEGE OF THE CANYONS","CA",2004,"2324136","1026"
"118200","1182","COLLEGE OF THE DESERT","CA",2004,"4091107.6299999999","1813"
"118500","1185","COLLEGE OF THE REDWOODS","CA",2004,"5176992.1100000003","2313"
"118600","1186","COLLEGE OF THE SEQUOIAS","CA",2004,"8610817","3917"
"118700","1187","COLLEGE OF THE SISKIYOUS","CA",2004,"1820900","824"
"770700","7707","COLUMBIA COLLEGE","CA",2004,"1265449","606"
"2110200","14697","COLUMBIA COLLEGE-HOLLYWOOD","CA",2004,"181485.81","79"
"3250300","32503","COMMUNITY BASED EDUCATION AND DEVELOPMENT","CA",2004,"2329249.48","706"
"3615300","36153","COMMUNITY BUSINESS COLLEGE","CA",2004,"1800","1"
"3695300","36953","COMMUNITY ENHANCEMENT SERVICES","CA",2004,"74824","41"
"118800","1188","COMPTON COMMUNITY COLLEGE","CA",2004,"4242640","1757"
"3415300","34153","COMPUTER TRAINING INSTITUTE","CA",2004,"271550","91"
"3759300","37593","COMPUTER TUTOR BUSINESS AND TECHNICAL INSTITUTE","CA",2004,"42651","26"
"760700","7607","CONCORDE CAREER INSTITUTE","CA",2004,"2115322","911"
"793000","7930","CONCORDE CAREER INSTITUTE","CA",2004,"1031655","545"
"807100","8071","CONCORDE CAREER INSTITUTE","CA",2004,"1403739","645"
"853700","8537","CONCORDE CAREER INSTITUTE","CA",2004,"2339387","1067"
"2070500","13885","CONCORDIA UNIVERSITY","CA",2004,"857796","339"
"119000","1190","CONTRA COSTA COLLEGE","CA",2004,"3301871.9199999999","1422"
"3542400","35424","COPPER MOUNTAIN COLLEGE","CA",2004,"1649376","788"
"753600","7536","COSUMNES RIVER COLLEGE","CA",2004,"6546495","2654"
"927200","9272","CRAFTON HILLS COLLEGE","CA",2004,"2014854.24","954"
"119200","1192","CUESTA COLLEGE","CA",2004,"3742318.0800000001","1672"
"2111300","14435","CUYAMACA COLLEGE","CA",2004,"2215664.73","969"
"2174600","14557","CYNTHIA'S BEAUTY ACADEMY","CA",2004,"1320362","474"
"119300","1193","CYPRESS COLLEGE","CA",2004,"6343731.5999999996","2596"
"448000","4480","DE ANZA COMMUNITY COLLEGE","CA",2004,"5849463.21","2478"
"3025600","30256","DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE","CA",2004,"8100","2"
"2298000","16233","DESIGN INSTITUTE OF SAN DIEGO","CA",2004,"343252","157"
"3646300","36463","DESIGN'S SCHOOL OF COSMETOLOGY","CA",2004,"134866","56"
"119100","1191","DIABLO VALLEY COLLEGE","CA",2004,"3537118.7599999998","1505"
"2553600","17136","DIVERSIFIED LANGUAGE INSTITUTE-LOS ANGELES","CA",2004,"1699921","645"
"119600","1196","DOMINICAN UNIVERSITY OF CALIFORNIA","CA",2004,"881438","362"
"915800","9158","DON BOSCO TECHNICAL INSTITUTE","CA",2004,"110850","41"
"3109500","31095","DONGGUK ROYAL UNIVERSITY","CA",2004,"78824","38"
"1022900","10229","D-Q UNIVERSITY","CA",2004,"498888.75","296"
"3479400","34794","DVS COLLEGE","CA",2004,"297605","106"
"2226000","1222","EAST LOS ANGELES COLLEGE","CA",2004,"10474505.5","4255"
"119700","1197","EL CAMINO COLLEGE DISTRICT","CA",2004,"7903990","3648"
"2091200","14484","ELEGANCE INTERNATIONAL","CA",2004,"129425","58"
"3094400","30944","ELITE PROGRESSIVE SCHOOL OF COSMETOLOGY","CA",2004,"390295","146"
"903200","9032","EMPIRE COLLEGE","CA",2004,"920461.26000000001","375"
"3413400","34134","ENGLISH CENTER FOR INTERNATIONAL WOMEN","CA",2004,"384818.97999999998","167"
"3087700","30877","ESCUELAS  LEICESTER","CA",2004,"422305","180"
"2167800","15125","ESTES INSTITUTE OF COSMETOLOGY ARTS & SCIENCES","CA",2004,"167916","81"
"1245200","12452","EVERGREEN VALLEY COLLEGE","CA",2004,"5105683","2036"
"2234300","15756","FASHION CAREERS OF CALIFORNIA COLLEGE","CA",2004,"168059.5","78"
"1111200","11112","FASHION INSTITUTE OF DESIGN & MERCHANDISING -","CA",2004,"3995849.4399999999","1650"
"859700","8597","FEATHER RIVER COMMUNITY COLLEGE","CA",2004,"700163","300"
"725300","7253","FEDERICO BEAUTY INSTITUTE","CA",2004,"342886","189"
"3131300","31313","FIVE BRANCHES INSTITUTE","CA",2004,"27075","11"
"119900","1199","FOOTHILL COLLEGE","CA",2004,"1363629","620"
"3162300","31623","FOUR-D COLLEGE","CA",2004,"869288.10999999999","348"
"2230900","13557","FREDRICK AND CHARLES BEAUTY COLLEGE","CA",2004,"135170","56"
"130700","1307","FRESNO CITY COLLEGE","CA",2004,"19210593.780000001","9996"
"125300","1253","FRESNO PACIFIC UNIVERSITY","CA",2004,"1546276.0900000001","620"
"120100","1201","FULLERTON COLLEGE","CA",2004,"6727692.3300000001","2770"
"1202700","12027","GALEN COLLEGE OF CALIFORNIA","CA",2004,"1189803.5900000001","541"
"120200","1202","GAVILAN COLLEGE","CA",2004,"1977544.5","815"
"2231900","15765","GEMOLOGICAL INSTITUTE OF AMERICA","CA",2004,"74994","33"
"2338500","16581","GLENDALE CAREER COLLEGE","CA",2004,"2731816.9399999999","1090"
"120300","1203","GLENDALE COMMUNITY COLLEGE","CA",2004,"10907942.84","4583"
"120500","1205","GOLDEN GATE UNIVERSITY","CA",2004,"208206","108"
"120600","1206","GOLDEN WEST COLLEGE","CA",2004,"5844145","2265"
"120800","1208","GROSSMONT COLLEGE","CA",2004,"5655928.3300000001","2488"
"565500","12522","HACIENDA LA PUENTE ADULT EDUCATION","CA",2004,"883176","385"
"2211000","14599","HAIRMASTERS UNIVERSITY OF BEAUTY","CA",2004,"194470","78"
"120900","1209","HARTNELL COMMUNITY COLLEGE","CA",2004,"3157427.02","1542"
"117100","1171","HARVEY MUDD COLLEGE","CA",2004,"244600","90"
"723400","7234","HEALD COLLEGE","CA",2004,"4399460.9400000004","1876"
"747700","7477","HEALD COLLEGE","CA",2004,"1420280.3300000001","622"
"809300","8093","HEALD COLLEGE","CA",2004,"2519627.7999999998","1009"
"853200","8532","HEALD COLLEGE","CA",2004,"2475402.7200000002","1075"
"2187500","15453","HEALD COLLEGE","CA",2004,"1567909.23","690"
"2593100","25931","HEALD COLLEGE","CA",2004,"1522258.49","714"
"2593200","25932","HEALD COLLEGE","CA",2004,"1391192.79","648"
"2593300","25933","HEALD COLLEGE","CA",2004,"1963682.1599999999","796"
"3034000","30340","HEALD COLLEGE","CA",2004,"1619731.51","669"
"2589200","25892","HEALTHSTAFF TRAINING INSTITUTE","CA",2004,"138484","56"
"2285100","14813","HILLTOP BEAUTY SCHOOL","CA",2004,"564662","209"
"118300","1183","HOLY NAMES UNIVERSITY","CA",2004,"537987","230"
"125200","1252","HOPE INTERNATIONAL UNIVERSITY","CA",2004,"847875","386"
"114900","1149","HUMBOLDT STATE UNIVERSITY","CA",2004,"8915230.8699999992","3108"
"121200","1212","HUMPHREYS COLLEGE","CA",2004,"1273083","550"
"2545900","17061","HYPNOSIS MOTIVATION INSTITUTE","CA",2004,"189947","82"
"3467300","34673","IMAGE SCHOOLS OF COSMETOLOGY","CA",2004,"207271","95"
"121400","1214","IMPERIAL VALLEY COLLEGE","CA",2004,"6545181.2800000003","3048"
"2128300","14673","INSTITUTE FOR BUSINESS & TECHNOLOGY","CA",2004,"2175835","959"
"2312400","16355","INSTITUTE OF COMPUTER COMPUTER TECHNOLOGY","CA",2004,"420550.70000000001","153"
"3602400","36024","INSTITUTE OF NETWORK TECHNOLOGY","CA",2004,"34370","25"
"3067500","30675","INSTITUTE OF TECHNOLOGY","CA",2004,"5452624","2185"
"2559400","25594","INTERCOAST COLLEGES - SANTA ANA","CA",2004,"1897982","661"
"2520300","16930","INTERIOR DESIGNERS INSTITUTE","CA",2004,"54248","39"
"3395300","33953","INTERNATIONAL CAREER DEVELOPMENT CENTER","CA",2004,"1739292","746"
"2255400","14552","INTERNATIONAL SCHOOL OF COSMETOLOGY","CA",2004,"142522","72"
"3622300","36223","INTERNATIONAL TECHNOLOGICAL UNIVERSITY","CA",2004,"4750","2"
"2539500","25395","IRVINE VALLEY COLLEGE","CA",2004,"2356514.6200000001","1033"
"3268300","32683","IVORY DENTAL TECHNOLOGY COLLEGE","CA",2004,"205425","59"
"3485400","34854","JAMES ALBERT SCHOOL OF COSMETOLOGY","CA",2004,"65905","33"
"1202600","12026","JE BOUTIQUE COLLEGE OF BEAUTY","CA",2004,"401843.47999999998","182"
"448400","4484","JOHN F. KENNEDY UNIVERSITY","CA",2004,"121749","64"
"3125300","31253","JOHN WESLEY INTERNATIONAL BARBER AND BEAUTY COLLEGE","CA",2004,"369460","136"
"3308300","33083","KENSINGTON COLLEGE","CA",2004,"41335","19"
"3282300","32823","KIM ANH ACADEMY OF BEAUTY","CA",2004,"396842","148"
"3516300","35163","KING'S COLLEGE AND SEMINARY (THE)","CA",2004,"165915.47","89"
"3664300","36643","LA LAN 2000 COMPUTER TRAINING CENTER","CA",2004,"369248","159"
"121500","1215","LA SIERRA UNIVERSITY","CA",2004,"1915484.5","682"
"2330500","16517","LAGUNA COLLEGE OF ART AND DESIGN","CA",2004,"268511","102"
"2238200","15802","LAKE FOREST BEAUTY COLLEGE","CA",2004,"86994","43"
"1290700","12907","LAKE TAHOE COMMUNITY COLLEGE","CA",2004,"504195","299"
"1301000","13010","LANCASTER BEAUTY SCHOOL","CA",2004,"603065.29000000004","228"
"126600","1266","LANEY COLLEGE","CA",2004,"5878039.75","2318"
"3035700","30357","LAS POSITAS COLLEGE","CA",2004,"1074514.8899999999","509"
"121700","1217","LASSEN COLLEGE","CA",2004,"1203790.6699999999","483"
"2270600","16029","LIFE PACIFIC COLLEGE","CA",2004,"488030.48999999999","208"
"2494800","24948","LOLA BEAUTY COLLEGE","CA",2004,"266337","93"
"121800","1218","LOMA LINDA UNIVERSITY","CA",2004,"812854","318"
"121900","1219","LONG BEACH CITY COLLEGE","CA",2004,"19856134.829999998","8640"
"122300","1223","LOS ANGELES CITY COLLEGE","CA",2004,"11822652.18","4521"
"616500","6165","LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH -","CA",2004,"186852","105"
"122400","1224","LOS ANGELES HARBOR COLLEGE","CA",2004,"4382330","2204"
"1255000","12550","LOS ANGELES MISSION COLLEGE","CA",2004,"4104141.3700000001","1768"
"2570300","17306","LOS ANGELES ORT TECHNICAL INSTITUTE -MAIN","CA",2004,"2675245","992"
"122600","1226","LOS ANGELES PIERCE COLLEGE","CA",2004,"5902042.2199999997","2651"
"2612800","26128","LOS ANGELES RECORDING WORKSHOP","CA",2004,"628385.12","262"
"704700","7047","LOS ANGELES SOUTHWEST COLLEGE","CA",2004,"4166991.0600000001","1932"
"122700","1227","LOS ANGELES TRADE-TECHNICAL COLLEGE","CA",2004,"7766727","3153"
"122800","1228","LOS ANGELES VALLEY COLLEGE","CA",2004,"7379189","3053"
"1034000","10340","LOS MEDANOS COLLEGE","CA",2004,"2113209.3399999999","990"
"1164900","1234","LOYOLA MARYMOUNT UNIVERSITY","CA",2004,"3533735.9900000002","1285"
"714200","7142","LYLES FRESNO COLLEGE OF BEAUTY","CA",2004,"662333.92000000004","268"
"1324000","13807","LYTLES REDWOOD EMPIRE BEAUTY COLLEGE","CA",2004,"84922","41"
"2208600","14265","MADERA BEAUTY COLLEGE","CA",2004,"89735","42"
"1231600","12316","MANCHESTER BEAUTY COLLEGE","CA",2004,"341864","154"
"3440400","34404","MARIAN HEALTH CAREERS CENTER","CA",2004,"227705","99"
"2091700","14444","MARIC COLLEGE","CA",2004,"2290406.5","973"
"2306300","16307","MARIC COLLEGE","CA",2004,"1853975.3300000001","777"
"2351900","16720","MARIC COLLEGE","CA",2004,"1294870","585"
"2539100","17072","MARIC COLLEGE","CA",2004,"1948895","760"
"2549000","17194","MARIC COLLEGE","CA",2004,"1657414","723"
"2565400","17265","MARIC COLLEGE","CA",2004,"1896620.8999999999","815"
"3044500","30445","MARIC COLLEGE","CA",2004,"1820622.5","700"
"3113100","31131","MARIC COLLEGE","CA",2004,"6951137.21","2758"
"1265000","12650","MARINELLO SCHOOL OF BEAUTY","CA",2004,"284880","104"
"1265100","12651","MARINELLO SCHOOL OF BEAUTY","CA",2004,"176524","72"
"2054900","13598","MARINELLO SCHOOL OF BEAUTY","CA",2004,"96721","40"
"2221300","14846","MARINELLO SCHOOL OF BEAUTY","CA",2004,"209665","81"
"747600","7476","MARINELLO SCHOOLS OF BEAUTY","CA",2004,"2775394.6200000001","1030"
"3074900","30749","MARTINEZ ADULT EDUCATION","CA",2004,"47596.550000000003","19"
"1047400","10474","MARYMOUNT COLLEGE","CA",2004,"497113","173"
"122000","1220","MASTER'S COLLEGE AND SEMINARY","CA",2004,"797615.28000000003","327"
"3113300","31133","MCED CAREER COLLEGE","CA",2004,"689120.82999999996","203"
"1167200","11672","MENDOCINO COMMUNITY COLLEGE","CA",2004,"1854729","839"
"123600","1236","MENLO COLLEGE","CA",2004,"552219","208"
"123700","1237","MERCED COLLEGE","CA",2004,"6944971.0800000001","3123"
"126700","1267","MERRITT COLLEGE","CA",2004,"2958647","1197"
"123800","1238","MILLS COLLEGE","CA",2004,"766801","285"
"123900","1239","MIRACOSTA COLLEGE","CA",2004,"1624126.4199999999","811"
"2338700","16580","MISS MARTY'S HAIR ACADEMY & ESTHETICS INSTITUTE","CA",2004,"242862","105"
"2119100","14458","MISSION COLLEGE","CA",2004,"2705192.25","1110"
"720400","7204","MODERN BEAUTY ACADEMY - OXNARD","CA",2004,"334232","117"
"3063400","30634","MODERN TECHNOLOGY SCHOOL","CA",2004,"390559","168"
"124000","1240","MODESTO JUNIOR COLLEGE","CA",2004,"9635660.4900000002","4064"
"2185800","15101","MOLER BARBER COLLEGE","CA",2004,"69939","26"
"2345800","16647","MONTEBELLO BEAUTY COLLEGE","CA",2004,"559079","216"
"124100","1241","MONTEREY INSTITUTE OF INTERNATIONAL STUDIES","CA",2004,"19150","10"
"3105700","31057","MONTEREY PARK COLLEGE","CA",2004,"487902","184"
"124200","1242","MONTEREY PENINSULA COLLEGE","CA",2004,"1619813","839"
"2205700","13047","MORO BEAUTY COLLEGE","CA",2004,"209869","71"
"3062400","30624","MOUNT DIABLO ADULT EDUCATION","CA",2004,"157565","75"
"124300","1243","MOUNT SAINT MARY'S COLLEGE","CA",2004,"2385786.4199999999","892"
"124500","1245","MOUNT SAN ANTONIO COLLEGE","CA",2004,"9256304","3824"
"124600","1246","MT SAN JACINTO COLLEGE","CA",2004,"5394504.5999999996","2577"
"3128700","31287","MT. SIERRA COLLEGE","CA",2004,"1188495","503"
"2546400","17062","MTI BUSINESS COLLEGE","CA",2004,"609441.21999999997","244"
"1291200","8680","MTI COLLEGE","CA",2004,"1178750.3400000001","540"
"2161800","15238","MUSICIANS INSTITUTE","CA",2004,"770276.10999999999","379"
"3458300","34583","MY LE'S BEAUTY COLLEGE","CA",2004,"352257.45000000001","142"
"124700","1247","NAPA VALLEY COLLEGE","CA",2004,"1764813","807"
"1169600","11696","NATIONAL  POLYTECHNIC COLLEGE OF ENGINEERING AND OCEANEERING","CA",2004,"493282.67999999999","245"
"2518400","16968","NATIONAL HISPANIC UNIVERSITY","CA",2004,"423923","208"
"2542300","17063","NATIONAL HOLISTIC INSTITUTE","CA",2004,"646191.63","257"
"1287300","12873","NATIONAL INSTITUTE OF TECHNOLOGY","CA",2004,"7115084","3542"
"3109600","31096","NATIONAL INSTITUTE OF TECHNOLOGY","CA",2004,"47962","39"
"1169602","35323","NATIONAL POLYTECHNIC COLLEGE OF ENGINEERING AND OCEANEERING  -  ACT","CA",2004,"102425","33"
"1146000","11460","NATIONAL UNIVERSITY - LA JOLLA","CA",2004,"2844692","1307"
"1083100","10831","NEW COLLEGE OF CALIFORNIA","CA",2004,"484327","202"
"713000","7130","NEWBERRY SCHOOLS OF BEAUTY","CA",2004,"182708","80"
"2584200","25842","NEWBRIDGE COLLEGE","CA",2004,"905491.52000000002","381"
"3043900","30439","NEWSCHOOL OF ARCHITECTURE AND DESIGN","CA",2004,"121952","53"
"718700","7187","NORTH ADRIAN'S BEAUTY COLLEGE","CA",2004,"302038","115"
"1170700","11707","NORTH-WEST COLLEGE","CA",2004,"1601137","631"
"1287200","12872","NORTH-WEST COLLEGE","CA",2004,"665838","274"
"2591600","25916","NORTH-WEST COLLEGE","CA",2004,"494103","179"
"3399300","33993","NORTHWESTERN TECHNICAL COLLEGE","CA",2004,"596742","240"
"117900","1179","NOTRE DAME DE NAMUR UNIVERSITY","CA",2004,"676890","264"
"3590400","35904","NTMA TRAINING CENTERS OF SOUTHERN CALIFORNIA","CA",2004,"658579","255"
"124900","1249","OCCIDENTAL COLLEGE","CA",2004,"1332846","459"
"1298900","12989","OCEANSIDE COLLEGE OF BEAUTY","CA",2004,"6219.6099999999997","5"
"448100","4481","OHLONE COLLEGE","CA",2004,"1865850","882"
"125000","1250","ORANGE COAST COLLEGE","CA",2004,"8057902","3502"
"125100","1251","OTIS COLLEGE OF ART AND DESIGN","CA",2004,"1224940.8799999999","407"
"3299300","32993","PACIFIC COLLEGE","CA",2004,"410563.03000000003","179"
"3027700","30277","PACIFIC COLLEGE OF ORIENTAL MEDICINE","CA",2004,"37383","25"
"125500","1255","PACIFIC OAKS COLLEGE","CA",2004,"152926","94"
"3163300","31633","PACIFIC STATES UNIVERSITY","CA",2004,"5700","2"
"125800","1258","PACIFIC UNION COLLEGE","CA",2004,"1162609.5","465"
"125900","1259","PALO VERDE COLLEGE","CA",2004,"738861","318"
"126000","1260","PALOMAR COLLEGE","CA",2004,"2416829.1099999999","1174"
"2537200","17004","PALOMAR INSTITUTE OF COSMETOLOGY","CA",2004,"227740.07000000001","131"
"2255600","15919","PARAMOUNT SCHOOL OF BEAUTY","CA",2004,"291137","93"
"2059800","13571","PARIS BEAUTY COLLEGE","CA",2004,"53203","23"
"126100","1261","PASADENA CITY COLLEGE","CA",2004,"12590921","5473"
"449000","4490","PATTEN UNIVERSITY","CA",2004,"683715","258"
"3479300","34793","PCI PROFESSIONAL CAREER INSTITUTE","CA",2004,"222718","119"
"1014900","1264","PEPPERDINE UNIVERSITY","CA",2004,"1631745.28","649"
"117200","1172","PITZER COLLEGE","CA",2004,"469217.34999999998","176"
"2620300","26203","PLATT COLLEGE","CA",2004,"306110","118"
"3039900","30399","PLATT COLLEGE","CA",2004,"456928.75","171"
"3062700","30627","PLATT COLLEGE","CA",2004,"1467835","581"
"2304300","15180","PLATT COLLEGE, SAN DIEGO","CA",2004,"583836.17000000004","245"
"126200","1262","POINT LOMA NAZARENE UNIVERSITY","CA",2004,"1172356","462"
"3029600","15017","POMONA ADULT SCHOOL","CA",2004,"206751","187"
"117300","1173","POMONA COLLEGE","CA",2004,"429400","156"
"2343400","16644","POWAY ACADEMY OF HAIR DESIGN","CA",2004,"237483.53","114"
"3393300","33933","PRECISION TECHNICAL INSTITUTE","CA",2004,"27659","14"
"3125800","31258","PREMIERE CAREER COLLEGE","CA",2004,"590231.58999999997","223"
"3367300","33673","PROFESSIONAL GOLFERS CAREER COLLEGE","CA",2004,"100100","37"
"1298400","12984","PROFESSIONAL INSTITUTE OF BEAUTY","CA",2004,"508517","186"
"130800","1308","REEDLEY COLLEGE","CA",2004,"9118663.3300000001","4301"
"3394300","33943","REMINGTON COLLEGE - SAN DIEGO CAMPUS","CA",2004,"1280286","581"
"720300","7203","RICHARDS BEAUTY COLLEGES","CA",2004,"62052","32"
"126900","1269","RIO HONDO COMMUNITY COLLEGE","CA",2004,"7902050","3428"
