"OPEID","Institution","State","Recipients","Awards"
"3392300","CHASE COLLEGE","CA","237","640275"
"1203100","CHRISTIAN HERITAGE COLLEGE","CA","212","480822"
"116600","CITRUS COMMUNITY COLLEGE","CA","2622","5166598"
"450200","CITY COLLEGE OF SAN FRANCISCO","CA","4439","10169299.470000001"
"117000","CLAREMONT MCKENNA COLLEGE","CA","156","416271"
"3278300","CLARITA CAREER COLLEGE","CA","182","420491.03999999998"
"2147400","CLEVELAND CHIROPRACTIC COLLEGE","CA","66","146289"
"2309500","CLOVIS ADULT EDUCATION","CA","178","415143.78000000003"
"2063500","COASTLINE COMMUNITY COLLEGE","CA","523","1160980"
"117700","COGSWELL POLYTECHNICAL COLLEGE","CA","74","180741"
"729600","COLEMAN COLLEGE - LA MESA","CA","377","838827.94999999995"
"2220000","COLLEEN O'HARA'S BEAUTY ACADEMY","CA","231","644660"
"3577300","COLLEEN O'HARA'S BEAUTY ACADEMY","CA","28","67772.580000000002"
"672000","COLLEGE OF ALAMEDA","CA","943","2381614.25"
"117800","COLLEGE OF MARIN","CA","1004","2255507.5600000001"
"117801","COLLEGE OF MARIN - INDIAN VALLEY CAMPUS","CA","63","117008.42999999999"
"1169600","COLLEGE OF OCEANEERING","CA","279","607198.52000000002"
"118100","COLLEGE OF SAN MATEO","CA","671","1510945"
"890300","COLLEGE OF THE CANYONS","CA","928","2163571"
"118200","COLLEGE OF THE DESERT","CA","1791","3871275.0899999999"
"118500","COLLEGE OF THE REDWOODS","CA","2262","4987268.2199999997"
"118600","COLLEGE OF THE SEQUOIAS","CA","3868","8225242"
"118700","COLLEGE OF THE SISKIYOUS","CA","833","1812566"
"770700","COLUMBIA COLLEGE","CA","544","1163549"
"2110200","COLUMBIA COLLEGE-HOLLYWOOD","CA","81","193079.51999999999"
"3250300","COMMUNITY BASED EDUCATION AND DEVELOPMENT","CA","449","1460461.8999999999"
"118800","COMPTON COMMUNITY COLLEGE","CA","1861","4278521.7300000004"
"3113100","COMPUTER EDUCATION INSTITUTE -","CA","2594","6600704"
"3415300","COMPUTER TRAINING INSTITUTE","CA","85","219129"
"760700","CONCORDE CAREER INSTITUTE","CA","758","1687999"
"793000","CONCORDE CAREER INSTITUTE","CA","440","859924"
"807100","CONCORDE CAREER INSTITUTE","CA","720","1584272"
"853700","CONCORDE CAREER INSTITUTE","CA","966","2144192"
"2070500","CONCORDIA UNIVERSITY","CA","317","796292"
"119000","CONTRA COSTA COLLEGE","CA","1121","2507026.5"
"3542400","COPPER MOUNTAIN COLLEGE","CA","734","1456998"
"753600","COSUMNES RIVER COLLEGE","CA","2600","5612500.9100000001"
"927200","CRAFTON HILLS COLLEGE","CA","955","1880032.8999999999"
"119200","CUESTA COLLEGE","CA","1632","3477984.98"
"2111300","CUYAMACA COLLEGE","CA","967","2158924.77"
"2174600","CYNTHIA'S BEAUTY ACADEMY","CA","458","1252852"
"119300","CYPRESS COLLEGE","CA","2826","6530086.4800000004"
"448000","DE ANZA COMMUNITY COLLEGE","CA","2075","4702441.7400000002"
"3025600","DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE","CA","2","6350"
"3200400","DESERT CAREER COLLEGE","CA","187","454741.28999999998"
"2298000","DESIGN INSTITUTE OF SAN DIEGO","CA","152","373592"
"3646300","DESIGN'S SCHOOL OF COSMETOLOGY","CA","48","121279.74000000001"
"119100","DIABLO VALLEY COLLEGE","CA","1380","3300644.5"
"2553600","DIVERSIFIED LANGUAGE INSTITUTE-LOS ANGELES","CA","538","1271413"
"119600","DOMINICAN UNIVERSITY OF CALIFORNIA","CA","344","872936"
"915800","DON BOSCO TECHNICAL INSTITUTE","CA","25","56225"
"3109500","DONGGUK ROYAL UNIVERSITY","CA","38","73560"
"1022900","D-Q UNIVERSITY","CA","258","517366"
"3479400","DVS COLLEGE","CA","82","224581"
"2226000","EAST LOS ANGELES COLLEGE","CA","3817","9237870.2799999993"
"3544400","EDNET CAREER INSTITUTE","CA","55","117162.38"
"119700","EL CAMINO COLLEGE DISTRICT","CA","3011","6394232"
"2091200","ELEGANCE INTERNATIONAL","CA","59","128577"
"1265000","ELEGANTE BEAUTY COLLEGES","CA","73","174237.85000000001"
"1265100","ELEGANTE BEAUTY COLLEGES","CA","60","164513"
"2054900","ELEGANTE BEAUTY COLLEGES","CA","44","105560"
"2221300","ELEGANTE BEAUTY COLLEGES","CA","108","271745"
"3094400","ELITE PROGRESSIVE SCHOOL OF COSMETOLOGY","CA","109","297476"
"903200","EMPIRE COLLEGE","CA","381","871694.12"
"3413400","ENGLISH CENTER FOR INTERNATIONAL WOMEN","CA","140","314018.63"
"3087700","ESCUELAS  LEICESTER","CA","123","287925"
"2167800","ESTES INSTITUTE OF COSMETOLOGY ARTS & SCIENCES","CA","56","101422"
"1245200","EVERGREEN VALLEY COLLEGE","CA","1665","4021575"
"2234300","FASHION CAREERS OF CALIFORNIA COLLEGE","CA","86","195070.67000000001"
"1111200","FASHION INSTITUTE OF DESIGN & MERCHANDISING -","CA","1485","3649626.8199999998"
"859700","FEATHER RIVER COMMUNITY COLLEGE","CA","256","588618"
"725300","FEDERICO COLLEGE OF HAIRSTYLING","CA","189","358136"
"3131300","FIVE BRANCHES INSTITUTE","CA","8","22475"
"119900","FOOTHILL COLLEGE","CA","540","1151535"
"3271300","FOUNDATION COLLEGE, SAN DIEGO","CA","5","11919"
"3162300","FOUR-D SUCCESS ACADEMY","CA","223","533855.39000000001"
"2230900","FREDRICK AND CHARLES BEAUTY COLLEGE","CA","53","126790"
"130700","FRESNO CITY COLLEGE","CA","8499","18271447"
"125300","FRESNO PACIFIC UNIVERSITY","CA","457","1160322.8100000001"
"120100","FULLERTON COLLEGE","CA","2948","6750629.0899999999"
"1202700","GALEN COLLEGE OF CALIFORNIA","CA","539","1184375.24"
"120200","GAVILAN COLLEGE","CA","738","1686209"
"2231900","GEMOLOGICAL INSTITUTE OF AMERICA","CA","41","93185"
"2338500","GLENDALE CAREER COLLEGE","CA","1211","2906284.4100000001"
"120300","GLENDALE COMMUNITY COLLEGE","CA","4736","10260533"
"120500","GOLDEN GATE UNIVERSITY","CA","126","243662.09"
"120600","GOLDEN WEST COLLEGE","CA","2197","5721357"
"120800","GROSSMONT COLLEGE","CA","2620","5658433.75"
"565500","HACIENDA LA PUENTE ADULT EDUCATION","CA","423","926208.67000000004"
"2211000","HAIRMASTERS UNIVERSITY OF BEAUTY","CA","58","171464"
"120900","HARTNELL COMMUNITY COLLEGE","CA","1809","3619766.5699999998"
"117100","HARVEY MUDD COLLEGE","CA","85","225150"
"723400","HEALD COLLEGE","CA","2031","4713589.4699999997"
"747700","HEALD COLLEGE","CA","658","1505527.8700000001"
"809300","HEALD COLLEGE","CA","930","2314105.8300000001"
"853200","HEALD COLLEGE","CA","982","2332952.8599999999"
"2187500","HEALD COLLEGE","CA","710","1660362.24"
"2262300","HEALD COLLEGE","CA","17","27162"
"2593200","HEALD COLLEGE","CA","621","1370603.5800000001"
"2593300","HEALD COLLEGE","CA","736","1818648.6899999999"
"3034000","HEALD COLLEGE","CA","695","1618986.4199999999"
"2593100","HEALD COLLEGE, SCHOOLS OF BUSINESS AND TECHNOLOGY","CA","687","1558837.9399999999"
"2589200","HEALTHSTAFF TRAINING INSTITUTE","CA","54","133366.66"
"2285100","HILLTOP BEAUTY SCHOOL","CA","191","490588"
"118300","HOLY NAMES COLLEGE","CA","216","490094"
"125200","HOPE INTERNATIONAL UNIVERSITY","CA","363","858797"
"114900","HUMBOLDT STATE UNIVERSITY","CA","2997","8547289.3100000005"
"121200","HUMPHREYS COLLEGE","CA","543","1280335"
"2496000","HUNTINGTON COLLEGE OF DENTAL TECHNOLOGY","CA","188","485726.72999999998"
"2545900","HYPNOSIS MOTIVATION INSTITUTE","CA","75","160126"
"3467300","IMAGE SCHOOLS OF COSMETOLOGY","CA","75","179366.98000000001"
"121400","IMPERIAL VALLEY COLLEGE","CA","2803","6207740.2300000004"
"2128300","INSTITUTE FOR BUSINESS & TECHNOLOGY","CA","701","1503555"
"2312400","INSTITUTE OF COMPUTER COMPUTER TECHNOLOGY","CA","176","428965.77000000002"
"3602400","INSTITUTE OF NETWORK TECHNOLOGY","CA","25","35434"
"3067500","INSTITUTE OF TECHNOLOGY","CA","1741","4072677"
"2559400","INTERCOAST COLLEGES - SANTA ANA","CA","489","1334071.51"
"2520300","INTERIOR DESIGNERS INSTITUTE","CA","37","46893"
"3395300","INTERNATIONAL CAREER DEVELOPMENT CENTER","CA","623","1502844"
"2255400","INTERNATIONAL SCHOOL OF COSMETOLOGY","CA","69","149878"
"2539500","IRVINE VALLEY COLLEGE","CA","1009","2327836"
"2120900","ITT TECHNICAL INSTITUTE","CA","530","1188585.1599999999"
"2291600","ITT TECHNICAL INSTITUTE","CA","666","1482948.8600000001"
"3070400","ITT TECHNICAL INSTITUTE","CA","713","1590412.8300000001"
"3087400","ITT TECHNICAL INSTITUTE","CA","607","1528620.5"
"2291500","ITT TECHNICAL INSTITUTE -","CA","1164","2822820.6200000001"
"2321800","ITT TECHNICAL INSTITUTE -","CA","1041","2434580.1000000001"
"2321900","ITT TECHNICAL INSTITUTE -","CA","570","1270380.25"
"3268300","IVORY DENTAL TECHNOLOGY COLLEGE","CA","36","95658"
"3485400","JAMES ALBERT SCHOOL OF COSMETOLOGY","CA","19","44202"
"1202600","JE BOUTIQUE COLLEGE OF BEAUTY","CA","153","288790.22999999998"
"448400","JOHN F. KENNEDY UNIVERSITY","CA","59","93837"
"3125300","JOHN WESLEY INTERNATIONAL BARBER AND BEAUTY COLLEGE","CA","159","413352.46000000002"
"3308300","KENSINGTON COLLEGE","CA","20","48016.669999999998"
"3282300","KIM ANH ACADEMY OF BEAUTY","CA","109","311429"
"3516300","KING'S COLLEGE AND SEMINARY (THE)","CA","81","188066"
"3664300","LA LAN 2000 COMPUTER TRAINING CENTER","CA","55","92051"
"121500","LA SIERRA UNIVERSITY","CA","606","1667461.9199999999"
"2330500","LAGUNA COLLEGE OF ART AND DESIGN","CA","106","297893"
"2238200","LAKE FOREST BEAUTY COLLEGE","CA","12","19627"
"1290700","LAKE TAHOE COMMUNITY COLLEGE","CA","267","471010"
"1301000","LANCASTER BEAUTY SCHOOL","CA","215","525266.95999999996"
"126600","LANEY COLLEGE","CA","2115","5202235.5"
"3035700","LAS POSITAS COLLEGE","CA","457","931319.52000000002"
"121700","LASSEN COLLEGE","CA","447","1075849.9099999999"
"2270600","LIFE PACIFIC COLLEGE","CA","182","415420.97999999998"
"2494800","LOLA BEAUTY COLLEGE","CA","107","331230"
"121800","LOMA LINDA UNIVERSITY","CA","343","921064"
"121900","LONG BEACH CITY COLLEGE","CA","9094","19116416.579999998"
"122300","LOS ANGELES CITY COLLEGE","CA","4251","11103574.699999999"
"3259300","LOS ANGELES COLLEGE OF MICRO TECHNOLOGY","CA","46","115850"
"616500","LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH -","CA","109","205700"
"122400","LOS ANGELES HARBOR COLLEGE","CA","2321","4595067.6799999997"
"1255000","LOS ANGELES MISSION COLLEGE","CA","1902","4238234"
"2570300","LOS ANGELES ORT TECHNICAL INSTITUTE","CA","962","2501168"
"122600","LOS ANGELES PIERCE COLLEGE","CA","2621","5869457.1399999997"
"2612800","LOS ANGELES RECORDING WORKSHOP","CA","264","642002.20999999996"
"704700","LOS ANGELES SOUTHWEST COLLEGE","CA","1762","3815523.5"
"122700","LOS ANGELES TRADE-TECHNICAL COLLEGE","CA","3210","7661617.96"
"122800","LOS ANGELES VALLEY COLLEGE","CA","3211","7493756.2999999998"
"1034000","LOS MEDANOS COLLEGE","CA","790","1709225.6100000001"
"1164900","LOYOLA MARYMOUNT UNIVERSITY","CA","1219","3287971.5699999998"
"714200","LYLES FRESNO COLLEGE OF BEAUTY","CA","242","564609.85999999999"
"1324000","LYTLES REDWOOD EMPIRE BEAUTY COLLEGE","CA","36","75539.429999999993"
"2208600","MADERA BEAUTY COLLEGE","CA","33","78621"
"1231600","MANCHESTER BEAUTY COLLEGE","CA","124","251301"
"3440400","MARIAN HEALTH CAREERS CENTER","CA","58","140996"
"2091700","MARIC COLLEGE","CA","962","2278213"
"2549000","MARIC COLLEGE","CA","668","1514647"
"747600","MARINELLO SCHOOLS OF BEAUTY","CA","855","2432360.8500000001"
"3074900","MARTINEZ ADULT EDUCATION","CA","24","42099.449999999997"
"1047400","MARYMOUNT COLLEGE","CA","152","406640"
"122000","MASTER'S COLLEGE AND SEMINARY","CA","336","821950"
"1167200","MENDOCINO COMMUNITY COLLEGE","CA","755","1550470"
"123600","MENLO COLLEGE","CA","176","474009"
"123700","MERCED COLLEGE","CA","2728","6276414.6900000004"
"126700","MERRITT COLLEGE","CA","1011","2952124"
"3113300","MICROCOMPUTER EDUCATION CENTER - SCHOOL OF BUSINESS & TECHNOLOGY","CA","143","414037.56"
"123800","MILLS COLLEGE","CA","286","747228"
"123900","MIRACOSTA COLLEGE","CA","814","1620555.1000000001"
"2338700","MISS MARTY'S HAIR ACADEMY & ESTHETICS INSTITUTE","CA","69","130824.11"
"2119100","MISSION COLLEGE","CA","942","2166527.98"
"720400","MODERN BEAUTY ACADEMY - OXNARD","CA","112","317800.01000000001"
"2539100","MODERN TECHNOLOGY COLLEGE","CA","659","1653999"
"3063400","MODERN TECHNOLOGY SCHOOL","CA","139","295954.67999999999"
"124000","MODESTO JUNIOR COLLEGE","CA","3785","8388235.2599999998"
"2185800","MOLER BARBER COLLEGE","CA","20","51793.660000000003"
"2345800","MONTEBELLO BEAUTY COLLEGE","CA","228","587658.72999999998"
"124100","MONTEREY INSTITUTE OF INTERNATIONAL STUDIES","CA","5","9250"
"3105700","MONTEREY PARK COLLEGE","CA","185","490688"
"124200","MONTEREY PENINSULA COLLEGE","CA","737","1442560"
"711500","MOORPARK COLLEGE","CA","836","1833321"
"2205700","MORO BEAUTY COLLEGE","CA","87","325722.46000000002"
"3062400","MOUNT DIABLO ADULT EDUCATION","CA","73","139203"
"124300","MOUNT SAINT MARY'S COLLEGE","CA","836","2358566.5"
"124500","MOUNT SAN ANTONIO COLLEGE","CA","3540","8436683.9900000002"
"124600","MT SAN JACINTO COLLEGE","CA","2520","5164753.4400000004"
"3128700","MT. SIERRA COLLEGE","CA","546","1244985"
"2546400","MTI BUSINESS COLLEGE","CA","217","537686.90000000002"
"1291200","MTI COLLEGE","CA","518","1066824.1000000001"
"2161800","MUSICIANS INSTITUTE","CA","303","594126.94999999995"
"3458300","MY LE'S BEAUTY COLLEGE","CA","144","347394.73999999999"
"124700","NAPA VALLEY COLLEGE","CA","764","1594314"
"2518400","NATIONAL HISPANIC UNIVERSITY","CA","199","431787"
"2542300","NATIONAL HOLISTIC INSTITUTE","CA","288","660815.66000000003"
"1287300","NATIONAL INSTITUTE OF TECHNOLOGY","CA","3015","5641680"
"3109600","NATIONAL INSTITUTE OF TECHNOLOGY","CA","151","248841"
"1146000","NATIONAL UNIVERSITY - LA JOLLA","CA","1436","3092078"
"1083100","NEW COLLEGE OF CALIFORNIA","CA","159","407054"
"713000","NEWBERRY SCHOOLS OF BEAUTY","CA","99","204533"
"2584200","NEWBRIDGE COLLEGE","CA","380","880719.94999999995"
"3043900","NEWSCHOOL OF ARCHITECTURE AND DESIGN","CA","38","68626"
"718700","NORTH ADRIAN'S BEAUTY COLLEGE","CA","71","207276"
"1170700","NORTH-WEST COLLEGE","CA","645","1776893"
"1287200","NORTH-WEST COLLEGE","CA","249","695028"
"2591600","NORTH-WEST COLLEGE","CA","164","427160"
"3399300","NORTHWESTERN TECHNICAL COLLEGE","CA","253","492861"
"117900","NOTRE DAME DE NAMUR UNIVERSITY","CA","257","647457"
"3590400","NTMA TRAINING CENTERS OF SOUTHERN CALIFORNIA","CA","27","64966.550000000003"
"124900","OCCIDENTAL COLLEGE","CA","489","1448481"
"448100","OHLONE COLLEGE","CA","740","1532435"
"125000","ORANGE COAST COLLEGE","CA","3022","7241958"
"125100","OTIS COLLEGE OF ART AND DESIGN","CA","385","1160068.3100000001"
"1284200","OXNARD COLLEGE","CA","1559","3606958"
"3299300","PACIFIC COLLEGE","CA","192","440599.90000000002"
"3027700","PACIFIC COLLEGE OF ORIENTAL MEDICINE","CA","16","18592"
"125500","PACIFIC OAKS COLLEGE","CA","97","138115"
"3163300","PACIFIC STATES UNIVERSITY","CA","1","2000"
"125800","PACIFIC UNION COLLEGE","CA","475","1171207"
"125900","PALO VERDE COLLEGE","CA","308","694663"
"126000","PALOMAR COLLEGE","CA","1423","2917065.5"
"2537200","PALOMAR INSTITUTE OF COSMETOLOGY","CA","94","165281.67000000001"
"2255600","PARAMOUNT SCHOOL OF BEAUTY","CA","92","283768"
"2059800","PARIS BEAUTY COLLEGE","CA","30","72018.550000000003"
"126100","PASADENA CITY COLLEGE","CA","4909","11982973.68"
"449000","PATTEN UNIVERSITY","CA","238","620694"
"3479300","PCI PROFESSIONAL CAREER INSTITUTE","CA","45","70882"
"1014900","PEPPERDINE UNIVERSITY","CA","603","1543726.73"
"117200","PITZER COLLEGE","CA","221","574438.5"
"2620300","PLATT COLLEGE","CA","132","313981.34000000003"
"3039900","PLATT COLLEGE","CA","209","539945"
"3062700","PLATT COLLEGE","CA","622","1521876.2"
"2304300","PLATT COLLEGE, SAN DIEGO","CA","279","656164.56999999995"
"126200","POINT LOMA NAZARENE UNIVERSITY","CA","463","1175297"
"3029600","POMONA ADULT SCHOOL","CA","183","201496.95000000001"
"117300","POMONA COLLEGE","CA","161","402381"
"126800","PORTERVILLE COLLEGE","CA","1417","3229770"
"2343400","POWAY ACADEMY OF HAIR DESIGN","CA","111","212361.20999999999"
"3393300","PRECISION TECHNICAL INSTITUTE","CA","36","80614.619999999995"
"3125800","PREMIERE CAREER COLLEGE","CA","164","426472.77000000002"
"3367300","PROFESSIONAL GOLFERS CAREER COLLEGE","CA","28","57080"
"1298400","PROFESSIONAL INSTITUTE OF BEAUTY","CA","165","468255"
"130800","REEDLEY COLLEGE","CA","4543","9341778.4299999997"
"3394300","REMINGTON COLLEGE - SAN DIEGO CAMPUS","CA","333","738576"
"720300","RICHARDS BEAUTY COLLEGES","CA","24","47311"
"3143300","RIGHT WAY ADULT LEARNING CENTERS (THE)","CA","20","29628.48"
"126900","RIO HONDO COMMUNITY COLLEGE","CA","3174","6999613"
"127000","RIVERSIDE COMMUNITY COLLEGE","CA","5887","10870069.119999999"
"1294200","ROSEMEAD BEAUTY SCHOOL","CA","279","813911"
"3330300","ROSS BUSINESS INSTITUTE","CA","25","80284.679999999993"
"3054100","ROYALE COLLEGE OF BEAUTY","CA","87","184431"
"123300","SACRAMENTO CITY COLLEGE","CA","5174","8971679"
"891800","SADDLEBACK COLLEGE","CA","1120","2232140"
"3069500","SAGE COLLEGE","CA","213","432779.59000000003"
"3359300","SAINT FRANCIS CAREER COLLEGE","CA","130","357838.85999999999"
"129900","SAINT JOHN'S SEMINARY","CA","42","139815"
"130200","SAINT MARY'S COLLEGE OF CALIFORNIA","CA","829","2091474.05"
"1309500","SALON SUCCESS ACADEMY","CA","21","49922"
"2619300","SAMRA UNIVERSITY OF ORIENTAL MEDICINE","CA","15","29719"
"701200","SAMUEL MERRITT COLLEGE","CA","127","335021"
"127200","SAN BERNARDINO VALLEY COLLEGE","CA","5078","10911608.390000001"
"127300","SAN DIEGO CITY COLLEGE","CA","4413","9385548.4000000004"
"2241600","SAN DIEGO COMMUNITY COLLEGE CENTERS FOR EDUCATION AND TECHNOLOGY","CA","138","209083.85999999999"
"2208700","SAN DIEGO GOLF ACADEMY","CA","254","595129"
"127500","SAN DIEGO MESA COLLEGE","CA","3061","6924667.7400000002"
"1182000","SAN DIEGO MIRAMAR COLLEGE","CA","913","1945356.6499999999"
"115100","SAN DIEGO STATE UNIVERSITY","CA","8661","23244858"
"722900","SAN FERNANDO BEAUTY ACADEMY","CA","420","1172799"
"394800","SAN FRANCISCO ART INSTITUTE","CA","203","543944"
"127800","SAN FRANCISCO CONSERVATORY OF MUSIC","CA","40","115000"
"115400","SAN FRANCISCO STATE UNIVERSITY","CA","7118","19231381"
"128000","SAN JOAQUIN DELTA COLLEGE","CA","5588","12253270"
"2120700","SAN JOAQUIN VALLEY COLLEGE","CA","2972","8335339"
"128100","SAN JOSE CHRISTIAN COLLEGE","CA","128","308112"
"128200","SAN JOSE CITY COLLEGE","CA","1065","2268637.0800000001"
"115500","SAN JOSE STATE UNIVERSITY-","CA","6762","17801868.100000001"
"128400","SANTA ANA COLLEGE","CA","2572","5921991"
"998900","SANTA BARBARA BUSINESS COLLEGE","CA","95","168056"
"2577900","SANTA BARBARA BUSINESS COLLEGE","CA","389","787149"
"2578000","SANTA BARBARA BUSINESS COLLEGE","CA","274","497825"
"128500","SANTA BARBARA CITY COLLEGE","CA","1673","3442854.9300000002"
"3128000","SANTA BARBARA COLLEGE OF ORIENTAL MEDICINE","CA","8","16798"
"132600","SANTA CLARA UNIVERSITY","CA","602","1676205"
"128600","SANTA MONICA COLLEGE","CA","3306","7421141"
"128700","SANTA ROSA JUNIOR COLLEGE - SANTA ROSA","CA","1756","3859888.7799999998"
"117400","SCRIPPS COLLEGE","CA","108","292187"
"719000","SEQUOIA INSTITUTE","CA","1040","2553805.8199999998"
"2359300","SHASTA BIBLE COLLEGE","CA","39","101189"
"128900","SHASTA COLLEGE","CA","2659","5567474"
"2542000","SIERRA ACADEMY OF AERONAUTICS-AIRLINE TRAINING CENTER","CA","321","724732"
"129000","SIERRA COLLEGE","CA","2640","5507270"
"2064300","SIERRA COLLEGE OF BEAUTY","CA","94","204246.67000000001"
"2188400","SIERRA VALLEY BUSINESS COLLEGE","CA","108","254521"
"3069300","SILICON VALLEY COLLEGE-FREMONT","CA","1779","4305913.5999999996"
"1323300","SIMI VALLEY ADULT SCHOOL & CAREER INSTITUTE","CA","96","227205.35999999999"
"129100","SIMPSON COLLEGE","CA","614","1325939.1200000001"
"771300","SKYLINE COLLEGE","CA","967","2167410"
"129200","SOLANO COMMUNITY COLLEGE","CA","1482","2872033"
"115600","SONOMA STATE UNIVERSITY","CA","1704","4211085.7000000002"
"2608900","SOUND MASTER RECORDING ENGINEER SCHOOL AUDIO/VIDEO INSTITUTE","CA","35","116837"
"2597300","SOUTH BAYLO UNIVERSITY","CA","64","160698.92999999999"
"2277400","SOUTH COAST COLLEGE","CA","170","451354"
"3332300","SOUTHERN CALIFORNIA BIBLE COLLEGE AND SEMINARY","CA","39","60328"
"3113600","SOUTHERN CALIFORNIA INSTITUTE OF TECHNOLOGY","CA","657","1807441.6499999999"
"129400","SOUTHWESTERN COLLEGE","CA","3842","8953590"
"130500","STANFORD UNIVERSITY","CA","884","2463170"
"3108100","SUMMIT CAREER COLLEGE","CA","792","2440364.4399999999"
"130900","TAFT COLLEGE","CA","352","799214"
"2236400","THANH LE COLLEGE, SCHOOL OF COSMETOLOGY","CA","125","375450"
"2075800","THE SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE","CA","88","279575"
"792600","TRAVEL & TRADE CAREER INSTITUTE","CA","443","833535"
"2359200","TRAVEL UNIVERSITY INTERNATIONAL","CA","48","110266.02"
"2497300","TRINITY COLLEGE - GOLDEN STATE BUSINESS COLLEGE","CA","937","2485811.5899999999"
"3403300","TRINITY LIFE BIBLE COLLEGE","CA","83","143082.44"
"1231700","TULARE BEAUTY COLLEGE","CA","52","133337"
"3614300","UNITED BEAUTY COLLEGE","CA","86","151987.91"
"2559300","UNITED EDUCATION INSTITUTE -","CA","5109","10576021"
"1244600","UNIVERSAL COLLEGE OF BEAUTY","CA","171","429663"
"131400","UNIVERSITY OF CALIFORNIA - IRVINE","CA","6098","17288547"
"131200","UNIVERSITY OF CALIFORNIA, BERKELEY","CA","7654","21716115"
"131300","UNIVERSITY OF CALIFORNIA, DAVIS","CA","6487","18860254"
"131500","UNIVERSITY OF CALIFORNIA, LOS ANGELES","CA","9317","26900059"
"131600","UNIVERSITY OF CALIFORNIA, RIVERSIDE","CA","6293","18272118"
"131700","UNIVERSITY OF CALIFORNIA, SAN DIEGO (UCSD)","CA","5716","16727646"
"131900","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","CA","6","18408"
"132000","UNIVERSITY OF CALIFORNIA, SANTA BARBARA","CA","4609","12853718"
"132100","UNIVERSITY OF CALIFORNIA, SANTA CRUZ","CA","3316","8913799"
