"OPEID","Institution","State","Recipients","Awards"
"2341300","PALO ALTO COLLEGE","TX","3660","8524455.8699999992"
"360000","PANOLA COLLEGE","TX","836","1819990.8899999999"
"360100","PARIS JUNIOR COLLEGE","TX","1623","3914463.6899999999"
"360200","PAUL QUINN COLLEGE","TX","625","1709046.75"
"3019800","PCI HEALTH TRAINING CENTER","TX","806","1981605.8400000001"
"2176100","PIPO ACADEMY OF HAIR DESIGN","TX","83","222909"
"3026100","POLYTECHNIC INSTITUTE","TX","289","639921.54000000004"
"363000","PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY","TX","3113","8927635"
"360300","RANGER COLLEGE","TX","400","909905.06000000006"
"3026500","REMINGTON COLLEGE - HOUSTON CAMPUS","TX","599","1302602"
"3090700","RHDC HAIR DESIGN COLLEGE","TX","26","51688.400000000001"
"360400","RICE UNIVERSITY","TX","325","848780"
"850400","RICHLAND COLLEGE","TX","2800","6531769.6399999997"
"3676400","RONNY J'S BARBER STYLING COLLEGE","TX","51","133362.85000000001"
"3108700","ROYAL BEAUTY CAREERS","TX","195","320517.84999999998"
"2218300","S. W. SCHOOL OF BUSINESS & TECHNICAL CAREERS","TX","316","744527.43000000005"
"362100","SAINT EDWARDS UNIVERSITY","TX","1027","2557822.6299999999"
"360800","SAINT PHILIP'S COLLEGE","TX","5690","12892456.83"
"360600","SAM HOUSTON STATE UNIVERSITY","TX","3072","7181471.5499999998"
"2326000","SAN ANTONIO BEAUTY COLLEGE #3","TX","141","274767"
"3011800","SAN ANTONIO BEAUTY COLLEGE #4","TX","93","189822"
"916300","SAN ANTONIO COLLEGE","TX","8119","17763279.300000001"
"946600","SAN ANTONIO COLLEGE OF MEDICAL & DENTAL ASSISTANTS","TX","2521","6123941.5"
"360900","SAN JACINTO COMMUNITY COLLEGE DISTRICT","TX","4495","11179259.369999999"
"3032300","SCHOOL OF AUTOMOTIVE MACHINISTS-","TX","51","159050"
"361000","SCHREINER UNIVERSITY","TX","362","925006"
"2530700","SEBRING CAREER SCHOOLS","TX","180","472237.79999999999"
"2521800","SEGUIN BEAUTY SCHOOL-SEGUIN","TX","117","233160.59"
"361100","SOUTH PLAINS COLLEGE","TX","3398","7747849.9199999999"
"3103400","SOUTH TEXAS COMMUNITY COLLEGE","TX","10738","25180035.780000001"
"2548800","SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE","TX","444","1092566.28"
"2549400","SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE","TX","654","1526899.3400000001"
"3272300","SOUTHEASTERN CAREER INSTITUTE","TX","48","86028.25"
"3035300","SOUTHERN CAREERS INSTITUTE","TX","2504","5572221"
"361300","SOUTHERN METHODIST UNIVERSITY","TX","949","2499174"
"2093600","SOUTHWEST INSTITUTE OF TECHNOLOGY","TX","125","262805"
"361400","SOUTHWEST TEXAS JUNIOR COLLEGE","TX","2540","6335551.9500000002"
"361900","SOUTHWESTERN ADVENTIST UNIVERSITY","TX","399","984633"
"361600","SOUTHWESTERN ASSEMBLIES OF GOD UNIVERSITY","TX","829","1893508"
"361800","SOUTHWESTERN CHRISTIAN COLLEGE","TX","143","384425"
"3341300","SOUTHWESTERN PROFESSIONAL INSTITUTE","TX","207","567684.09999999998"
"362000","SOUTHWESTERN UNIVERSITY","TX","177","452437.97999999998"
"362300","ST MARY'S UNIVERSITY SAN ANTONIO","TX","1062","2893686"
"2557400","STAR COLLEGE OF COSMETOLOGY","TX","43","90770.710000000006"
"3061800","STAR COLLEGE OF COSMETOLOGY #2 -","TX","129","236201.87"
"3551400","STATE BEAUTY ACADEMY","TX","62","136015.76999999999"
"362400","STEPHEN F AUSTIN STATE UNIVERSITY","TX","3276","8599089.0899999999"
"2078100","STEPHENVILLE BEAUTY COLLEGE","TX","18","35542"
"362500","SUL ROSS STATE UNIVERSITY","TX","1372","3728392.52"
"3009400","SW SCHOOL OF BUSINESS & TECHNICAL CAREERS","TX","28","74637.770000000004"
"3021500","SW SCHOOL OF BUSINESS & TECHNICAL CAREERS","TX","91","222725.42000000001"
"3486300","SYLVIA'S INTERNATIONAL SCHOOL OF BEAUTY","TX","73","229265.26000000001"
"363100","TARLETON STATE UNIVERSITY","TX","2449","6078625.46"
"362600","TARRANT COUNTY COLLEGE DISTRICT","TX","5812","11533620.5"
"362700","TEMPLE COLLEGE","TX","1228","2751357.4700000002"
"362800","TEXARKANA COLLEGE","TX","1310","2556722.3300000001"
"3170300","TEXAS A & M UNIVERSITY - TEXARKANA","TX","319","702645.20999999996"
"965100","TEXAS A&M INTERNATIONAL UNIVERSITY","TX","1959","5084764.25"
"363200","TEXAS A&M UNIVERSITY","TX","5989","14843885.460000001"
"356500","TEXAS A&M UNIVERSITY - COMMERCE","TX","2206","5923298.9000000004"
"1116100","TEXAS A&M UNIVERSITY - CORPUS CHRISTI","TX","2140","5746652.71"
"363900","TEXAS A&M UNIVERSITY - KINGSVILLE","TX","3104","8661734.4900000002"
"494800","TEXAS A&M UNIVERSITY SYSTEM HEALTH SCIENCE CENTER","TX","15","42500"
"2568100","TEXAS BARBER COLLEGE","TX","551","1464213.3100000001"
"3422300","TEXAS BEAUTY COLLEGE","TX","128","294604"
"3104600","TEXAS CAREER INSTITUTE-KERRVILLE-HOUSTON","TX","146","391807"
"3115800","TEXAS CAREERS","TX","2381","5851249.6200000001"
"363500","TEXAS CHIROPRACTIC COLLEGE","TX","24","37587"
"363600","TEXAS CHRISTIAN UNIVERSITY","TX","937","2338635"
"363800","TEXAS COLLEGE","TX","505","1525302"
"3025000","TEXAS COLLEGE OF COSMETOLOGY","TX","150","351558"
"3104700","TEXAS COLLEGE OF COSMETOLOGY","TX","94","189928"
"3179500","TEXAS COLLEGE OF TRADITIONAL CHINESE MEDICINE","TX","3","7475"
"2569300","TEXAS CULINARY ACADEMY","TX","236","562967.47999999998"
"364100","TEXAS LUTHERAN UNIVERSITY","TX","416","1058511"
"2312200","TEXAS SCHOOL OF BUSINESS","TX","2896","5479737"
"364200","TEXAS SOUTHERN UNIVERSITY","TX","5494","16147244.810000001"
"363400","TEXAS STATE TECHNICAL COLLEGE","TX","2869","6056563.5499999998"
"922500","TEXAS STATE TECHNICAL COLLEGE","TX","3387","6216149.3600000003"
"993200","TEXAS STATE TECHNICAL COLLEGE WEST TEXAS - SWEETWATER","TX","1323","2576616"
"361500","TEXAS STATE UNIVERSITY-SAN MARCOS","TX","4991","12155455.82"
"364400","TEXAS TECH UNIVERSITY","TX","4882","12295814"
"1067400","TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER","TX","127","309195.71000000002"
"2254800","TEXAS VOCATIONAL SCHOOL","TX","182","382355.53999999998"
"364500","TEXAS WESLEYAN UNIVERSITY","TX","544","1294224"
"364600","TEXAS WOMANS UNIVERSITY","TX","1792","4621012"
"366200","THE VICTORIA COLLEGE","TX","1149","2434256"
"3371300","TONI & GUY HAIRDRESSING ACADEMY","TX","28","84250"
"3275300","TOUCH OF CLASS SCHOOL OF COSMETOLOGY","TX","96","178803.35000000001"
"3714300","TREND BARBER COLLEGE","TX","20","38575"
"364700","TRINITY UNIVERSITY","TX","297","738470.84999999998"
"357200","TRINITY VALLEY COMMUNITY COLLEGE","TX","1798","3702081.4500000002"
"2224600","TRI-STATE COSMETOLOGY INSTITUTE","TX","413","938997.95999999996"
"364800","TYLER JUNIOR COLLEGE","TX","3248","7758301.1600000001"
"2615000","ULTRASOUND TECHNICAL SERVICES","TX","844","1792350.5"
"2362000","UNIVERSAL TECHNICAL INSTITUTE","TX","1723","3799818.6200000001"
"2285900","UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES","TX","756","2140919.6400000001"
"365100","UNIVERSITY OF DALLAS","TX","294","780824"
"365200","UNIVERSITY OF HOUSTON","TX","7526","20104571.68"
"361200","UNIVERSITY OF HOUSTON - DOWNTOWN","TX","3363","8439968"
"1323100","UNIVERSITY OF HOUSTON - VICTORIA","TX","412","894791"
"1171100","UNIVERSITY OF HOUSTON-CLEAR LAKE","TX","919","2134856"
"358800","UNIVERSITY OF MARY HARDIN-BAYLOR","TX","979","2380310"
"359400","UNIVERSITY OF NORTH TEXAS","TX","5356","13494486.699999999"
"365400","UNIVERSITY OF SAINT THOMAS","TX","506","1118495"
"365800","UNIVERSITY OF TEXAS - AUSTIN","TX","7534","19787962.5"
"366100","UNIVERSITY OF TEXAS - EL PASO","TX","7290","20269667.02"
"359900","UNIVERSITY OF TEXAS - PAN AMERICAN","TX","7685","21691249.629999999"
"365600","UNIVERSITY OF TEXAS AT ARLINGTON","TX","4586","10939489.050000001"
"3064600","UNIVERSITY OF TEXAS AT BROWNSVILLE","TX","6263","16472239.92"
"974100","UNIVERSITY OF TEXAS AT DALLAS","TX","1756","4334071"
"1011500","UNIVERSITY OF TEXAS AT SAN ANTONIO","TX","7432","18020744.75"
"1116300","UNIVERSITY OF TEXAS AT TYLER","TX","1232","2832741.6699999999"
"495100","UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON","TX","84","244381"
"365900","UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO","TX","372","855765.91000000003"
"2555400","UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER","TX","14","43250"
"495200","UNIVERSITY OF TEXAS MEDICAL BRANCH","TX","129","310013"
"993000","UNIVERSITY OF TEXAS OF THE PERMIAN BASIN","TX","999","2496700"
"1001900","UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS (THE)","TX","62","130580"
"357800","UNIVERSITY OF THE INCARNATE WORD","TX","1283","3065546"
"3612400","VALLEY GRANDE INSTITUTE FOR ACADEMIC STUDIES","TX","204","363415.19"
"3010000","VANGUARD INSTITUTE OF TECHNOLOGY","TX","1012","2181327"
"1293100","VELMA B'S BEAUTY ACADEMY","TX","98","250209"
"1006000","VERNON COLLEGE","TX","1036","2252897.3799999999"
"1202000","VICTORIA BEAUTY COLLEGE","TX","128","233429.67000000001"
"1013000","WADE COLLEGE","TX","164","448508"
"366300","WAYLAND BAPTIST UNIVERSITY - PLAINVIEW CAMPUS","TX","1226","2475224"
"366400","WEATHERFORD COLLEGE","TX","1089","2272758.1200000001"
"366500","WEST TEXAS A&M UNIVERSITY","TX","2028","5047876.8700000001"
"2098300","WESTERN TECHNICAL INSTITUTE","TX","1236","3332335.1099999999"
"954900","WESTERN TEXAS COLLEGE","TX","348","822561.37"
"366800","WHARTON COUNTY JUNIOR COLLEGE","TX","1056","2377062"
"366900","WILEY COLLEGE","TX","456","1356706"
"2270800","AMERICAN INSTITUTE OF MEDICAL AND DENTAL TECHNOLOGY","UT","288","630215.59999999998"
"1147900","BEAU LA REINE COLLEGE OF BEAUTY CULTURE","UT","77","241830"
"2612200","BON LOSEE ACADEMY OF HAIR ARTISTRY","UT","92","196129.01999999999"
"2115400","BRIDGERLAND APPLIED TECHNOLOGY COLLEGE","UT","178","292987.90000000002"
"367000","BRIGHAM YOUNG UNIVERSITY","UT","10070","25801197"
"2572800","CERTIFIED CAREERS INSTITUTE-","UT","199","413497.15000000002"
"367600","COLLEGE OF EASTERN UTAH","UT","1130","2789741"
"2156600","DAVIS APPLIED TECHNOLOGY COLLEGE","UT","313","400272.39000000001"
"367100","DIXIE STATE COLLEGE OF UTAH","UT","1963","4583431.6500000004"
"2178500","EAGLE GATE COLLEGE","UT","320","717389.06000000006"
"2572700","EVANS HAIRSTYLING COLLEGE","UT","21","59437"
"2573100","EVANS HAIRSTYLING COLLEGE","UT","31","75836"
"2504000","FRAN BROWN COLLEGE OF BEAUTY","UT","84","164633"
"3108200","FRANCOIS D. HAIR DESIGN ACADEMY","UT","66","150490"
"2556800","HAIRITAGE COLLEGE OF BEAUTY","UT","22","43868.150000000001"
"3110400","HAIRITAGE HAIR ACADEMY","UT","19","33481"
"3617300","HEALING MOUNTAIN MASSAGE SCHOOL","UT","7","18354.939999999999"
"1017300","INTERNATIONAL INSTITUTE OF HAIR DESIGN","UT","59","133528.5"
"2361000","ITT TECHNICAL INSTITUTE","UT","666","1432230.01"
"367200","LATTER DAY SAINTS BUSINESS COLLEGE","UT","387","905755.14000000001"
