"OPE_ID","INSTITUTION NAME","INSTITUTION CITY","INSTITUTION STATE","INSTITUTION TYPE AND CONTROL","TOTAL AWARDS","TOTAL RECIPIENTS"
"107400","GRAND CANYON UNIVERSITY","PHOENIX","AZ","Proprietary 4yr","145412708","35127"
"107600","GLENDALE COMMUNITY COLLEGE","GLENDALE","AZ","Public 2yr","25965489","7350"
"107700","MESA COMMUNITY COLLEGE","MESA","AZ","Public 2yr","22506575","6508"
"107800","PHOENIX COLLEGE","PHOENIX","AZ","Public 2yr","17652391","4995"
"107900","YAVAPAI COLLEGE","PRESCOTT","AZ","Public 2yr","8804978","2585"
"108100","ARIZONA STATE UNIV (ALL CAMPUSES)","TEMPE","AZ","Public 4yr","142197919","35188"
"108200","NORTHERN ARIZONA UNIVERSITY","FLAGSTAFF","AZ","Public 4yr","43290634","10261"
"108300","UNIVERSITY OF ARIZONA","TUCSON","AZ","Public 4yr","49163613","10906"
"108500","UNIV ARKANSAS MONTICELLO","MONTICELLO","AR","Public 4yr","8208889","1899"
"108600","UNIV OF ARKANSAS AT PINE BLUFF","PINE BLUFF","AR","Public 4yr","9244309","1940"
"108700","ARKANSAS BAPTIST COLLEGE","LITTLE ROCK","AR","Private 4yr","2362368","557"
"108800","LYON COLLEGE","BATESVILLE","AR","Private 4yr","1136395","253"
"108900","ARKANSAS TECH UNIVERSITY","RUSSELLVILLE","AR","Public 4yr","19753465","4609"
"109000","ARKANSAS STATE UNIVERSITY","JONESBORO","AR","Public 4yr","19228668","4314"
"109100","ARKANSAS STATE UNIVERSITY - BEEBE","BEEBE","AR","Public 2yr","5843831","1446"
"109200","UNIVERSITY OF CENTRAL ARKANSAS","CONWAY","AR","Public 4yr","17796578","3910"
"109300","CENTRAL BAPTIST COLLEGE","CONWAY","AR","Private 4yr","1631846","391"
"109400","UNIVERSITY OF THE OZARKS","CLARKSVILLE","AR","Private 4yr","1424782","314"
"109500","CROWLEYS RIDGE COLLEGE","PARAGOULD","AR","Private 4yr","491250","107"
"109700","HARDING UNIVERSITY","SEARCY","AR","Private 4yr","4661793","1051"
"109800","HENDERSON STATE UNIVERSITY","ARKADELPHIA","AR","Public 4yr","6996145","1489"
"109900","HENDRIX COLLEGE","CONWAY","AR","Private 4yr","1546797","341"
"110000","JOHN BROWN UNIVERSITY","SILOAM SPRINGS","AR","Private 4yr","2518394","611"
"110100","UNIV ARKANSAS LITTLE ROCK","LITTLE ROCK","AR","Public 4yr","15592413","3817"
"110200","OUACHITA BAPTIST UNIVERSITY","ARKADELPHIA","AR","Private 4yr","2126497","468"
"110300","PHILANDER SMITH COLLEGE","LITTLE ROCK","AR","Private 4yr","4256366","844"
"110400","PHILLIPS COUNTY COMMUNITY COLLEGE","HELENA","AR","Public 2yr","2836447","715"
"110500","SHORTER COLLEGE","NORTH LITTLE ROCK","AR","Private 2yr","3694818","839"
"110600","WILLIAMS BAPTIST COLLEGE","WALNUT RIDGE","AR","Private 4yr","1015259","233"
"110700","SOUTHERN ARKANSAS UNIVERSITY","MAGNOLIA","AR","Public 4yr","8428694","1794"
"110800","UNIV ARKANSAS FAYETTEVILLE","FAYETTEVILLE","AR","Public 4yr","21150610","4829"
"110900","UNIVERSITY OF ARKANSAS FOR MEDICAL SCIEN","LITTLE ROCK","AR","Public 4yr","1010498","231"
"111000","UNIVERSITY OF ARKANSAS-FORT SMITH","FORT SMITH","AR","Public 4yr","13479064","3122"
"111100","ALLAN HANCOCK COLLEGE","SANTA MARIA","CA","Public 2yr","9862111","2762"
"111300","ANTELOPE VALLEY COLLEGE","LANCASTER","CA","Public 4yr","25488315","7768"
"111600","ART CENTER COLLEGE OF DESIGN","PASADENA","CA","Private 4yr","3974072","817"
"111700","AZUSA PACIFIC UNIVERSITY","AZUSA","CA","Private 4yr","15581686","3708"
"111800","BAKERSFIELD COLLEGE","BAKERSFIELD","CA","Public 4yr","44710677","12564"
"111900","BARSTOW COMMUNITY COLLEGE","BARSTOW","CA","Public 2yr","7680613","2070"
"112200","BIOLA UNIVERSITY","LA MIRADA","CA","Private 4yr","5899332","1377"
"112400","CABRILLO COLLEGE","APTOS","CA","Public 2yr","10273647","2790"
"112500","CALIFORNIA BAPTIST UNIVERSITY","RIVERSIDE","CA","Private 4yr","17296299","3896"
"112700","CALIFORNIA COLLEGE OF THE ARTS","SAN FRANCISCO","CA","Private 4yr","1870131","412"
"113100","CALIFORNIA INSTITUTE OF TECHNOLOGY","PASADENA","CA","Private 4yr","618165","136"
"113200","CALIFORNIA INSTITUTE OF THE ARTS","VALENCIA","CA","Private 4yr","1256860","271"
"113300","CALIFORNIA LUTHERAN UNIVERSITY","THOUSAND OAKS","CA","Private 4yr","4492423","1053"
"113400","CALIFORNIA MARITIME ACADEMY","VALLEJO","CA","Public 4yr","1643184","315"
"113700","CALIF STATE UNIV-FULLERTON","FULLERTON","CA","Public 4yr","85037011","19076"
"113800","CALIFORNIA STATE UNIVERSITY, EAST BAY","HAYWARD","CA","Public 4yr","30180233","6988"
"113900","CALIF STATE UNIV-LONG BEACH","LONG BEACH","CA","Public 4yr","80460943","18022"
"114000","CALIF STATE UNIV-LOS ANGELES","LOS ANGELES","CA","Public 4yr","84953170","17709"
"114100","CALIF STATE UNIV, DOMINGUEZ HILLS","CARSON","CA","Public 4yr","39507080","8938"
"114200","CALIF STATE UNIV SAN BERNARDINO","SAN BERNARDINO","CA","Public 4yr","57125437","12116"
"114300","CAL POLY STATE UNIVERSITY","SAN LUIS OBISPO","CA","Public 4yr","18031149","4132"
"114400","CALIF STATE POLYTECHNIC UNIV POMONA","POMONA","CA","Public 4yr","57238031","12451"
"114600","CALIF STATE UNIV - CHICO","CHICO","CA","Public 4yr","38880543","8408"
"114700","CALIF STATE UNIV - FRESNO","FRESNO","CA","Public 4yr","66847884","14358"
"114900","HUMBOLDT STATE UNIVERSITY","ARCATA","CA","Public 4yr","22089149","4746"
"115000","CALIF STATE UNIV-SACRAMENTO","SACRAMENTO","CA","Public 4yr","73695899","16839"
"115100","SAN DIEGO STATE UNIVERSITY","SAN DIEGO","CA","Public 4yr","50297062","10754"
"115300","CALIF STATE UNIV-NORTHRIDGE","NORTHRIDGE","CA","Public 4yr","99712244","21338"
"115400","SAN FRANCISCO STATE UNIVERSITY","SAN FRANCISCO","CA","Public 4yr","60810534","12931"
"115500","SAN JOSE STATE UNIVERSITY","SAN JOSE","CA","Public 4yr","54737267","12370"
"115600","SONOMA STATE UNIVERSITY","ROHNERT PARK","CA","Public 4yr","14744919","3337"
"115700","CALIF STATE UNIV-STANISLAUS","TURLOCK","CA","Public 4yr","27506651","6297"
"116100","CERRITOS COLLEGE","NORWALK","CA","Public 2yr","33316679","9878"
"116200","CHABOT COLLEGE","HAYWARD","CA","Public 2yr","11064862","2987"
"116300","CHAFFEY COLLEGE","RANCHO CUCAMONGA","CA","Public 2yr","23818946","7452"
"116400","CHAPMAN UNIVERSITY","ORANGE","CA","Private 4yr","5962428","1351"
"116600","CITRUS COLLEGE","GLENDORA","CA","Public 2yr","16823042","4768"
"117000","CLAREMONT MCKENNA COLLEGE","CLAREMONT","CA","Private 4yr","885164","186"
"117100","HARVEY MUDD COLLEGE","CLAREMONT","CA","Private 4yr","485372","117"
"117200","PITZER COLLEGE","CLAREMONT","CA","Private 4yr","841858","183"
"117300","POMONA COLLEGE","CLAREMONT","CA","Private 4yr","1749720","369"
"117400","SCRIPPS COLLEGE","CLAREMONT","CA","Private 4yr","532382","113"
"117600","WEST HILLS COMMUNITY COLLEGE","COALINGA","CA","Public 2yr","4257635","1015"
"117700","COGSWELL POLYTECHNICAL COLLEGE","SUNNYVALE","CA","Proprietary 4yr","1396298","275"
"117800","COLLEGE OF MARIN","KENTFIELD","CA","Public 2yr","2953127","875"
"117900","NOTRE DAME DE NAMUR UNIVERSITY","BELMONT","CA","Private 4yr","2066624","508"
"118100","COLLEGE OF SAN MATEO","SAN MATEO","CA","Public 2yr","4366555","1099"
"118200","COLLEGE OF THE DESERT","PALM DESERT","CA","Public 2yr","17921950","5093"
"118300","HOLY NAMES UNIVERSITY","OAKLAND","CA","Private 4yr","1433805","315"
"118500","COLLEGE OF THE REDWOODS","EUREKA","CA","Public 2yr","6792363","1958"
"118600","COLLEGE OF THE SEQUOIAS","VISALIA","CA","Public 2yr","21074310","5930"
"118700","COLLEGE OF THE SISKIYOUS","WEED","CA","Public 2yr","2973179","786"
"119000","CONTRA COSTA COLLEGE","SAN PABLO","CA","Public 2yr","7022751","1962"
"119100","DIABLO VALLEY COLLEGE","PLEASANT HILL","CA","Public 2yr","13838854","3819"
"119200","CUESTA COLLEGE","SAN LUIS OBISPO","CA","Public 2yr","8406328","2522"
"119300","CYPRESS COLLEGE","CYPRESS","CA","Public 4yr","19069554","4951"
"119600","DOMINICAN UNIVERSITY OF CALIFORNIA","SAN RAFAEL","CA","Private 4yr","1630590","407"
"119700","EL CAMINO COLLEGE","TORRANCE","CA","Public 2yr","39090159","10974"
"119900","FOOTHILL COLLEGE","LOS ALTOS HILLS","CA","Public 4yr","5264220","1481"
"120100","FULLERTON COLLEGE","FULLERTON","CA","Public 2yr","25327780","6534"
"120200","GAVILAN COLLEGE","GILROY","CA","Public 2yr","5757476","1657"
"120300","GLENDALE COMMUNITY COLLEGE","GLENDALE","CA","Public 2yr","23201585","6010"
"120500","GOLDEN GATE UNIVERSITY","SAN FRANCISCO","CA","Private 4yr","515921","131"
"120600","GOLDEN WEST COLLEGE","HUNTINGTON BEACH","CA","Public 2yr","11118320","3076"
"120800","GROSSMONT COLLEGE","EL CAJON","CA","Public 2yr","19983131","5363"
"120900","HARTNELL COMMUNITY COLLEGE","SALINAS","CA","Public 2yr","11460704","2996"
"121200","HUMPHREYS UNIVERSITY","STOCKTON","CA","Private 4yr","1172175","299"
"121400","IMPERIAL VALLEY COLLEGE","IMPERIAL","CA","Public 2yr","22242038","5335"
"121500","LA SIERRA UNIVERSITY","RIVERSIDE","CA","Private 4yr","4544793","996"
"121600","UNIVERSITY OF LA VERNE","LA VERNE","CA","Private 4yr","10660826","2664"
"121700","LASSEN COLLEGE","SUSANVILLE","CA","Public 2yr","1398421","341"
"121800","LOMA LINDA UNIVERSITY","LOMA LINDA","CA","Private 4yr","2126030","475"
"121900","LONG BEACH CITY COLLEGE","LONG BEACH","CA","Public 2yr","35733947","9630"
"122000","MASTER'S COLLEGE & SEMINARY (THE)","SANTA CLARITA","CA","Private 4yr","1698633","430"
"122300","LOS ANGELES CITY COLLEGE","LOS ANGELES","CA","Public 2yr","17842578","4420"
"122400","LOS ANGELES HARBOR COLLEGE","WILMINGTON","CA","Public 2yr","8688825","2351"
"122600","LOS ANGELES PIERCE COLLEGE","WOODLAND HILLS","CA","Public 2yr","22114276","5853"
"122700","LOS ANGELES TRADE TECH COLLEGE","LOS ANGELES","CA","Public 2yr","16324100","4536"
"122800","LOS ANGELES VALLEY COLLEGE","VALLEY GLEN","CA","Public 2yr","21896134","5731"
"122900","SO CA UNIV HEALTH SCIENCES","WHITTIER","CA","Private 4yr","234505","56"
"123200","AMERICAN RIVER COLLEGE","SACRAMENTO","CA","Public 2yr","26323407","8119"
"123300","SACRAMENTO CITY COLLEGE","SACRAMENTO","CA","Public 2yr","19637366","5943"
"123600","MENLO COLLEGE","ATHERTON","CA","Private 4yr","1250974","264"
"123700","MERCED COMMUNITY COLLEGE","MERCED","CA","Public 2yr","17775693","4728"
"123800","MILLS COLLEGE","OAKLAND","CA","Private 4yr","1875037","411"
"123900","MIRACOSTA COLLEGE","OCEANSIDE","CA","Public 4yr","15516184","4449"
"124000","MODESTO JUNIOR COLLEGE","MODESTO","CA","Public 4yr","28174192","7860"
"124200","MONTEREY PENINSULA COLLEGE","MONTEREY","CA","Public 2yr","6444685","1794"
"124300","MOUNT ST MARYS COLLEGE","LOS ANGELES","CA","Private 4yr","6877436","1603"
"124500","MT. SAN ANTONIO COLLEGE","WALNUT","CA","Public 2yr","42726716","11535"
"124600","MT SAN JACINTO COLLEGE","SAN JACINTO","CA","Public 2yr","20616020","6431"
"124700","NAPA VALLEY COLLEGE","NAPA","CA","Public 2yr","4674857","1327"
"124900","OCCIDENTAL COLLEGE","LOS ANGELES","CA","Private 4yr","1886688","423"
"125000","ORANGE COAST COLLEGE - FIN AID OFF","COSTA MESA","CA","Public 2yr","20200877","5408"
"125100","OTIS COLLEGE OF ART AND DESIGN","LOS ANGELES","CA","Private 4yr","1992767","421"
"125200","HOPE INTERNATIONAL UNIVERSITY","FULLERTON","CA","Private 4yr","1861804","459"
"125300","FRESNO PACIFIC UNIVERSITY","FRESNO","CA","Private 4yr","8421989","2242"
"125500","PACIFIC OAKS COLLEGE","PASADENA","CA","Private 4yr","1314154","428"
"125800","PACIFIC UNION COLLEGE","ANGWIN","CA","Private 4yr","2405338","558"
"125900","PALO VERDE COLLEGE","BLYTHE","CA","Public 2yr","862285","260"
"126000","PALOMAR COLLEGE","SAN MARCOS","CA","Public 2yr","16759863","4862"
"126100","PASADENA CITY COLLEGE","PASADENA","CA","Public 2yr","35780053","9459"
"126200","POINT LOMA NAZARENE UNIVERSITY","SAN DIEGO","CA","Private 4yr","4195103","995"
"126600","LANEY COLLEGE","OAKLAND","CA","Public 2yr","12105166","3120"
"126700","MERRITT COLLEGE","OAKLAND","CA","Public 2yr","5651406","1571"
"126900","RIO HONDO COLLEGE","WHITTIER","CA","Public 4yr","18886165","5251"
"127000","RIVERSIDE CITY COLLEGE","RIVERSIDE","CA","Public 2yr","26377084","8262"
"127200","SAN BERNARDINO VALLEY COLLEGE","SAN BERNARDINO","CA","Public 2yr","16495896","4785"
"127300","SAN DIEGO CITY COLLEGE","SAN DIEGO","CA","Public 2yr","19849665","5373"
"127500","SAN DIEGO MESA COLLEGE","SAN DIEGO","CA","Public 4yr","18923961","4914"
"127800","SAN FRANCISCO CONSERVATORY OF MUSIC","SAN FRANCISCO","CA","Private 4yr","310169","63"
"128000","SAN JOAQUIN DELTA COLLEGE","STOCKTON","CA","Public 2yr","24859298","6347"
"128100","WILLIAM JESSUP UNIVERSITY","ROCKLIN","CA","Private 4yr","2494299","595"
"128200","SAN JOSE CITY COLLEGE","SAN JOSE","CA","Public 2yr","6599841","1773"
"128400","SANTA ANA COLLEGE","SANTA ANA","CA","Public 4yr","15852980","4400"
"128500","SANTA BARBARA CITY COLLEGE","SANTA BARBARA","CA","Public 2yr","15365946","3950"
"128600","SANTA MONICA COLLEGE","SANTA MONICA","CA","Public 4yr","28187634","7683"
"128700","SANTA ROSA JUNIOR COLLEGE","SANTA ROSA","CA","Public 2yr","14302798","3863"
"128900","SHASTA COLLEGE","REDDING","CA","Public 4yr","13808445","3714"
"129000","SIERRA COLLEGE","ROCKLIN","CA","Public 2yr","19584350","5470"
"129100","SIMPSON UNIVERSITY","REDDING","CA","Private 4yr","1886237","467"
"129200","SOLANO COMMUNITY COLLEGE","FAIRFIELD","CA","Public 4yr","6981763","2005"
"129300","VANGUARD UNIVERSITY OF SOUTHERN CA","COSTA MESA","CA","Private 4yr","4227148","929"
"129400","SOUTHWESTERN COLLEGE","CHULA VISTA","CA","Public 2yr","26020536","6614"
"130200","SAINT MARY'S COLLEGE OF CALIFORNIA","MORAGA","CA","Private 4yr","3113888","721"
"130500","STANFORD UNIVERSITY","STANFORD","CA","Private 4yr","5282335","1133"
"130700","FRESNO CITY COLLEGE","FRESNO","CA","Public 2yr","36406924","9765"
"130800","REEDLEY COLLEGE","REEDLEY","CA","Public 2yr","15780852","3945"
"130900","TAFT COLLEGE","TAFT","CA","Public 2yr","5533250","1452"
"131200","UNIVERSITY OF CALIFORNIA, BERKELEY","BERKELEY","CA","Public 4yr","43166030","8684"
"131300","UNIVERSITY OF CALIFORNIA-DAVIS","DAVIS","CA","Public 4yr","57598786","11630"
"131400","UNIVERSITY OF CALIFORNIA-IRVINE","IRVINE","CA","Public 4yr","63233046","12534"
"131500","UNIVERSITY OF CALIFORNIA (UCLA)","LOS ANGELES","CA","Public 4yr","56913548","11186"
"131600","UNIVERSITY OF CALIFORNIA-RIVERSIDE","RIVERSIDE","CA","Public 4yr","55508941","11332"
"131700","UNIVERSITY OF CALIFORNIA-SAN DIEGO","LA JOLLA","CA","Public 4yr","52497022","10511"
"132000","UNIVERSITY OF CALIFORNIA-SANTA BARB","SANTA BARBARA","CA","Public 4yr","45276997","8599"
"132100","UNIVERSITY OF CALIFORNIA-SANTA CRUZ","SANTA CRUZ","CA","Public 4yr","32797273","6765"
"132200","UNIVERSITY OF REDLANDS","REDLANDS","CA","Private 4yr","4412185","1058"
"132500","UNIVERSITY OF SAN FRANCISCO","SAN FRANCISCO","CA","Private 4yr","8667984","1912"
"132600","SANTA CLARA UNIVERSITY","SANTA CLARA","CA","Private 4yr","2598577","576"
"132800","UNIVERSITY OF SOUTHERN CALIFORNIA","LOS ANGELES","CA","Private 4yr","19691130","4284"
"132900","UNIVERSITY OF THE PACIFIC","STOCKTON","CA","Private 4yr","6305498","1357"
"133500","VICTOR VALLEY COLLEGE","VICTORVILLE","CA","Public 2yr","23373516","6589"
"133800","WEST VALLEY COLLEGE","SARATOGA","CA","Public 2yr","4282714","1138"
"133900","CORBAN UNIVERSITY","SALEM","OR","Private 4yr","1520940","365"
"134100","WESTMONT COLLEGE","SANTA BARBARA","CA","Private 4yr","1126570","268"
"134200","WHITTIER COLLEGE","WHITTIER","CA","Private 4yr","2950014","653"
"134300","WOODBURY UNIVERSITY","BURBANK","CA","Private 4yr","2263685","487"
"134400","YUBA COLLEGE","MARYSVILLE","CA","Public 2yr","9596975","2774"
"134500","ADAMS STATE COLLEGE","ALAMOSA","CO","Public 4yr","4534905","1014"
"134600","ARAPAHOE COMMUNITY COLLEGE","LITTLETON","CO","Public 4yr","5338213","1881"
"134700","COLORADO COLLEGE","COLORADO SPRINGS","CO","Private 4yr","1166709","253"
"134800","COLORADO SCHOOL OF MINES","GOLDEN","CO","Public 4yr","3563891","801"
"134900","UNIVERSITY OF NORTHERN COLORADO","GREELEY","CO","Public 4yr","14024317","3121"
"135000","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","Public 4yr","24681049","5844"
"135300","FORT LEWIS COLLEGE","DURANGO","CO","Public 4yr","5107972","1173"
"135500","LAMAR COMMUNITY COLLEGE","LAMAR","CO","Public 2yr","1323455","327"
"135800","COLORADO MESA UNIVERSITY","GRAND JUNCTION","CO","Public 4yr","13966529","3438"
"135900","COLORADO NORTHWESTERN COMMUNITY COLLEGE","RANGELY","CO","Public 2yr","1083456","278"
"136000","METROPOLITAN STATE UNIVERSITY OF DENVER","DENVER","CO","Public 4yr","31255204","8046"
"136100","NORTHEASTERN JUNIOR COLLEGE","STERLING","CO","Public 2yr","1949458","488"
"136200","OTERO JUNIOR COLLEGE","LA JUNTA","CO","Public 2yr","2354196","648"
"136300","REGIS UNIVERSITY","DENVER","CO","Private 4yr","4378765","1161"
"136500","COLORADO STATE UNIVERSITY-PUEBLO","PUEBLO","CO","Public 4yr","8307208","1875"
"136800","TRINIDAD STATE JR COLLEGE","TRINIDAD","CO","Public 2yr","2755357","717"
"137000","UNIVERSITY OF COLORADO-BOULDER","BOULDER","CO","Public 4yr","22359037","4931"
"137100","UNIVERSITY OF DENVER","DENVER","CO","Private 4yr","4514359","1007"
"137200","WESTERN STATE COLORADO UNIVERSITY","GUNNISON","CO","Public 4yr","2514731","573"
"137400","ALBERTUS MAGNUS COLLEGE","NEW HAVEN","CT","Private 4yr","3155047","771"
"137800","CENTRAL CONNECTICUT STATE UNIV","NEW BRITAIN","CT","Public 4yr","15251999","3676"
"137900","CONNECTICUT COLLEGE","NEW LONDON","CT","Private 4yr","1368968","298"
"138000","WESTERN CONNECTICUT STATE UNIV","DANBURY","CT","Public 4yr","7679401","1837"
"138500","FAIRFIELD UNIVERSITY","FAIRFIELD","CT","Private 4yr","2155444","483"
"138900","HOLY APOSTLES COLLEGE & SEMINARY","CROMWELL","CT","Private 4yr","172855","45"
"139200","MANCHESTER COMMUNITY COLLEGE","MANCHESTER","CT","Public 2yr","8509912","2768"
"139300","MITCHELL COLLEGE","NEW LONDON","CT","Private 4yr","1087206","252"
"139700","UNIVERSITY OF NEW HAVEN","WEST HAVEN","CT","Private 4yr","6195427","1444"
"139800","NORTHWESTERN CT COMMUNITY COLLEGE","WINSTED","CT","Public 2yr","1427163","448"
"139900","NORWALK COMMUNITY TECHNICAL COLLEGE","NORWALK","CT","Public 2yr","8394985","2546"
"140100","POST UNIVERSITY","WATERBURY","CT","Proprietary 4yr","25227639","8163"
"140200","QUINNIPIAC UNIVERSITY","HAMDEN","CT","Private 4yr","5111338","1179"
"140300","SACRED HEART UNIVERSITY - SAINT VINCENT'","FAIRFIELD","CT","Private 4yr","4286370","999"
"140304","SACRED HEART UNIVERSITY - SAINT VINCENT'","BRIDGEPORT","CT","Private 4yr","636017","192"
"140600","SOUTHERN CONNECTICUT STATE UNIV","NEW HAVEN","CT","Public 4yr","14425708","3262"
"140900","UNIVERSITY OF SAINT JOSEPH","WEST HARTFORD","CT","Private 4yr","1421816","333"
"141400","TRINITY COLLEGE","HARTFORD","CT","Private 4yr","1412706","324"
"141600","UNIVERSITY OF BRIDGEPORT","BRIDGEPORT","CT","Private 4yr","6745380","1616"
"141700","UNIVERSITY OF CONNECTICUT-STORRS","STORRS","CT","Public 4yr","29241196","6258"
"142200","UNIVERSITY OF HARTFORD","WEST HARTFORD","CT","Private 4yr","6460224","1470"
"142400","WESLEYAN UNIVERSITY","MIDDLETOWN","CT","Private 4yr","2699349","573"
"142500","EASTERN CONNECTICUT STATE UNIV","WILLIMANTIC","CT","Public 4yr","7194188","1666"
"142600","YALE UNIVERSITY","NEW HAVEN","CT","Private 4yr","4431552","924"
"142800","DELAWARE STATE UNIVERSITY","DOVER","DE","Public 4yr","10162582","2141"
"142900","GOLDEY BEACOM COLLEGE","WILMINGTON","DE","Private 4yr","1552752","336"
"143100","UNIVERSITY OF DELAWARE","NEWARK","DE","Public 4yr","12506550","2862"
"143300","WESLEY COLLEGE","DOVER","DE","Private 4yr","3600699","789"
"143400","AMERICAN UNIVERSITY","WASHINGTON","DC","Private 4yr","6179501","1381"
"143600","CAPITOL COLLEGE","LAUREL","MD","Private 4yr","741677","180"
"143700","CATHOLIC UNIVERSITY OF AMERICA","WASHINGTON","DC","Private 4yr","1862337","426"
"144100","UNIV OF THE DISTRICT OF COLUMBIA","WASHINGTON","DC","Public 4yr","7496658","2064"
"144300","GALLAUDET UNIVERSITY","WASHINGTON","DC","Private 4yr","3320614","673"
"144400","GEORGE WASHINGTON UNIVERSITY","WASHINGTON","DC","Private 4yr","7687773","1755"
"144500","GEORGETOWN UNIVERSITY","WASHINGTON","DC","Private 4yr","4525871","977"
"144800","HOWARD UNIVERSITY","WASHINGTON","DC","Private 4yr","13059884","2770"
"145900","STRAYER UNIVERSITY","WASHINGTON","DC","Proprietary 4yr","104108513","27807"
"146000","TRINITY COLLEGE","WASHINGTON","DC","Private 4yr","4745814","1091"
"146600","BARRY UNIVERSITY","MIAMI SHORES","FL","Private 4yr","8198562","1835"
"146700","BETHUNE COOKMAN UNIVERSITY","DAYTONA BEACH","FL","Private 4yr","16120541","3246"
"146800","ST THOMAS UNIVERSITY","MIAMI GARDENS","FL","Private 4yr","2947847","568"
"146900","FLORIDA INSTITUTE OF TECHNOLOGY","MELBOURNE","FL","Private 4yr","8719221","2193"
"147000","EASTERN FLORIDA STATE COLLEGE","COCOA","FL","Public 4yr","23694586","7029"
"147100","COLLEGE OF CENTRAL FLORIDA","OCALA","FL","Public 4yr","14622249","3958"
"147200","CHIPOLA COLLEGE","MARIANNA","FL","Public 4yr","3205204","814"
"147500","DAYTONA STATE COLLEGE","DAYTONA BEACH","FL","Public 4yr","23062980","6339"
"147700","FLORIDA SOUTHWESTERN STATE COLLEGE","FORT MYERS","FL","Public 4yr","25576394","6911"
"147800","EDWARD WATERS COLLEGE","JACKSONVILLE","FL","Private 4yr","4299753","847"
"147900","EMBRY-RIDDLE AERONAUTICAL UNIV","DAYTONA BEACH","FL","Private 4yr","22152166","6240"
"148000","FLORIDA A & M UNIVERSITY","TALLAHASSEE","FL","Public 4yr","27666892","5543"
"148100","FLORIDA ATLANTIC UNIVERSITY","BOCA RATON","FL","Public 4yr","48650810","11143"
"148200","FLORIDA COLLEGE","TEMPLE TERRACE","FL","Private 4yr","710147","174"
"148400","FLORIDA STATE COLLEGE AT JACKSONVILLE","JACKSONVILLE","FL","Public 4yr","32041875","9757"
"148500","FLORIDA KEYS COMMUNITY COLLEGE","KEY WEST","FL","Public 4yr","1263101","339"
"148600","FLORIDA MEMORIAL UNIVERSITY","MIAMI GARDENS","FL","Private 4yr","5392656","1065"
"148700","ECKERD COLLEGE","ST PETERSBURG","FL","Private 4yr","1731676","424"
"148800","FLORIDA SOUTHERN COLLEGE","LAKELAND","FL","Private 4yr","3071156","705"
"148900","FLORIDA STATE UNIVERSITY","TALLAHASSEE","FL","Public 4yr","48429857","10278"
"149000","GULF COAST STATE COLLEGE","PANAMA CITY","FL","Public 4yr","7110262","2102"
"149300","INDIAN RIVER STATE COLLEGE","FORT PIERCE","FL","Public 4yr","28434919","7725"
"149500","JACKSONVILLE UNIVERSITY","JACKSONVILLE","FL","Private 4yr","3939139","937"
"149700","JONES COLLEGE","JACKSONVILLE","FL","Private 4yr","8074","4"
"149900","ALTIERUS CAREER COLLEGE","TAMPA","FL","Private 4yr","8414646","1886"
"150000","BROWARD COLLEGE- DOWNTOWN CTR","FORT LAUDERDALE","FL","Public 4yr","76174368","23231"
"150100","FLORIDA GATEWAY COLLEGE","LAKE CITY","FL","Public 4yr","4609556","1312"
"150200","LAKE SUMTER COMMUNITY COLLEGE","LEESBURG","FL","Public 4yr","5924943","1728"
"150400","STATE COLLEGE OF FLORIDA, MANATEE-SARASO","BRADENTON","FL","Public 4yr","14115557","4064"
"150500","LYNN UNIVERSITY","BOCA RATON","FL","Private 4yr","2500499","528"
