"PELLID","Institution","State","Recipients","Awards"
"16416","Computer Learning Center","NJ","302","484235.10999999999"
"15918","Concorde School Of Hair Design","NJ","267","446699.26000000001"
"7106","County College Of Morris","NJ","780","1434754.5"
"2601","Cumberland County College","NJ","961","1862561"
"31973","Dental Studies Institute","NJ","24","43713.699999999997"
"9228","Devry Institute","NJ","1789","3293137.1600000001"
"15188","Divers Academy Of The Eastern Seaboard","NJ","56","74748"
"12346","Dover Business College","NJ","456","620505.54000000004"
"15719","Drake College Of Business","NJ","446","823191"
"2603","Drew University","NJ","230","525456"
"16176","Engine City Technical Institute","NJ","35","78010.440000000002"
"7107","Essex County College","NJ","3163","6924331.5"
"15969","European Academy Of Cosmetology","NJ","63","127525.39"
"2607","Fairleigh Dickinson University","NJ","1219","2786783"
"2610","Felician College","NJ","456","879005"
"8494","General Technical Institute","NJ","19","17525"
"2608","Georgian Court College","NJ","454","967537.40000000002"
"7507","Gibbs College","NJ","1472","2735758.9199999999"
"6901","Gloucester County College","NJ","1063","1853550.29"
"15455","Gloucester County Vocational Technical School District","NJ","5","9575"
"14575","Harris School Of Business","NJ","85","121029.84"
"15442","Harrison Career Institute","NJ","788","1206439.1499999999"
"25868","Harrison Career Institute","NJ","665","1131210.23"
"13618","Hohokus School","NJ","229","365980.75"
"6417","Holy Name Hospital School Of Nursing","NJ","22","50114"
"12954","Hudson County Community College","NJ","3068","6611834.25"
"15102","Joe Kubert School Of Cartoon & Graphic Art (The)","NJ","41","90625"
"2622","Kean University","NJ","2419","5449074.1600000001"
"7366","Lincoln Technical Institute","NJ","146","240139"
"7506","Lincoln Technical Institute","NJ","1298","2331943.2000000002"
"12461","Lincoln Technical Institute, Inc D/B/A Cittone Institute (The)","NJ","1511","2507570"
"2641","Mercer County Community College","NJ","1477","2652370"
"15680","Metropolitan Technical Institute","NJ","33","55116"
"31226","Micro Tech Training Center","NJ","120","221191.31"
"2615","Middlesex County College","NJ","2400","4561532.04"
"16753","Middlesex County Vocational & Technical High Schools","NJ","63","121165.3"
"5399","Monmouth County Vocational School District","NJ","51","98671"
"2616","Monmouth University","NJ","1049","2169389.8700000001"
"2617","Montclair State University","NJ","2510","5746428.5"
"15846","Morris County School Of Technology","NJ","1","3300"
"6420","Mountainside Hospital School Of Nursing","NJ","33","66024.339999999997"
"6421","Mrmc-Schools Of Nursing, Medical Imaging & Therapeutic Sciences","NJ","87","128056.67999999999"
"11708","Natural Motion Institute Of Hair Design","NJ","125","226884.14000000001"
"34245","New Community Workforce Development Center","NJ","241","318214"
"15709","New Horizons Institute Of Cosmetology (Aka) New Horizons Beauty School","NJ","220","408721"
"2613","New Jersey City University","NJ","2510","5675117.7800000003"
"2621","New Jersey Institute Of Technology","NJ","1330","3007696"
"2624","Ocean County College","NJ","1116","2055040.9199999999"
"16934","Ocean County Vocational - Technical Schools","NJ","83","124222.36"
"15683","Omega Institute","NJ","152","247615.19"
"7593","Parisian Beauty Academy","NJ","155","303063.84999999998"
"9994","Passaic County Community College","NJ","2604","4110457"
"10629","Pb Cosmetology Education Centre","NJ","86","136210.20999999999"
"14877","Pennco Tech","NJ","245","441892"
"2627","Princeton University","NJ","321","709350"
"30775","Rabbi Jacob Joseph School","NJ","11","32900"
"8609","Rabbinical College Of America","NJ","91","270275"
"9344","Ramapo College Of New Jersey","NJ","867","1927554.53"
"7731","Raritan Valley Community College","NJ","513","999498"
"12090","Reignbow Beauty Academy","NJ","123","210304.84"
"16935","Reignbow Hair Fashion Institute","NJ","98","151490.31"
"13129","Rets Institute","NJ","334","562793.44999999995"
"9345","Richard Stockton College Of New Jersey","NJ","1445","3119882"
"2628","Rider University","NJ","843","1790823.3999999999"
"10903","Rizzieri Institute","NJ","17","35525"
"13590","Roman Academy Of Beauty Culture","NJ","64","104112.48"
"2609","Rowan University","NJ","1764","3817427.6699999999"
"2629","Rutgers The State University Of New Jersey Central Office","NJ","9410","21529847.02"
"5461","Salem Community College","NJ","287","516186.90000000002"
"2632","Seton Hall University","NJ","1130","2601591.0699999998"
"15759","Shore Beauty School","NJ","46","100777"
"14074","Somerset County Technical Institute","NJ","22","34944"
"6429","St Francis Medical Center","NJ","3","7400"
"2638","St Peters College","NJ","1110","2611994"
"25869","Star Technical Institute","NJ","435","735902.39000000001"
"31873","Stenotech Career Institute","NJ","18","34440"
"2639","Stevens Institute Of Technology","NJ","367","813892"
"7362","Stuart School Of Business Administration (The)","NJ","66","107153"
"25688","Sussex County Community College","NJ","399","622119.30000000005"
"11989","Talmudical Academy Of Central New Jersey","NJ","10","32400"
"5452","Teterboro School Of Aeronautics","NJ","100","235342"
"11648","Thomas A Edison State College","NJ","324","458456.39000000001"
"2643","Union County College","NJ","2477","4796169.4800000004"
"13645","University Of Medicine And Dentistry Of New Jersey","NJ","35","78652"
"16857","Warren County Community College","NJ","136","235099"
"2625","William Paterson University Of New Jersey","NJ","1805","3861658.1400000001"
"31261","Worldwide Educational Services","NJ","197","205581"
"33013","Worldwide Educational Services","NJ","177","160975"
"16865","Albuquerque Barber College","NM","13","32550"
"4742","Albuquerque Technical Vocational Institute","NM","5029","7070638"
"4743","Clovis Community College","NM","1410","2526493.27"
"2649","College Of Santa Fe","NM","352","712380.04000000004"
"13935","College Of The Southwest","NM","374","688676"
"16119","Crownpoint Institute Of Technology","NM","202","453830"
"10632","Dewolff College Of Hairstyling And Cosmetology","NM","133","247984.53"
"2651","Eastern New Mexico University","NM","3073","6662850.1900000004"
"30147","Eddy County Beauty College","NM","48","92018.559999999998"
"15410","El Paso-Business Skills Institute-","NM","296","513362"
"14152","Institute Of American Indian And Alaska National Culture And Arts Dev","NM","95","184462"
"30293","International Institute Of Chinese Medicine","NM","5","5625"
"9962","Luna Community College","NM","383","792894.95999999996"
"32063","Mesalands Community College","NM","201","409054.23999999999"
"30993","Metropolitan College Of Court Reporting","NM","205","357798"
"2653","New Mexico Highlands University","NM","1063","2467028.5499999998"
"2654","New Mexico Institute Of Mining & Technology","NM","346","781015.84999999998"
"2655","New Mexico Junior College","NM","1064","2174949"
"2656","New Mexico Military Institute","NM","113","261388.28"
"2657","New Mexico State University","NM","7162","15595187.42"
"5286","Northern New Mexico Community College","NM","703","1425289"
"13005","Olympian University Of Cosmetology","NM","60","133273"
"32973","Roswell Beauty College Of Cosmetology Arts & Sciences","NM","103","227529"
"2093","Saint John'S College","NM","123","254807.51999999999"
"2660","San Juan College","NM","1413","2850389.6699999999"
"16065","Santa Fe Community College","NM","729","1371672"
"31282","Southwest Health Career Institute","NM","142","250109.22"
"11185","Southwestern Indian Polytechnic Institute","NM","475","670129"
"34303","Universal Therapeutic Massage Institute","NM","101","117217.98"
"2663","University Of New Mexico","NM","7749","16821452"
"2664","Western New Mexico State University","NM","1049","2402690"
"13232","Academy Of Hair Design","NV","84","137359"
"31100","Academy Of Medical And Business Careers","NV","716","1313194"
"33603","Academy Of Medical And Business Careers","NV","127","282337.51000000001"
"30846","Art Institute Of Las Vegas (The)","NV","121","232646.20000000001"
"26215","Career College Of Northern Nevada","NV","332","509219"
"30882","Carson City Beauty Academy","NV","49","99427"
"10362","Community College Of Southern Nevada","NV","4064","6773259.0499999998"
"34745","Dahan Institute Of Massage Studies","NV","183","417217.5"
"6977","Great Basin College","NV","376","614753.90000000002"
"30432","Heritage College","NV","406","836934.81000000006"
"15804","Las Vegas College","NV","573","875401"
"7367","Marinello Schools Of Beauty","NV","137","223295"
"9948","Morrison University","NV","40","53536.730000000003"
"31197","Nevada Institute Of Technology","NV","33","38247"
"9192","Sierra Nevada College","NV","167","304155"
"14291","Southern Nevada University Of Cosmetology","NV","93","178408.76000000001"
"10363","Truckee Meadows Community College","NV","1170","1775785.97"
"2569","University Of Nevada - Las Vegas","NV","2953","6044421.75"
"2568","University Of Nevada - Reno","NV","1312","2626186"
"13896","Western Nevada Community College","NV","616","915008.06000000006"
"16277","A Business Career Institute","NY","194","192773.79999999999"
"2666","Adelphi University","NY","765","1647846"
"31037","Adirondack Beauty School","NY","22","55879"
"2885","Albany College Of Pharmacy","NY","137","297519"
"15936","Albany Schoharie Schenectady Saratoga Boces Practical Nursing Program","NY","33","79191.800000000003"
"2668","Alfred University","NY","622","1284472"
"33583","Allen School","NY","711","1239353"
"15038","Alvin Ailey American Dance Center","NY","27","45935.5"
"10813","American Academy Mcallister Institute","NY","97","204450"
"7465","American Academy Of Dramatic Arts","NY","61","147190"
"33424","American Barber Institute","NY","100","173332"
"30310","American Center For Career Training","NY","403","635431.75"
"16082","American Musical & Dramatic Academy","NY","153","305028.39000000001"
"7518","Apex Technical School","NY","1022","1863688.97"
"6435","Arnot Ogden Medical Center - School Of Radiologic Technology","NY","31","55604"
"30955","Asa Institute Of Business And Computer Technology","NY","1962","4434340.4900000002"
"11208","Associated Beth Rivkah Schools","NY","70","215575"
"9769","Audrey Cohen College","NY","1054","2472149.8300000001"
"7372","Austin Beauty School","NY","78","105804"
"2671","Bard College","NY","248","557106"
"2708","Barnard College","NY","414","1048073"
"7391","Beauty School Of Middletown","NY","93","172918"
"11830","Berk Trade & Business School","NY","43","66305"
"7421","Berkeley College","NY","307","608769"
"8556","Berkeley College Of New York City","NY","1269","2591976.8999999999"
"11192","Beth Hamedrash Shaarei Yosher Institute","NY","68","219750"
"11922","Beth Hatalmud Rabbinical College","NY","61","191300"
"14928","Boces Rensselaer School Of Practical Nursing","NY","71","186875"
"13029","Boricua College","NY","1327","3215372"
"14662","Bramson Ort College Main Campus-01","NY","892","1823659"
"14099","Briarcliffe College","NY","932","1705439"
"2862","Broome Community College","NY","2309","4034913.8300000001"
"14498","Broome Delaware Tioga Boces Program Of Practical Nursing","NY","18","24742"
"2678","Bryant & Stratton Business Institute","NY","1011","2042875"
"12470","Bryant & Stratton Business Institute - Rochester","NY","574","998023.21999999997"
"8276","Bryant & Stratton Business Institute - Syracuse-","NY","601","1137813.1599999999"
"4749","Bryant & Stratton Business Institute-Albany","NY","275","544084.46999999997"
"15838","Buffalo Vocational Technical Center","NY","45","86127"
"17271","Business Informatics Center","NY","109","230895.20000000001"
"31724","Caliber Training Institute","NY","811","1311386"
"2681","Canisius College","NY","844","1743818"
"14122","Capri School Of Hair Design","NY","55","85256.679999999993"
"14648","Cattaraugus/Allegany/Erie/Wyoming Boces","NY","47","82214"
"2861","Cayuga County Community College - Suny Office Of Community College","NY","971","1704381.5"
"14996","Cayuga Onondaga Boces Practical Nursing Program","NY","12","31208"
"2685","Cazenovia College","NY","351","788872.43000000005"
"4776","Central Yeshiva Tomchei Tmimim Lubavitz","NY","355","1091700"
"15050","Champlain Valley Educational Services","NY","23","50916"
"30962","Charles Stuart School","NY","11","22835.07"
"15345","Cheryl Fell'S School Of Business","NY","34","63063"
"34264","Chubb Institute (The)","NY","285","268147.63"
"14760","Circle In The Square Theatre School","NY","11","22200"
"2686","City University Of New York Central Office","NY","81648","182059247.52000001"
"2699","Clarkson University","NY","649","1357514.8400000001"
"6787","Clinton Community College","NY","734","1238735.0600000001"
"6443","Cochran School Of Nursing Andrus Pavilion St. John'S Riverside Hosp.","NY","49","98344"
"2701","Colgate University","NY","278","609031"
"2665","College Of Aeronautics","NY","772","1682884.1100000001"
"2703","College Of Mount Saint Vincent","NY","596","1444794"
"2704","College Of New Rochelle (The)","NY","5027","11820077.25"
"2705","College Of St Rose","NY","752","1543095.03"
"34513","Columbia Green Beauty School","NY","28","56500"
"2707","Columbia University In The City Of New York","NY","978","2267865"
"30897","Computer Career Center","NY","696","1145605.1299999999"
"7573","Concord Beauty School","NY","229","441624"
"2709","Concordia College","NY","147","330658.69"
"7522","Continental School Of Beauty Culture","NY","380","555546.83999999997"
"26170","Continental School Of Beauty Culture","NY","118","184443.14000000001"
"2710","Cooper Union For The Advancement Of Science & Art (The)","NY","151","378062"
"15404","Cope Institute","NY","227","443035"
"2711","Cornell University","NY","2327","5372602"
"2863","Corning Community College - Suny Office Of Community Colleges","NY","1504","2546300"
"6445","Crouse  Hospital School Of Nursing","NY","72","133371"
"33803","Culinary Academy Of Long Island","NY","73","131045.21000000001"
"7304","Culinary Institute Of America","NY","665","1462289.5800000001"
"11614","Cvph Medical Center","NY","6","13600"
"2808","Daemen College","NY","518","1114501"
"14887","Dance Theatre Of Harlem","NY","3","8600"
"15131","Darkei Noam Rabbinical College","NY","18","56088"
"30816","Delaware Chenango Madison Otsego Boces","NY","65","117547.61"
"2713","Dominican College Of Blauvelt","NY","289","566652"
"2667","Dowling College","NY","877","1810607.22"
"11915","Drake Business School","NY","91","126763.32000000001"
"11916","Drake Business School","NY","296","466889.56"
"11917","Drake School Of Manhattan","NY","715","1147634.1100000001"
"11918","Drake School Of The Bronx","NY","782","1350833.3300000001"
"14530","Dutchess Boces School Of Practical Nursing","NY","46","84696"
"2864","Dutchess Community College","NY","1181","1971033.2"
"2712","D'Youville College","NY","357","745797"
"15375","Eastern Suffolk Boces","NY","95","169394"
"15891","Ellis Hospital School Of Nursing","NY","27","50920"
"9043","Elmira Business Institute","NY","378","561581.27000000002"
"2718","Elmira College","NY","390","742637.80000000005"
"12557","Erie 1 Board Of Cooperative Educational Services","NY","69","145958"
"15777","Erie 2 - Chautauqua - Cattaraugus Boces","NY","55","122472.2"
"10684","Erie Community College","NY","1762","3571810"
"2865","Erie Community College - North Campus","NY","1786","3331013"
"12427","Erie Community College South Campus","NY","957","1762277"
"2866","Fashion Institute Of Technology","NY","1884","4293004"
"5066","Faxton-St.Luke'S School Of Radiography","NY","14","34300"
"16507","Fegs Trades & Business School","NY","23","37933.5"
"7532","Finger Lakes Community College","NY","1342","2407253"
"12561","Five Towns College","NY","342","692896"
"2722","Fordham University","NY","1469","3519597.0600000001"
"33283","Franklin Career Institute","NY","147","291492"
"25754","French Culinary Institute","NY","64","71149.509999999995"
"34044","Gamla College","NY","363","742005"
"6782","Genesee Community College","NY","1589","2918255.6899999999"
"31153","Genesee-Livingston-Steuben-Wyoming Boces","NY","20","43925"
"15992","Global Business Institute","NY","705","1214460.8899999999"
"17010","Globe Institute Of Technology","NY","663","1500522.03"
"32083","Grace Institute Of Business Technology","NY","408","752972.88"
"14628","Hair Design Institute At Fifth Avenue","NY","100","175457.94"
"14654","Hamilton - Fulton - Montgomery Boces","NY","21","32449"
"2728","Hamilton College","NY","261","592105"
"2729","Hartwick College","NY","335","733818"
"15395","Helene Fuld Ccllege Of Nursing North General Hospital","NY","126","119702"
"14517","Herkimer County Boces Practical Nursing Program","NY","39","80998"
"2735","Hilbert College","NY","359","725858"
"2731","Hobart And William Smith Colleges","NY","433","994402"
"2732","Hofstra University","NY","2252","5028114.5"
"2734","Houghton College","NY","433","859709"
"2868","Hudson Valley Community College","NY","2434","4288107"
"15599","Hunter Business School","NY","162","309254"
"16195","Institute Of Audio Research","NY","199","244932.10999999999"
"12107","Institute Of Design And Construction","NY","77","150463.04999999999"
"8435","Interboro Institute","NY","1718","3238267.5"
"2737","Iona College","NY","913","1952749.8"
"7375","Island Drafting & Technical Institute","NY","134","271651.41999999998"
"2739","Ithaca College","NY","1041","2250192"
"8495","Jamestown Business College","NY","309","547325"
"2869","Jamestown Community College","NY","1466","2621520.5"
"2870","Jefferson Community College","NY","1580","2694659.0899999999"
"10052","Jefferson Lewis Boces Program Of Practical Nursing","NY","38","79675"
"15466","Joffrey Ballet School, American Ballet Center","NY","9","17283"
"9578","Jon Louis School Of Beauty","NY","176","307874.31"
"2742","Juilliard School (The)","NY","101","248513"
"7398","Katharine Gibbs School (The)","NY","3407","7200279"
"11647","Katharine Gibbs School (The)","NY","877","1680495"
"10549","Kehilath Yakov Rabbinical Seminary","NY","81","260550"
"2744","Keuka College","NY","407","862443.91000000003"
"15921","Kol Yaakov Torah Center","NY","9","24075"
"7466","Laboratory Institute Of Merchandising","NY","87","189550"
"2748","Le Moyne College","NY","679","1461270"
"7387","Learning Institute For Beauty Sciences","NY","116","223061.07000000001"
"7388","Learning Institute For Beauty Sciences","NY","104","162679"
"9284","Learning Institute For Beauty Sciences","NY","46","86003.179999999993"
"15331","Learning Institutes For Beauty Sciences","NY","460","843794"
"34335","Lia Schorr Institute Of Cosmetic Skin Care Training","NY","9","7449"
"14514","Long Island Business Institute","NY","358","501470"
"14321","Long Island College Hospital - School Of Nursing","NY","45","67506"
"2751","Long Island University","NY","6382","14759958.029999999"
"13026","Machzikei Hadath Rabbinical College","NY","102","312025"
"14890","Madison Oneida Boces Practical Nursing Program","NY","123","156126"
"7401","Mandl School","NY","806","1522137"
"2758","Manhattan College","NY","768","1843860.5"
"31933","Manhattan School Of Computer Technology","NY","233","458013"
"2759","Manhattan School Of Music","NY","84","215562"
"2760","Manhattanville College","NY","374","890741.5"
"2763","Maria College","NY","277","479457.64000000001"
"15230","Marion S Whelan School Of Practical Nursing Of Geneva General Hospital","NY","7","13916"
"2765","Marist College","NY","845","1723379.1699999999"
"15538","Marjon School Of Beauty Culture, Ltd.","NY","60","146050"
"2768","Marymount College","NY","347","790894"
"2769","Marymount Manhattan College","NY","720","1550415.24"
"2777","Medaille College","NY","495","952698.71999999997"
"12203","Memorial Hospital School Of Nursing","NY","24","48491"
"14886","Merce Cunningham Studio","NY","6","11202"
"2772","Mercy College","NY","3892","8356071.4500000002"
"31814","Merkaz Bnos","NY","310","700690"
"9335","Mesivta Of Eastern Parkway Rabbinical Seminary","NY","17","45662"
"7264","Mesivta Torah Vodaath Rabbinical Seminary","NY","51","140700"
"3974","Mesivtha Tifereth Jerusalem Of America","NY","6","17187"
"9283","Midway Paris Beauty School","NY","81","161059"
"15332","Mildred Elley","NY","800","1456563.6200000001"
"4798","Mirrer Yeshiva Central Institute","NY","96","277875"
"16723","Modern Welding School, Inc","NY","72","157353"
"2775","Molloy College","NY","636","1254088.8899999999"
"4799","Monroe College","NY","5226","11554034.93"
"2872","Monroe Community College","NY","4661","8987423.2599999998"
"14591","Montefiore Medical Center School Of Radiology Therapy Technology","NY","2","6600"
"2778","Mount Saint Mary College","NY","502","1080667"
"2873","Nassau Community College","NY","4895","9720659.8599999994"
"2779","Nazareth College Of Rochester","NY","483","1037944.1"
"9029","Neighborhood Playhouse School Of The Theatre (The)","NY","9","27750"
"21822","New School Of Radio And Television","NY","45","71448"
"2780","New School University","NY","1012","2355611.7799999998"
"35373","New York Automotive & Diesel Institute","NY","16","29775"
"31843","New York Beauty School","NY","13","29025"
"14576","New York Career Institute","NY","458","701191"
"25994","New York College For Wholistic Health Education & Research -","NY","196","378820"
"16463","New York Institute Of Business Technology","NY","571","934423"
"32033","New York Institute Of Massage","NY","97","163699.42000000001"
"2782","New York Institute Of Technology","NY","1672","3660890.9100000001"
"30885","New York International Beauty School","NY","219","408852"
"31111","New York Paralegal School","NY","121","132190.59"
"17163","New York Restaurant School (The)","NY","1148","1954077"
"10551","New York School For Medical & Dental Assistants","NY","396","782501.80000000005"
"13606","New York School Of Interior Design","NY","33","53680"
"5072","New York United Hospital School Of Radiology","NY","1","3300"
"2785","New York University","NY","3306","7183654.8899999997"
"24543","New York University School Of Medicine","NY","11","29800"
"2874","Niagara County Community College","NY","1804","3321825"
"2788","Niagara University","NY","610","1262698.4399999999"
"7111","North Country Community College","NY","659","1317744"
"16374","Northern Westchester School Of Hairdressing & Cosmetology","NY","33","62495"
"2790","Nyack College-Rockland Campus","NY","994","2220187.5"
"11984","Ohr Hameir Theological Seminary","NY","38","99175"
"9003","Olean Business Institute","NY","90","171023.85000000001"
"2875","Onondaga Community College","NY","2147","3953276"
"12652","Onondaga Cortland Madison Boces","NY","95","213000.89999999999"
"2876","Orange County Community College","NY","1135","1984274.79"
"14888","Orange Ulster Boces School Of Practical Nursing","NY","23","40781"
"25876","Orlo School Of Hair Design & Cosmetology (The)","NY","47","100750"
"12783","Oswego County Boces Adult Careers Center","NY","62","108743.67999999999"
"12387","Otsego Area School Of Practical Nursing","NY","20","54125"
"2791","Pace University","NY","3039","7148307"
"2795","Paul Smith'S College Of Arts & Sciences","NY","358","754345"
"6438","Phillips Beth Israel School Of Nursing","NY","30","49714"
"12072","Phillips Hairstyling Institute","NY","106","195988.76000000001"
"12358","Plaza Business Institute","NY","1063","1998585"
"2796","Polytechnic University","NY","962","2473861.6499999999"
"15291","Practical Bible College","NY","154","334320.5"
"2798","Pratt Institute","NY","832","1903444"
"16297","Professional Business Institute","NY","1140","1933945"
"13244","Putnam-Westchester Boces","NY","26","44550"
"3976","Rabbinical Academy Mesivta Rabbi Chaim Berlin","NY","45","123200"
"10943","Rabbinical College Beth Shraga","NY","15","40625"
"8614","Rabbinical College Bobover Yeshiva Bnei Zion","NY","173","546000"
"3977","Rabbinical College Ch'San Sofer Of New York","NY","65","210600"
"10378","Rabbinical College Of Long Island","NY","25","72250"
"31292","Rabbinical College Of Ohr Shimon Yisroel","NY","123","395400"
"26229","Rabbinical College Of Yeshiva And Kolel Bais Medrosh Elyon Association","NY","18","54791"
"8617","Rabbinical Seminary Mkor Chaim","NY","13","38400"
"11710","Rabbinical Seminary Of Adas Yereim","NY","62","203300"
"3978","Rabbinical Seminary Of America","NY","59","143675"
"2803","Rensselaer Polytechnic Institute","NY","970","2076128"
"14287","Ridley-Lowell School Of Business","NY","255","388610"
"2805","Roberts Wesleyan College","NY","455","882672"
"4811","Rochester Business Institute","NY","1343","2500104.0499999998"
"15201","Rochester General Hospital","NY","63","119266"
"2806","Rochester Institute Of Technology","NY","2603","5490895.4800000004"
"2877","Rockland Community College","NY","1238","2374428.8199999998"
"16038","Rockland County Boces Practical Nursing School","NY","37","62997"
"2810","Sage Colleges","NY","744","1550940.3999999999"
"6461","Saint Elizabeth Medical Center","NY","84","184350"
"5064","Saint James Mercy Hospital School Of Radiologic Sciences","NY","8","18431.450000000001"
"2823","Saint John'S University","NY","4822","11442597.380000001"
"2702","Saint John'S University - Manhattan Campus","NY","43","100450"
"2825","Saint Joseph'S College","NY","920","1841459.3500000001"
"6467","Saint Joseph'S Hospital Health Center School Of Nursing","NY","74","128875"
"15513","Saint Lawrence Lewis County Boces","NY","45","76290.529999999999"
"2829","Saint Lawrence University","NY","418","924340"
"2832","Saint Thomas Aquinas College","NY","379","826325"
"12364","Saint Vincents Catholic Medical Centers Of New York Bklyn &Qns. Region","NY","37","77905"
"9479","Saint Vincents Catholic Medical Centers Of New York-Staten Isl Region","NY","16","23123"
"9248","Samaritan Hospital School Of Nursing","NY","41","73176"
"2813","Sarah Lawrence College","NY","136","299948"
"6785","Schenectady County Community College","NY","1413","2323504.3199999998"
"31207","School For Film & Television (The)","NY","19","37696.010000000002"
"7468","School Of Visual Arts","NY","763","1758181"
"12407","Schuyler Chemung Tioga Boces","NY","29","64698.760000000002"
"17121","Seminar L'Moros Bais Yaakov","NY","174","457351"
"26166","Shear Ego International School Of Hair Design","NY","46","70818.059999999998"
"11076","Shor Yoshuv Rabbinical College","NY","15","41800"
"2816","Siena College","NY","570","1172346.0600000001"
"10837","Simmons Institute Of Funeral Service","NY","24","28280"
"2814","Skidmore College","NY","306","697003"
"10641","Southern Westchester Boces","NY","32","88275"
"16734","Spanish American Institute","NY","238","284650"
"15346","Spencer Business & Technical Institute","NY","18","14855"
"2817","St Bonaventure University","NY","465","989241.71999999997"
"17172","St Elizabeth Hospital School Of Radiography","NY","5","14450"
"2820","St Francis College","NY","788","1727180.5"
"2821","St John Fisher College","NY","656","1297021.8100000001"
"8788","State University Of New York Central Office","NY","49813","110295566.66"
"21039","Steuben-Alleghany Boces School Of Practical Nursing","NY","28","71614"
"31693","Studio Jewelers","NY","4","7104"
"10930","Suburban Technical School","NY","125","258060"
"2878","Suffolk County Community College","NY","4165","7341465.0499999998"
"31049","Sullivan County Board Of Cooperative Educational Services (Boces)","NY","17","40191"
"2879","Sullivan County Community College","NY","908","1906032.3899999999"
"2860","Suny Adirondack Community College","NY","1026","1853018.4099999999"
"6789","Suny Columbia-Greene Community College","NY","695","1309273"
"2867","Suny Fulton-Montgomery Community College","NY","938","1749221.8899999999"
"4788","Suny Herkimer County Community College","NY","1308","2522564.5"
"2880","Suny Ulster County Community College","NY","841","1562255.72"
"2881","Suny Westchester Community College","NY","2103","3837652.5800000001"
"2871","Suny,Mohawk Valley Community College","NY","2243","4113053"
"16904","Swedish Institute","NY","184","366756.34000000003"
"14725","Syracuse Central Technical Vocational Center","NY","36","78089"
"2882","Syracuse University","NY","2445","5459197.3700000001"
"14614","Talmudical Institute Of Upstate New York","NY","7","17513"
"12011","Talmudical Seminary Oholei Torah","NY","208","647962"
"17203","Taylor Business Institute","NY","727","1436972.1799999999"
"11031","Technical Career Institutes","NY","5031","10469550"
"6788","Tompkins Cortland Community College","NY","1209","2203379.48"
"15485","Torah Temimah Talmudical Seminary","NY","55","168350"
"10142","Touro College","NY","4814","10353316"
"7790","Triple Cities School Of Beauty Culture","NY","65","162565"
"2812","Trocaire College","NY","527","1109263"
"7904","Troy School Of Beauty Culture","NY","40","107320"
"14773","Ulster County Boces School Of Practical Nursing","NY","43","97363.970000000001"
"26149","Ultrasound Diagnostic School","NY","695","1232617"
"2889","Union College","NY","340","768414.90000000002"
"11189","United Talmudical Seminary","NY","1439","4655650"
"2894","University Of Rochester","NY","781","1774936.5"
"2883","Utica College- Utica","NY","911","2055262.8100000001"
"9077","Utica School Of Commerce","NY","414","705915"
"2895","Vassar College","NY","299","664636"
"12293","Veeb Nassau County School Of Practical Nursing","NY","133","315445.09999999998"
"2896","Villa Maria College Of Buffalo","NY","183","352237"
"2898","Wadhams Hall","NY","10","26300"
"2899","Wagner College","NY","299","683320.19999999995"
"15204","Washington Saratoga Warren Hamilton Essex Boces","NY","81","153795"
"15088","Wayne - Finger Lakes Boces","NY","27","55052"
"2901","Wells College","NY","183","391280.32000000001"
"5208","Westchester Business Institute","NY","724","1422913"
"11921","Westchester School Of Beauty Culture","NY","25","61373"
"10147","Western Suffolk Boces","NY","63","89610"
"33615","Willsey Institute","NY","134","267493"
"7405","Wood/Tobe - Coburn School","NY","437","1064096.0900000001"
"11859","Word Of Life Bible Institute","NY","201","395474.90000000002"
"16674","Yeshiva And Kollel Harbotzas Torah","NY","21","64250"
"15993","Yeshiva Derech Chaim","NY","46","138325"
"30001","Yeshiva Gedolah Imrei Yosef D'Spinka","NY","64","206350"
"11997","Yeshiva Karlin Stolin","NY","42","116025"
"11670","Yeshiva Of Nitra Rabbinical College -","NY","169","535275"
"17197","Yeshiva Of The Telshe Alumni","NY","23","65671"
"14812","Yeshiva Shaar Hatorah","NY","8","23300"
"34963","Yeshiva Shaarei Torah Of Rockland","NY","1","3300"
"2903","Yeshiva University","NY","421","982849"
"31271","Yeshivas Novominsk","NY","24","70885"
"14615","Yeshivat Mikdash Melech","NY","21","46825"
"13027","Yeshivath Viznitz","NY","246","800625"
"11821","Yeshivath Zichron Moshe","NY","54","153549"
"15150","Academy Of Court Reporting","OH","1179","1749076.02"
"12967","Adult Center For Education","OH","76","154370"
"16262","Adult Vocational Services, Akron Public Schools","OH","56","111532"
"5127","Aec Southern Ohio College","OH","1641","2645873"
"26162","Aec Southern Ohio College","OH","223","355899.45000000001"
"13973","Akron Institute","OH","189","301937.40999999997"
"16635","Akron Machining Institute","OH","107","183622.39999999999"
"8194","Akron School Of Practical Nursing","OH","34","88400"
"34573","Allegheny Wesleyan College","OH","30","61957"
"30151","Alliance High School Community Services Division","OH","58","113642"
"16473","American School Of Technology","OH","492","494603.21999999997"
"3010","Antioch College","OH","445","779253"
"12891","Antonelli College","OH","955","1686408.1200000001"
"17290","Apollo Career Center","OH","57","78575"
"3011","Art Academy Of Cincinnati","OH","51","105561"
"14804","Art Institute Of Cincinnati (The)","OH","16","27415"
"31170","Ashland County - West Holmes Career Center - Adult Education","OH","34","54687"
"3012","Ashland University","OH","642","1217933"
"15449","Ashtabula County Joint Vocational School Adult Education","OH","112","174022.39999999999"
