"PELLID","Institution","State","Recipients","Awards"
"1610","University Of Hawaii At Manoa","HI","2412","5200272.2599999998"
"14315","University Of Hawaii West Oahu","HI","169","357892.06"
"10390","Windward Community College","HI","433","721794.42000000004"
"30691","Allen College","IA","60","125615"
"13972","American College Of Hairstyling-Cedar Rapids","IA","18","27092"
"7658","American College Of Hairstyling-Des Moines","IA","29","61146.709999999999"
"3963","American Institute Of Business","IA","312","530854.5"
"1846","Briar Cliff University","IA","338","694738"
"1847","Buena Vista University","IA","1173","2171298"
"7588","Capri College","IA","76","142047"
"7717","Capri College","IA","92","201575"
"14390","Capri College","IA","65","141355"
"1850","Central College","IA","367","738362"
"1852","Clarke College","IA","281","538180"
"1854","Coe College","IA","323","677457.82999999996"
"7941","College Of Hair Design","IA","33","70015"
"1856","Cornell College","IA","243","459224.92999999999"
"17304","Davenport Barber Styling College","IA","31","81981.699999999997"
"4589","Des Moines Area Community College","IA","2774","4713670"
"15616","Des Moines University - Osteopathic Medical Center","IA","10","25250"
"1858","Divine Word College","IA","59","180075"
"1859","Dordt College","IA","430","840644"
"1860","Drake University","IA","571","1157130"
"4075","Eastern Iowa Community College District","IA","2007","3574953.3999999999"
"1862","Ellsworth Community College","IA","408","792349.71999999997"
"16487","Emmaus Bible College","IA","96","217693"
"7611","Eq School Of Hair Design","IA","42","90199"
"7121","Faith Baptist Bible College & Theological Seminary","IA","145","263358.20000000001"
"15973","Faust Institute Of Cosmetology","IA","49","108060"
"1866","Graceland College","IA","459","972055"
"1867","Grand View College","IA","441","839401.58999999997"
"1868","Grinnell College","IA","156","346675"
"4220","Hamilton College","IA","1150","1868718.1100000001"
"12064","Hamilton Technical College","IA","412","825867"
"4595","Hawkeye Community College","IA","1594","2866302.0600000001"
"8298","Indian Hills Community College","IA","1432","2735697.25"
"4597","Iowa Central Community College","IA","1203","2462851"
"1864","Iowa Lakes Community College","IA","937","1837060.8999999999"
"6267","Iowa Methodist Medical Center Schools","IA","2","3500"
"15139","Iowa School Of Beauty","IA","61","100614"
"16306","Iowa School Of Beauty","IA","46","103194"
"16513","Iowa School Of Beauty","IA","24","43979"
"1869","Iowa State University Of Science & Technology","IA","4841","9789812.4199999999"
"1871","Iowa Wesleyan College","IA","323","587713"
"4598","Iowa Western Community College - Council Bluffs","IA","1061","1865822"
"4586","Kaplan College","IA","484","712781.79000000004"
"4076","Kirkwood Community College","IA","3138","5617203.6500000004"
"8424","La' James College Of Hairstyling","IA","50","106718.35000000001"
"9593","La James College Of Hairstyling","IA","69","145820.66"
"16045","La' James College Of Hairstyling - Des Moines","IA","81","159270.44"
"15133","La' James College Of Hairstyling-Davenport","IA","47","88800.669999999998"
"7659","La'James College Of Hairstyling","IA","85","162798"
"13006","La'James College Of Hairstyling","IA","59","116704.28"
"1873","Loras College","IA","370","690607"
"1874","Luther College","IA","470","896556"
"11113","Maharishi University Of Management","IA","97","204939"
"1875","Marshalltown Community College","IA","480","898692.64000000001"
"1876","Marycrest International University","IA","175","375442"
"6273","Mercy College Of Health Sciences","IA","137","250398"
"1879","Morningside College","IA","346","652870.25"
"1880","Mount Mercy College","IA","313","605605.5"
"1881","Mount Saint Clare College","IA","175","365223"
"1877","North Iowa Area Community College","IA","839","1534647.01"
"4587","Northeast Iowa Community College","IA","1474","2697633"
"1883","Northwestern College","IA","429","806136"
"4600","Nw Iowa Community College","IA","245","421533"
"12300","Palmer College Of Chiropractic","IA","74","140477.63"
"15245","Professional Cosmetology Institute","IA","30","60142"
"1887","Simpson College","IA","439","831904.40000000002"
"4603","Southeastern Community College","IA","1019","1856274.96"
"1857","Southwestern Community College","IA","585","1113246"
"1889","St Ambrose University","IA","513","958755"
"14918","St Lukes Methodist Hospital School Of Radiologic Technology","IA","8","15450"
"7291","St. Lukes College Of Nursing & Health Sciences","IA","41","85033.570000000007"
"1891","University Of Dubuque","IA","313","636822"
"1892","University Of Iowa","IA","3096","5866141.5300000003"
"1890","University Of Northern Iowa","IA","2831","5512806.5899999999"
"1893","Upper Iowa University","IA","1212","2031061"
"26092","Vatterott College","IA","156","289739"
"1894","Vennard College","IA","55","110984.5"
"1895","Waldorf College","IA","182","335090"
"1896","Wartburg College","IA","401","771853"
"4590","Western Iowa Tech Community College","IA","1453","2586962"
"1900","William Penn University","IA","559","1053112.75"
"1617","Albertson College Of Idaho","ID","191","423168"
"15667","American Institute Of Health Technology","ID","201","375718.38"
"15783","Boise Bible College","ID","53","99474.850000000006"
"1616","Boise State University","ID","4358","8355073.1200000001"
"1625","Brigham Young University - Idaho","ID","3117","6414052.21"
"15617","Career Beauty College","ID","50","98609.089999999997"
"1619","College Of Southern Idaho","ID","2279","3767237.0899999999"
"16251","Continental College Of Beauty & Barber Stylg","ID","68","133824.53"
"11133","Eastern Idaho Technical College","ID","294","617533.90000000002"
"31484","Gem State College","ID","5","4268"
"16433","Headmasters School Of Hair Design","ID","78","163693.53"
"16668","Headmasters School Of Hair Design","ID","41","104896"
"1620","Idaho State University","ID","5365","11252028.810000001"
"1621","Lewis-Clark State College","ID","1086","2347260"
"9873","Mr. Juan'S College Of Hair Design","ID","40","102180.85000000001"
"16054","Mr. Leon'S School Of Hair Design","ID","88","248651.76999999999"
"26071","New Images Academy","ID","111","238316"
"1623","North Idaho College","ID","1360","2670009"
"1624","Northwest Nazarene University -","ID","320","640409"
"17178","Razzle Dazzle College Of Hair Design","ID","53","94231"
"16432","The School Of Hairstyling","ID","33","84925"
"1626","University Of Idaho","ID","2925","6399449"
"16001","Altamore School Of Cosmetology","IL","34","70120"
"8328","Alvareita'S College Of Cosmetology","IL","37","60411.440000000002"
"16663","Alvareita'S College Of Cosmetology","IL","25","48381"
"1628","American Academy Of Art","IL","132","245920"
"1633","Augustana College","IL","307","592293"
"1634","Aurora University","IL","339","713842.93000000005"
"1635","Barat College","IL","190","406278"
"13949","Beck Area Career Center","IL","31","80283"
"17036","Bell Mar Beauty College","IL","88","178580"
"1767","Benedictine University","IL","410","813952"
"1638","Black Hawk College","IL","1878","3127643"
"1639","Blackburn University","IL","227","449397.10999999999"
"6214","Blessing Hospital","IL","17","37744"
"1641","Bradley University","IL","824","1632610"
"30997","Cains Barber College","IL","157","297857.01000000001"
"30784","Cameo Beauty Academy","IL","70","144917.01999999999"
"8939","Cannella School Of Hair Design","IL","147","234368"
"9595","Cannella School Of Hair Design","IL","107","160224"
"11902","Cannella School Of Hair Design","IL","132","218306"
"15253","Cannella School Of Hair Design","IL","160","217491"
"15568","Cannella School Of Hair Design","IL","58","105287"
"16171","Cannella School Of Hair Design","IL","131","221401"
"16218","Cannella School Of Hair Design","IL","57","95604"
"16694","Cannella School Of Hair Design","IL","209","404324"
"16426","Capital Area Career Center","IL","98","162787"
"13088","Capri Oak Forest Beauty College","IL","72","134718.91"
"13087","Capri-Garfield Ridge School Of Beauty Culture","IL","192","364934.67999999999"
"8544","Career Colleges Of Chicago","IL","106","147284.97"
"7265","Carl Sandburg College","IL","977","1684050"
"31554","Chicago Manufacturing Institute","IL","4","9475"
"34557","Chicago School Of Massage Therapy","IL","66","20469"
"1694","Chicago State University","IL","3723","8156575.0599999996"
"34723","Chicago Urban League Computer Training Center","IL","4","4757"
"31993","Christian Life College","IL","24","50288"
"1647","City Colleges Of Chicago System Office","IL","14881","25706200.84"
"9455","Coiffure School Of Cosmetology Arts And Sciences","IL","4","10340"
"6656","College Of Du Page","IL","1407","2296719.77"
"7694","College Of Lake County","IL","1253","1911330.1200000001"
"17378","College Of Office Technology","IL","656","1378857"
"1665","Columbia College","IL","2586","5116060"
"34163","Computer Systems Institute","IL","15","17750"
"16393","Concept College Of Cosmetology","IL","44","71000"
"1666","Concordia University","IL","294","548940"
"16758","Cooking & Hospitality Institute Of Chicago (The)","IL","376","633546.89000000001"
"15086","Cosmetology And Spa Institute (The)","IL","21","35298"
"7549","Coyne American Institute","IL","404","642888"
"1669","Danville Area Community College","IL","947","1520665.8300000001"
"5190","Decatur Area Technical Academy-School Of Practical Nursing","IL","31","54962"
"1671","Depaul University","IL","3432","6029261.2699999996"
"10727","Devry Institute Of Technology","IL","2494","4951583.3799999999"
"16219","Devry Institute Of Technology","IL","1922","3448487.1000000001"
"1750","Dominican University","IL","249","501396"
"12608","Du Quoin Beauty College","IL","67","136206.89999999999"
"1674","Eastern Illinois University","IL","1833","3671418"
"15310","East-West University","IL","788","1423172.8700000001"
"9475","Educators Of Beauty","IL","122","250249"
"1675","Elgin Community College","IL","764","1161490.1200000001"
"1676","Elmhurst College","IL","440","828857"
"17319","Environmental Technical Institute","IL","239","335623"
"1678","Eureka College","IL","180","352219"
"25849","First Institute","IL","34","56832"
"16924","Fox College","IL","138","297598.42999999999"
"4560","Gem City College","IL","33","51700"
"9145","Governors State University","IL","803","1487829.53"
"8938","Graham Hospital School Of Nursing","IL","20","37587"
"1684","Greenville College","IL","458","833315"
"15965","Hair Professionals Academy Of Cosmetology","IL","29","49234"
"16841","Hair Professionals Academy Of Cosmetology","IL","39","58373"
"16504","Hair Professionals Career College","IL","16","30313"
"25877","Hair Professionals Career College","IL","27","52814"
"15970","Hair Professionals School Of Cosmetology","IL","48","60777"
"30020","Hairmasters Institute Of Cosmetology","IL","75","134994"
"25995","Hanover Park College Of Beauty Culture","IL","17","30660"
"13601","Harrington Institute Of Interior Design","IL","138","198748.81"
"30838","Heartland Community College","IL","862","1296063"
"1685","Hebrew Theological College","IL","65","157662.5"
"1681","Highland Community College","IL","645","1041948.26"
"31018","Illinois Center For Broadcasting","IL","66","128834"
"6753","Illinois Central College","IL","1441","2424438.4700000002"
"1688","Illinois College","IL","285","562455"
"16295","Illinois Eastern Community College System Office","IL","1334","2638155.5699999998"
"12584","Illinois Institute Of Art (The)","IL","861","1544287.5800000001"
"1691","Illinois Institute Of Technology","IL","324","767126"
"30998","Illinois School Of Health Careers","IL","200","463363.72999999998"
"1692","Illinois State University","IL","3689","7409662.54"
"1705","Illinois Valley Community College","IL","529","924875.59999999998"
"1696","Illinois Wesleyan University","IL","246","445585"
"15231","International Academy Of Merchandising And Design","IL","919","1783875.0900000001"
"8076","John A. Logan College","IL","1618","2974839"
"15276","John Amico'S School Of Hair Design","IL","91","177425"
"12813","John Wood Community College","IL","972","1446606.7"
