"PELLID","OPEID","Name","City","State","Type & Control","Recips","Awards"
"2928","292800","FAYETTEVILLE STATE UNIVERSITY","FAYETTEVILLE","NC","Public 4 Year","3607","11227412"
"7640","764000","FAYETTEVILLE TECHNICAL CMTY COLLEGE","FAYETTEVILLE","NC","Public 2 Year","4428","12303428"
"5317","531700","FORSYTH TECHNICAL COMMUNITY COLLEGE","WINSTON-SALEM","NC","Public 2 Year","2377","5855379"
"2929","292900","GARDNER-WEBB UNIVERSITY","BOILING SPRINGS","NC","Private 4 Year","1072","3116346"
"2973","297300","GASTON COLLEGE","DALLAS","NC","Public 2 Year","1746","4068037"
"2930","293000","GREENSBORO COLLEGE","GREENSBORO","NC","Private 4 Year","325","919219"
"2931","293100","GUILFORD COLLEGE","GREENSBORO","NC","Private 4 Year","1067","2872534"
"4838","483800","GUILFORD TECHNICAL COMMUNITY CLG","JAMESTOWN","NC","Public 2 Year","4635","11622760"
"15789","2238700","HAIRSTYLING INSTITUTE OF CHARLOTTE","CHARLOTTE","NC","Proprietary","22","73685"
"7986","798600","HALIFAX COMMUNITY COLLEGE","WELDON","NC","Public 2 Year","856","2172789"
"8083","808300","HAYWOOD COMMUNITY COLLEGE","CLYDE","NC","Public 2 Year","716","1750084"
"30893","3089300","HERITAGE BIBLE COLLEGE","DUNN","NC","Private 4 Year","63","173235"
"2933","293300","HIGH POINT UNIVERSITY","HIGH POINT","NC","Private 4 Year","713","1985608"
"2934","293400","ISOTHERMAL COMMUNITY COLLEGE","SPINDALE","NC","Public 2 Year","864","2165051"
"7687","768700","JAMES SPRUNT COMMUNITY COLLEGE","KENANSVILLE","NC","Public 2 Year","527","1347055"
"13819","293500","JOHN WESLEY COLLEGE","HIGH POINT","NC","Private 4 Year","57","122437"
"2936","293600","JOHNSON C SMITH UNIVERSITY","CHARLOTTE","NC","Private 4 Year","977","3109771"
"9336","933600","JOHNSTON COMMUNITY COLLEGE","SMITHFIELD","NC","Public 2 Year","967","2323061"
"2937","293700","KING'S COLLEGE-CHARLOTTE","CHARLOTTE","NC","Proprietary","413","1159913"
"37485","3748500","LA SHE'S BEAUTY ACADEMY","DURHAM","NC","Proprietary","99","258799"
"2939","293900","LEES MCRAE COLLEGE","BANNER ELK","NC","Private 4 Year","309","870943"
"2940","294000","LENOIR COMMUNITY COLLEGE","KINSTON","NC","Public 2 Year","1430","3784628"
"2941","294100","LENOIR-RHYNE COLLEGE","HICKORY","NC","Private 4 Year","402","1033344"
"11926","1192600","LEON'S BEAUTY SCHOOL","GREENSBORO","NC","Proprietary","96","261320"
"2942","294200","LIVINGSTONE COLLEGE","SALISBURY","NC","Private 4 Year","818","2763167"
"2943","294300","LOUISBURG COLLEGE","LOUISBURG","NC","Private 2 Year","516","1557164"
"2944","294400","MARS HILL COLLEGE","MARS HILL","NC","Private 4 Year","527","1511589"
"7988","798800","MARTIN COMMUNITY COLLEGE","WILLIAMSTON","NC","Public 2 Year","375","1022741"
"11197","1119700","MAYLAND COMMUNITY COLLEGE","SPRUCE PINE","NC","Public 2 Year","366","882509"
"8085","808500","MCDOWELL TECHNICAL COMMUNITY CLG","MARION","NC","Public 2 Year","502","1171156"
"33613","3361300","MEDICAL ARTS MASSAGE SCHOOL","RALEIGH","NC","Proprietary","142","291392"
"6478","647800","MERCY HOSP SCH OF NURSING","CHARLOTTE","NC","Public 2 Year","40","93402"
"2945","294500","MEREDITH COLLEGE","RALEIGH","NC","Private 4 Year","513","1389355"
"2946","294600","METHODIST COLLEGE","FAYETTEVILLE","NC","Private 4 Year","626","1723698"
"2947","294700","MITCHELL COMMUNITY COLLEGE","STATESVILLE","NC","Public 2 Year","969","2384911"
"13670","2056500","MITCHELL'S HAIR STYLING ACADEMY","WILSON","NC","Proprietary","128","280406"
"14793","2227900","MITCHELL'S HAIR STYLING ACADEMY","GREENVILLE","NC","Proprietary","3","10058"
"14858","2227800","MITCHELL'S HAIR STYLING ACADEMY","GOLDSBORO","NC","Proprietary","2","6070"
"8087","808700","MONTGOMERY COMMUNITY COLLEGE","TROY","NC","Public 2 Year","457","1155824"
"2948","294800","MONTREAT COLLEGE","MONTREAT","NC","Private 4 Year","346","883521"
"2949","294900","MOUNT OLIVE COLLEGE","MOUNT OLIVE","NC","Private 4 Year","1413","3128296"
"8557","855700","NASH COMMUNITY COLLEGE","ROCKY MOUNT","NC","Public 2 Year","945","2305997"
"38273","3827300","NEW LIFE THEOLOGICAL SEMINARY","CHARLOTTE","NC","Private 4 Year","26","60863"
"2905","290500","NORTH CAROLINA A&T STATE UNIV","GREENSBORO","NC","Public 4 Year","4329","13310522"
"2950","295000","NORTH CAROLINA CENTRAL UNIVERSITY","DURHAM","NC","Public 4 Year","3777","12062563"
"3981","398100","NORTH CAROLINA SCHOOL OF THE ARTS","WINSTON-SALEM","NC","Public 4 Year","191","603201"
"2972","297200","NORTH CAROLINA STATE UNIV-RALEIGH","RALEIGH","NC","Public 4 Year","4067","11341057"
"2951","295100","NORTH CAROLINA WESLEYAN COLLEGE","ROCKY MOUNT","NC","Private 4 Year","795","2361433"
"7031","703100","PAMLICO COMMUNITY COLLEGE","GRANTSBORO","NC","Public 2 Year","215","564144"
"11799","1179900","PAUL MITCHELL THE SCHOOL FAYETTEVILLE","FAYETTEVILLE","NC","Proprietary","46","116075"
"2953","295300","PEACE COLLEGE","RALEIGH","NC","Private 4 Year","245","726225"
"2955","295500","PFEIFFER UNIVERSITY","MISENHEIMER","NC","Private 4 Year","389","1007105"
"2956","295600","PIEDMONT BAPTIST COLLEGE AND GRADUATE SC","WINSTON SALEM","NC","Private 4 Year","131","335944"
"9646","964600","PIEDMONT COMMUNITY COLLEGE","ROXBORO","NC","Public 2 Year","871","2183324"
"17191","2560600","PINNACLE INSTITUTE OF COSMETOLOGY","MOORESVILLE","NC","Proprietary","27","67416"
"4062","406200","PITT COMMUNITY COLLEGE","WINTERVILLE","NC","Public 2 Year","2232","5811942"
"2957","295700","QUEENS UNIVERSITY OF CHARLOTTE","CHARLOTTE","NC","Private 4 Year","460","1172932"
"5447","544700","RANDOLPH COMMUNITY COLLEGE","ASHEBORO","NC","Public 2 Year","765","1954688"
"41157","4115700","REGINA'S COLLEGE OF BEAUTY","MONROE","NC","Proprietary","19","42826"
"5464","546400","RICHMOND COMMUNITY COLLEGE","HAMLET","NC","Public 2 Year","1051","2711317"
"14101","2280900","ROANOKE BIBLE COLLEGE","ELIZABETH CITY","NC","Private 4 Year","81","194668"
"8613","861300","ROANOKE-CHOWAN COMMUNITY COLLEGE","AHOSKIE","NC","Public 2 Year","549","1390877"
"8612","861200","ROBESON COMMUNITY COLLEGE","LUMBERTON","NC","Public 2 Year","1669","4480397"
"2958","295800","ROCKINGHAM COMMUNITY COLLEGE","WENTWORTH","NC","Public 2 Year","739","1776925"
"5754","575400","ROWAN-CABARRUS COMMUNITY COLLEGE","SALISBURY","NC","Public 2 Year","2501","6011845"
"2960","296000","SALEM COLLEGE","WINSTON-SALEM","NC","Private 4 Year","375","1031575"
"7892","789200","SAMPSON COMMUNITY COLLEGE","CLINTON","NC","Public 2 Year","687","1748286"
"2961","296100","SANDHILLS COMMUNITY COLLEGE","PINEHURST","NC","Public 2 Year","1491","3728193"
"31090","3109000","SCHOOL OF COMMUNICATION ARTS","RALEIGH","NC","Proprietary","229","470817"
"2962","296200","SHAW UNIVERSITY","RALEIGH","NC","Private 4 Year","1894","6005152"
"10264","1026400","SOUTH COLLEGE","ASHEVILLE","NC","Proprietary","146","406095"
"9025","902500","SOUTH EASTERN CLG OF BEAUTY CULTURE","CHARLOTTE","NC","Proprietary","344","871633"
"7985","798500","SOUTH PIEDMONT COMMUNITY COLLEGE","POLKTON","NC","Public 2 Year","957","2071442"
"2964","296400","SOUTHEASTERN COMMUNITY COLLEGE","WHITEVILLE","NC","Public 2 Year","1314","3583334"
"35553","3555300","SOUTHEASTERN SCHL NEUROMUSCULAR MASSAGE","Charlotte","NC","Proprietary","103","156302"
"35554","3555400","SOUTHEASTERN SCHOOL OF NEUROMUSCULAR  MA","CHARLESTON","NC","Proprietary","47","88372"
"8466","846600","SOUTHWESTERN COMMUNITY COLLEGE","SYLVA","NC","Public 2 Year","695","1673080"
"2967","296700","ST ANDREWS PRESBYTERIAN COLLEGE","LAURINBURG","NC","Private 4 Year","181","494246"
"2968","296800","ST AUGUSTINES COLLEGE","RALEIGH","NC","Private 4 Year","985","3161130"
"11194","1119400","STANLY COMMUNITY COLLEGE","ALBEMARLE","NC","Public 2 Year","848","2112745"
"2970","297000","SURRY COMMUNITY COLLEGE","DOBSON","NC","Public 2 Year","954","2436815"
"9430","943000","TRI-COUNTY COMMUNITY COLLEGE","MURPHY","NC","Public 2 Year","454","1116731"
"2954","295400","UNIV OF NORTH CAROLINA AT PEMBROKE","PEMBROKE","NC","Public 4 Year","2595","7539664"
"2976","297600","UNIVERSITY OF N C - GREENSBORO","GREENSBORO","NC","Public 4 Year","4282","11991825"
"2974","297400","UNIVERSITY OF N C-CHAPEL HILL","CHAPEL HILL","NC","Public 4 Year","2594","7590998"
"2984","298400","UNIVERSITY OF N C-WILMINGTON","WILMINGTON","NC","Public 4 Year","2104","5709872"
"2907","290700","UNIVERSITY OF NC AT ASHEVILLE","ASHEVILLE","NC","Public 4 Year","796","2190302"
"2975","297500","UNIVERSITY OF NC AT CHARLOTTE","CHARLOTTE","NC","Public 4 Year","5001","14035525"
"9903","990300","VANCE-GRANVILLE CMTY COLLEGE","HENDERSON","NC","Public 2 Year","1851","4404948"
"2978","297800","WAKE FOREST UNIV - UNDERGRADUATE","WINSTON-SALEM","NC","Private 4 Year","334","933307"
"4844","484400","WAKE TECHNICAL COMMUNITY COLLEGE","RALEIGH","NC","Public 2 Year","2612","5557125"
"2979","297900","WARREN WILSON COLLEGE","ASHEVILLE","NC","Private 4 Year","213","589324"
"8216","298000","WAYNE COMMUNITY COLLEGE","GOLDSBORO","NC","Public 2 Year","1427","3580165"
"2981","298100","WESTERN CAROLINA UNIVERSITY","CULLOWHEE","NC","Public 4 Year","1935","5328631"
"2982","298200","WESTERN PIEDMONT COMMUNITY COLLEGE","MORGANTON","NC","Public 2 Year","1392","3629991"
"2983","298300","WILKES COMMUNITY COLLEGE","WILKESBORO","NC","Public 2 Year","1045","2615484"
"4845","484500","WILSON COMMUNITY COLLEGE","WILSON","NC","Public 2 Year","1032","2679252"
"2985","298500","WINGATE UNIVERSITY","WINGATE","NC","Private 4 Year","428","1184573"
"30095","3009500","WINSTON-SALEM BARBER SCHOOL","WINSTON-SALEM","NC","Proprietary","59","189696"
"2986","298600","WINSTON-SALEM STATE UNIVERSITY","WINSTON-SALEM","NC","Public 4 Year","2943","9357510"
"2988","298800","BISMARCK STATE COLLEGE","BISMARCK","ND","Public 4 Year","1002","2584876"
"2989","298900","DICKINSON STATE UNIVERSITY","DICKINSON","ND","Public 4 Year","656","1763215"
"15536","2553700","FORT BERTHOLD COMMUNITY COLLEGE","NEW TOWN","ND","Public 2 Year","52","99388"
"16232","2298200","HEADQUARTERS ACADEMY OF HAIR DESIGN","MINOT","ND","Proprietary","54","165135"
"2990","299000","JAMESTOWN COLLEGE","JAMESTOWN","ND","Private 4 Year","273","742989"
"10406","1040600","JOSEF'S SCHOOL OF HAIR DESIGN","GRAND FORKS","ND","Proprietary","29","59114"
"7756","775600","JOSEF'S SCHOOL OF HAIR DESIGN INC","FARGO","ND","Proprietary","38","87275"
"2991","299100","LAKE REGION STATE COLLEGE","DEVILS LAKE","ND","Public 2 Year","288","774863"
"15793","2236500","LITTLE HOOP COMMUNITY COLLEGE","FORT TOTTEN","ND","Public 2 Year","205","539053"
"2993","299300","MAYVILLE STATE UNIVERSITY","MAYVILLE","ND","Public 4 Year","222","565427"
"9354","935400","MEDCENTER ONE COLLEGE OF NURSING","BISMARCK","ND","Private 4 Year","38","87174"
"2995","299500","MINOT STATE UNIV-BOTTINEAU CAMPUS","BOTTINEAU","ND","Public 2 Year","228","600042"
"2994","299400","MINOT STATE UNIVERSITY","MINOT","ND","Public 4 Year","1028","2712888"
"16929","3087200","MOLER BARBER CLG OF HAIRSTYLING","FARGO","ND","Proprietary","10","25620"
"2996","299600","NORTH DAKOTA STATE CLG OF SCIENCE","WAHPETON","ND","Public 2 Year","761","1992606"
"2997","299700","NORTH DAKOTA STATE UNIVERSITY","FARGO","ND","Public 4 Year","2174","5660255"
"12295","1229500","R D HAIRSTYLING COLLEGE","BISMARCK","ND","Proprietary","28","67383"
"4846","484600","RASMUSSEN COLLEGE","FARGO","ND","Proprietary","1044","2253365"
"40313","4031300","SALON PROFESSIONAL ACADEMY (THE)","FARGO","ND","Proprietary","45","134757"
"14993","2188200","SITTING BULL COLLEGE","FORT YATES","ND","Public 4 Year","233","621393"
"12059","1205900","TRINITY BIBLE COLLEGE","ELLENDALE","ND","Private 4 Year","193","567194"
"9450","2301100","TURTLE MTN CMNTY COLG-FIN AID OFC","BELCOURT","ND","Private 4 Year","350","1102501"
"14470","2242900","UNITED TRIBES TECHNICAL COLLEGE","BISMARCK","ND","Private 2 Year","522","1512535"
"2992","299200","UNIVERSITY OF MARY","BISMARCK","ND","Private 4 Year","622","1659677"
"3005","300500","UNIVERSITY OF NORTH DAKOTA","GRAND FORKS","ND","Public 4 Year","2007","5361998"
"3008","300800","VALLEY CITY STATE UNIVERSITY","VALLEY CITY","ND","Public 4 Year","258","712267"
"3007","300700","WILLISTON STATE COLLEGE","WILLISTON","ND","Public 2 Year","339","875781"
"8492","849200","ALEGENT HEALTH SCHOOLS","OMAHA","NE","Private 2 Year","13","51380"
"9523","952300","BAHNER COLLEGE OF HAIRSTYLING","FREMONT","NE","Proprietary","58","174984"
"2538","974300","BELLEVUE UNIVERSITY","BELLEVUE","NE","Private 4 Year","1422","3018733"
"6399","639900","BRYANLGH COLLEGE OF HEALTH SCIENCES","LINCOLN","NE","Private 4 Year","92","209999"
"9617","961700","CAPITOL BEAUTY SCHOOL","OMAHA","NE","Proprietary","67","140224"
"14468","2099500","CENTRAL COMMUNITY COLLEGE- GI","GRAND ISLAND","NE","Public 2 Year","727","1471694"
"2539","253900","CHADRON STATE COLLEGE","CHADRON","NE","Public 4 Year","764","2087521"
"9862","986200","CLARKSON COLLEGE","OMAHA","NE","Private 4 Year","173","449349"
"14176","2079700","COLLEGE OF HAIR DESIGN","LINCOLN","NE","Proprietary","163","421704"
"2540","254000","COLLEGE OF ST MARY","OMAHA","NE","Private 4 Year","397","1154201"
"2541","254100","CONCORDIA UNIVERSITY","SEWARD","NE","Private 4 Year","290","752628"
"2542","254200","CREIGHTON UNIVERSITY","OMAHA","NE","Private 4 Year","699","1887232"
"2543","254300","DANA COLLEGE","BLAIR","NE","Private 4 Year","187","517995"
"2544","254400","DOANE COLLEGE","CRETE","NE","Private 4 Year","470","1251453"
"2547","254700","GRACE UNIVERSITY","OMAHA","NE","Private 4 Year","147","417535"
"4721","422008","HAMILTON COLLEGE - LINCOLN","LINCOLN","NE","Proprietary","4","6069"
"2548","254800","HASTINGS COLLEGE","HASTINGS","NE","Private 4 Year","314","856247"
"11519","1151900","JOSEPH'S COLLEGE OF BEAUTY/ALL CAMPUSES","LINCOLN","NE","Proprietary","313","969582"
"33233","3323300","LITTLE PRIEST TRIBAL COLLEGE","WINNEBAGO","NE","Private 2 Year","87","234181"
"2552","255200","MCCOOK COMMUNITY COLLEGE","MCCOOK","NE","Public 2 Year","13","13220"
"4432","1258600","METROPOLITAN COMMUNITY COLLEGE","OMAHA","NE","Public 2 Year","4031","6452242"
"2553","255300","MIDLAND LUTHERAN COLLEGE","FREMONT","NE","Private 4 Year","350","908946"
"2557","255700","MID-PLAINS COMM COLLEGE - NORTH PLATTE","NORTH PLATTE","NE","Public 2 Year","631","1584983"
"32793","3279300","MYOTHERAPY INSTITUTE","LINCOLN","NE","Proprietary","19","34899"
"9937","640400","NE METHODIST CLG OF NURS ALLD HLTH","OMAHA","NE","Private 4 Year","170","382050"
"12976","1297600","NEBRASKA CHRISTIAN COLLEGE","PAPILLION","NE","Private 4 Year","63","184810"
"2555","255500","NEBRASKA WESLEYAN UNIVERSITY","LINCOLN","NE","Private 4 Year","470","1244707"
"2556","1166700","NORTHEAST COMMUNITY COLLEGE","NORFOLK","NE","Public 2 Year","1229","3011692"
"31273","3127300","OMAHA SCHOOL OF MASSAGE THERAPY","OMAHA","NE","Proprietary","60","132607"
"2559","255900","PERU STATE COLLEGE","PERU","NE","Public 4 Year","584","1511431"
"7591","2508300","SOUTHEAST COMM. COLLEGE-ALL CAMPUSES","LINCOLN","NE","Public 2 Year","3381","6449867"
"31643","3164300","THE CREATIVE CENTER","OMAHA","NE","Proprietary","61","173402"
"2563","256300","UNION COLLEGE","LINCOLN","NE","Private 4 Year","266","810067"
"38214","3821400","UNIVERSAL COLLEGE OF HEALING ARTS","OMAHA","NE","Proprietary","15","40420"
"7358","256596","UNIVERSITY OF NEBRASKA - CURTIS","CURTIS","NE","Public 4 Year","115","354008"
"2551","255100","UNIVERSITY OF NEBRASKA AT KEARNEY","KEARNEY","NE","Public 4 Year","1673","4523834"
"2565","256500","UNIVERSITY OF NEBRASKA-LINCOLN","LINCOLN","NE","Public 4 Year","3413","9118217"
"6895","689500","UNIVERSITY OF NEBRASKA-MED CTR","OMAHA","NE","Public 4 Year","233","596181"
"2554","255400","UNIVERSITY OF NEBRASKA-OMAHA","OMAHA","NE","Public 4 Year","2555","6673907"
"7501","750100","VATTEROTT COLLEGE","OMAHA","NE","Proprietary","664","1879879"
"2566","256600","WAYNE STATE COLLEGE","WAYNE","NE","Public 4 Year","1036","2878086"
"2560","256000","WESTERN NEBRASKA COMMUNITY COLLEGE","SCOTTSBLUFF","NE","Public 2 Year","742","1688405"
"26105","2610500","XENON INTERNATIONAL ACADEMY II","OMAHA","NE","Proprietary","136","330860"
"2567","256700","YORK COLLEGE","YORK","NE","Private 4 Year","158","425400"
"4733","473300","CHESTER COLLEGE OF NEW ENGLAND","CHESTER","NH","Private 4 Year","71","205122"
"2572","257200","COLBY-SAWYER COLLEGE","NEW LONDON","NH","Private 4 Year","199","541430"
"16275","2300200","CONCORD ACADEMY OF HAIR DESIGN","CONCORD","NH","Proprietary","5","10245"
"8493","849300","CONTINENTAL ACADEMIE OF HAIR DESIGN","MANCHESTER","NH","Proprietary","13","39093"
"13189","1318900","CONTINENTAL ACADEMIE OF HAIR DESIGN","HUDSON","NH","Proprietary","15","38243"
"4731","473100","DANIEL WEBSTER COLLEGE","NASHUA","NH","Private 4 Year","200","535740"
"2573","257300","DARTMOUTH COLLEGE","HANOVER","NH","Private 4 Year","603","1658611"
"14177","864500","EMPIRE BEAUTY SCHOOL","LACONIA","NH","Proprietary","150","339849"
"15403","2179600","EMPIRE BEAUTY SCHOOL","SOMERSWORTH","NH","Proprietary","158","367100"
"2575","257500","FRANKLIN PIERCE COLLEGE","RINDGE","NH","Private 4 Year","524","1401851"
"31013","3101300","GRANITE STATE COLLEGE","CONCORD","NH","Public 4 Year","469","878568"
"4729","472900","HESSER COLLEGE","MANCHESTER","NH","Proprietary","2269","5366919"
"15836","2245400","KEENE BEAUTY ACADEMY","KEENE","NH","Proprietary","28","62545"
"2590","259000","KEENE STATE COLLEGE","KEENE","NH","Public 4 Year","761","1920404"
"7025","702500","LEBANON COLLEGE","LEBANON","NH","Private 2 Year","10","32108"
"2582","258200","MANCHESTER COMMUNITY COLLEGE","MANCHESTER","NH","Public 2 Year","506","1067843"
"4730","473000","MCINTOSH COLLEGE INC","DOVER","NH","Proprietary","443","1107981"
"15356","2174800","MICHAEL'S SCHOOL OF HAIR DESIGN","BEDFORD","NH","Proprietary","48","126503"
"7555","529101","N.H.COMM TECH COLLEGE - LACONIA","LACONIA","NH","Public 2 Year","289","667980"
"9236","756001","NASHUA/CLAREMONT (ADDITIONAL LOCATION)","NASHUA","NH","Public 2 Year","343","785506"
"2579","257900","NEW ENGLAND COLLEGE","HENNIKER","NH","Private 4 Year","251","708960"
"15845","2247000","NEW ENGLAND SCHOOL OF HAIR DESIGN","WEST LEBANON","NH","Proprietary","43","110324"
"31823","3182300","NEW HAMPSHIRE INSTITUTE OF ART","MANCHESTER","NH","Private 4 Year","87","238711"
"2583","258201","NH COMM TECH COLLEGE - STRATHAM","STRATHAM","NH","Public 2 Year","304","650138"
"37293","3729300","NH INSTITUTE FOR THERAPEUTIC ARTS","HUDSON","NH","Proprietary","19","53965"
"2581","258100","NHTI  - CONCORD'S COMMUNITY COLLEGE","CONCORD","NH","Public 2 Year","688","1485834"
"2591","259100","PLYMOUTH STATE UNIVERSITY","PLYMOUTH","NH","Public 4 Year","845","2121467"
"13558","2211600","PORTSMOUTH BTY SCH OF HAIR DESIGN","PORTSMOUTH","NH","Proprietary","12","25615"
"7560","756000","RIVER VALLEY COMMUNITY COLLEGE","CLAREMONT","NH","Public 2 Year","275","569484"
"2586","258600","RIVIER COLLEGE","NASHUA","NH","Private 4 Year","272","699512"
"2587","258700","SAINT ANSELM COLLEGE","MANCHESTER","NH","Private 4 Year","248","629938"
"2580","258000","SOUTHERN NEW HAMPSHIRE UNIVERSITY","MANCHESTER","NH","Private 4 Year","1086","2181443"
"15016","2140400","ST JOSEPH SCH OF PRAC NRSG","NASHUA","NH","Private 2 Year","36","103774"
"30431","3043100","THOMAS MORE COLLEGE OF LIBERAL ARTS","MERRIMACK","NH","Private 4 Year","20","58490"
"2589","258900","UNIVERSITY OF NEW HAMPSHIRE","DURHAM","NH","Public 4 Year","1972","5257208"
"34373","3437300","UPPER VALLEY TEACHER INSTITUTE","LEBANON","NH","Private 2 Year","14","26920"
"5291","529100","WHITE MOUNTAINS COMMUNITY COLLEGE","BERLIN","NH","Public 2 Year","308","717762"
"35303","3530300","""KEY SKILLS LEARNING, INC.""","CLIFTON","NJ","Proprietary","17","34412"
"2629","262900","""RUTGERS, THE STATE UNIVERSITY OF NJ""","NEW BRUNS-NEWARK-","NJ","Public 4 Year","10226","31234695"
"33893","3389300","ACADEMY OF MASSAGE THERAPY","ENGLEWOOD","NJ","Proprietary","65","180544"
"16701","1085100","ANTHEM INSTITUTE","PARSIPPANY","NJ","Proprietary","1398","3498809"
"16954","2525900","ARTISTIC ACADEMY OF HAIR DESIGN","MORRIS PLAINS","NJ","Proprietary","55","136276"
"2596","259600","ATLANTIC COMMUNITY COLLEGE","MAYS LANDING","NJ","Public 2 Year","2980","7085484"
"40813","4081300","BAIS MEDRASH TORAS CHESED","LAKEWOOD","NJ","Private 4 Year","34","116729"
"14968","2132300","BERDAN INSTITUTE","TOTOWA","NJ","Proprietary","463","1110749"
"4736","473600","BERGEN COMMUNITY COLLEGE","PARAMUS","NJ","Public 2 Year","3515","9199274"
"16349","2312000","BERGEN COUNTY TECHNICAL SCHOOLS","HACKENSACK","NJ","Public 2 Year","29","60695"
"7502","750200","BERKELEY COLLEGE","WEST PATERSON","NJ","Proprietary","1854","4452851"
"17011","750201","BERKELEY COLLEGE","WOODBRIDGE","NJ","Proprietary","266","584754"
