"PELLID","OPEID","Name","City","State","Type & Control","Recips","Awards"
"2453","245300","CENTRAL METHODIST UNIVERSITY","FAYETTE","MO","Private 4 Year","590","1621109"
"6385","638500","CHAMBERLAIN COLLEGE OF NURSING","ST LOUIS","MO","Proprietary","497","1080723"
"11974","2165900","CHILLICOTHE BEAUTY ACADEMY","CHILLICOTHE","MO","Proprietary","16","40590"
"2500","250000","COLLEGE OF THE OZARKS","POINT LOOKOUT","MO","Private 4 Year","723","1768490"
"16188","2289200","COLUMBIA AREA CAREER CENTER","COLUMBIA","MO","Public 2 Year","72","189106"
"2456","245600","COLUMBIA COLLEGE","COLUMBIA","MO","Private 4 Year","5582","12314278"
"2467","246700","CONCEPTION SEMINARY COLLEGE","CONCEPTION","MO","Private 4 Year","18","49630"
"16820","2361600","CONCORDE CAREER COLLEGE","KANSAS CITY","MO","Proprietary","903","2308780"
"30772","3077200","COSMETOLOGY CONCEPTS INSTITUTE","COLUMBIA","MO","Proprietary","25","69163"
"2458","245800","COTTEY COLLEGE","NEVADA","MO","Private 2 Year","119","364271"
"13877","2068200","COX COLLEGE OF NURSING","SPRINGFIELD","MO","Private 4 Year","216","525330"
"2459","245900","CROWDER COLLEGE","NEOSHO","MO","Public 2 Year","1654","3840763"
"2460","246000","CULVER STOCKTON COLLEGE","CANTON","MO","Private 4 Year","309","829602"
"40483","4048300","DIVAS UNLIMITED ACADEMY","ST. LOUIS","MO","Proprietary","9","22639"
"2461","246100","DRURY UNIVERSITY","SPRINGFIELD","MO","Private 4 Year","2029","5211492"
"8862","886200","EAST CENTRAL COLLEGE","UNION","MO","Public 2 Year","1206","2686804"
"39163","3916300","ECLIPS SCHOOL OF COSMETOLOGY AND BARBERI","CAPE GIRARDEAU","MO","Proprietary","53","158899"
"17209","2564700","ELAINE STEVEN BEAUTY COLLEGE","ST LOUIS","MO","Proprietary","184","407956"
"2463","246300","EVANGEL UNIVERSITY","SPRINGFIELD","MO","Private 4 Year","643","1653622"
"14368","2250600","EVEREST COLLEGE","SPRINGFIELD","MO","Proprietary","1606","3793464"
"2464","246400","FONTBONNE UNIVERSITY","ST LOUIS","MO","Private 4 Year","812","2031769"
"13529","2056100","FOUR RIVERS CAREER CENTER","WASHINGTON","MO","Public 2 Year","18","57481"
"13568","2124500","FRANKLIN TECHNOLOGY CENTER","JOPLIN","MO","Public 2 Year","129","430644"
"15830","2242800","GIBSON TECHNICAL CENTER","REEDS SPRING","MO","Public 2 Year","21","79050"
"17279","2568500","GRABBER SCHOOL OF HAIR DESIGN","BALLWIN","MO","Proprietary","55","155442"
"5531","553100","GRAND RIVER TECHNICAL SCHOOL","CHILLICOTHE","MO","Public 2 Year","31","97657"
"39243","3924300","HAIR ACADEMY 110 (THE)","KIRKSVILLE","MO","Proprietary","20","57175"
"14028","2151000","HANNIBAL CAREER AND TECHNICAL CENTE","HANNIBAL","MO","Public 2 Year","42","106168"
"9089","908900","HANNIBAL-LAGRANGE COLLEGE","HANNIBAL","MO","Private 4 Year","387","1066670"
"2466","246600","HARRIS-STOWE STATE COLLEGE","ST LOUIS","MO","Public 4 Year","1340","3699394"
"31743","3174300","HERNDON CAREER CENTER","RAYTOWN","MO","Public 2 Year","2","8620"
"14209","1027900","HICKEY COLLEGE","ST LOUIS","MO","Proprietary","241","654989"
"15801","826900","HILLYARD TECHNICAL CENTER","ST JOSEPH","MO","Public 2 Year","52","139715"
"9607","960700","HOUSE OF HEAVILIN BEAUTY COLLEGE","KANSAS CITY","MO","Proprietary","67","155872"
"31109","3110900","HOUSE OF HEAVILIN BEAUTY COLLEGE","GRANDVIEW","MO","Proprietary","54","150706"
"14819","2277500","HOUSE OF HEAVILIN OF BLUE SPRINGS","BLUE SPRINGS","MO","Proprietary","90","233050"
"9590","959000","INDEPENDENCE COLLEGE OF COSMETOLOGY","INDEPENDENCE","MO","Proprietary","90","220396"
"7557","755700","ITT TECHNICAL INSTITUTE","EARTH CITY","MO","Proprietary","2466","6076789"
"2468","246800","JEFFERSON COLLEGE","HILLSBORO","MO","Public 2 Year","1572","3819976"
"2473","247300","KANSAS CITY ART INSTITUTE","KANSAS CITY","MO","Private 4 Year","246","747609"
"13934","2073600","KENNETT CAREER & TECHNOLOGY CENTER","KENNETT","MO","Public 2 Year","14","44795"
"14698","528800","KIRKSVILLE AREA TECHNICAL CENTER","KIRKSVILLE","MO","Public 2 Year","36","110861"
"15986","2263400","LAKE CAREER AND TECHNICAL CENTER","CAMDENTON","MO","Public 2 Year","2","8620"
"30424","3042400","LEBANON TECHNOLOGY & CAREER CENTER","LEBANON","MO","Public 2 Year","46","104284"
"14971","2142200","LEX LA RAY TECHNICAL CENTER","LEXINGTON","MO","Public 2 Year","17","50120"
"2479","247900","LINCOLN UNIVERSITY","JEFFERSON CITY","MO","Public 4 Year","1386","3993019"
"2480","248000","LINDENWOOD UNIVERSITY","ST CHARLES","MO","Private 4 Year","1699","4256583"
"4711","471100","LINN STATE TECHNICAL COLLEGE","LINN","MO","Public 2 Year","306","804774"
"4703","470300","LOGAN COLLEGE OF CHIROPRACTIC","CHESTERFIELD","MO","Private 4 Year","24","36374"
"6666","666600","LUTHERAN  SCHOOL OF NURSING","ST LOUIS","MO","Proprietary","108","228498"
"2482","248200","MARYVILLE UNIVERSITY","ST LOUIS","MO","Private 4 Year","605","1508537"
"16911","2520800","MERRELL UNIV OF BTY ARTS & SCIENCES","JEFFERSON CITY","MO","Proprietary","93","262706"
"30926","3092600","MESSENGER COLLEGE","JOPLIN","MO","Private 4 Year","61","176883"
"14710","2180200","METRO BUSINESS COLLEGE","CAPE GIRARDEAU","MO","Proprietary","536","1357361"
"2484","248400","METROPOLITAN COMMUNITY COLLEGE","KANSAS CITY","MO","Public 2 Year","6282","13445699"
"14528","2121100","MIDWEST INSTITUTE","KIRKWOOD","MO","Proprietary","157","432026"
"35283","3528300","MIDWEST UNIVERSITY","WENTZVILLE","MO","Private 4 Year","6","17596"
"2485","248500","MIDWESTERN BAPTIST THEOL SEMINARY","KANSAS CITY","MO","Private 4 Year","59","173797"
"2486","248600","MINERAL AREA COLLEGE","PARK HILLS","MO","Public 2 Year","1452","3814224"
"7540","754000","MISSOURI BAPTIST UNIVERSITY","ST LOUIS","MO","Private 4 Year","465","1240691"
"16224","2295700","MISSOURI BEAUTY ACADEMY","FARMINGTON","MO","Proprietary","83","220711"
"9795","979500","MISSOURI COLLEGE","ST LOUIS","MO","Proprietary","793","2188222"
"35193","3519300","MISSOURI COLLEGE OF COSMETOLOGY NORTH","SPRINGFIELD","MO","Proprietary","134","364700"
"2488","248800","MISSOURI SOUTHERN STATE UNIVERSITY","JOPLIN","MO","Public 4 Year","2128","5679056"
"2503","250300","MISSOURI STATE UNIVERSITY","SPRINGFIELD","MO","Public 4 Year","4041","10939533"
"31060","3106000","MISSOURI STATE UNIVERSITY - WEST PLAINS","WEST PLAINS","MO","Public 2 Year","999","2521505"
"16272","2304000","MISSOURI TECH","ST LOUIS","MO","Proprietary","33","67404"
"2517","251700","MISSOURI UNIVERSITY OF SCIENCE & TECHNOL","ROLLA","MO","Public 4 Year","1086","3071458"
"2489","248900","MISSOURI VALLEY COLLEGE","MARSHALL","MO","Private 4 Year","705","2051159"
"2490","249000","MISSOURI WESTERN STATE UNIVERSITY","ST JOSEPH","MO","Public 4 Year","2007","5353953"
"2491","249100","MOBERLY AREA COMMUNITY COLLEGE","MOBERLY","MO","Public 2 Year","1644","3730315"
"31663","3166300","MOBERLY AREA TECHNICAL CENTER","MOBERLY","MO","Public 2 Year","2","3547"
"39704","3970400","MTTI-WELLSPRING CENTER FOR NATURAL HEALT","KANSAS CITY","MO","Proprietary","68","124707"
"9520","952000","NATIONAL ACADEMY OF BEAUTY ARTS","ST LOUIS","MO","Proprietary","202","516864"
"26080","2608000","NEOSHO BEAUTY COLLEGE","NEOSHO","MO","Proprietary","42","127428"
"14134","2203400","NEVADA REGIONAL TECHNICAL CENTER","NEVADA","MO","Public 2 Year","33","76798"
"31010","3101000","NEW DIMENSION SCHOOL OF HAIR DESIGN","JOPLIN","MO","Proprietary","29","72738"
"13664","2066900","NICHOLS CAREER CENTER","JEFFERSON CITY","MO","Public 2 Year","38","118462"
"2514","251400","NORTH CENTRAL MISSOURI COLLEGE","TRENTON","MO","Public 2 Year","736","1925666"
"30686","3068600","NORTH COUNTY TECH SPECIAL SCH DIST","FLORISSANT","MO","Public 2 Year","142","405279"
"15451","2188100","NORTHLAND CAREER CENTER","PLATTE CITY","MO","Public 2 Year","31","78131"
"2496","249600","NORTHWEST MISSOURI STATE UNIV","MARYVILLE","MO","Public 4 Year","1672","4555943"
"15569","2202700","OZARK CHRISTIAN COLLEGE","JOPLIN","MO","Private 4 Year","228","572454"
"30830","3083000","OZARKS TECHNICAL COMMUNITY COLLEGE","SPRINGFIELD","MO","Public 2 Year","4841","10850485"
"17057","2543800","PARIS II EDUCATIONAL CENTER (THE)","GLADSTONE","MO","Proprietary","73","177882"
"2498","249800","PARK UNIVERSITY","PARKVILLE","MO","Private 4 Year","2865","6423413"
"8552","855200","PATRICIA STEVENS COLLEGE","ST LOUIS","MO","Proprietary","112","269135"
"17133","2555300","PATSY AND ROB'S ACADEMY OF BEAUTY","SAINT ANN","MO","Proprietary","137","357308"
"13785","1173500","PIKE/LINCOLN TECHNICAL CENTER","EOLIA","MO","Public 2 Year","33","101808"
"10405","1040500","PINNACLE CAREER INSTITUTE","KANSAS CITY","MO","Proprietary","848","1983934"
"13683","543000","POPLAR BLUFF TECHNICAL CAREER CNTR","POPLAR BLUFF","MO","Public 2 Year","56","170932"
"38783","3878300","PROFESSIONAL MASSAGE TRAINING CENTER","SPRINGFIELD","MO","Proprietary","47","91695"
"12500","1250000","RANKEN TECHNICAL COLLEGE","ST LOUIS","MO","Private 4 Year","503","1255621"
"2499","249900","ROCKHURST UNIVERSITY","KANSAS CITY","MO","Private 4 Year","352","953921"
"5429","542900","ROLLA TECHNICAL INSTITUTE","ROLLA","MO","Public 2 Year","129","417814"
"17027","2530600","SAINT CHARLES COMMUNITY COLLEGE","COTTLEVILLE","MO","Public 2 Year","1241","2707254"
"2506","250600","SAINT LOUIS UNIVERSITY","ST LOUIS","MO","Private 4 Year","1257","3506141"
"9782","978200","SAINT LUKE'S COLLEGE","KANSAS CITY","MO","Private 4 Year","29","88808"
"15642","2214500","SALEM COLLEGE OF HAIRSTYLING","SALEM","MO","Proprietary","54","139666"
"15639","543800","SALINE COUNTY CAREER CENTER","MARSHALL","MO","Public 2 Year","23","53697"
"15597","2205200","SANFORD-BROWN COLLEGE","FENTON","MO","Proprietary","4613","11428552"
"30709","3070900","SE MO HOSP CLG NURSING & HEALTH SCI","CAPE GIRARDEAU","MO","Private 2 Year","71","182295"
"13243","542600","SIKESTON CAREER AND TECHNOLOGY CTR","SIKESTON","MO","Public 2 Year","38","130220"
"5424","542400","SOUTH CENTRAL CAREER CENTER","WEST PLAINS","MO","Public 2 Year","86","233637"
"2501","250100","SOUTHEAST MISSOURI STATE UNIV","CAPE GIRARDEAU","MO","Public 4 Year","2663","7161305"
"2502","250200","SOUTHWEST BAPTIST UNIVERSITY","BOLIVAR","MO","Private 4 Year","1035","2562232"
"4413","441300","ST JOHNS HOSP SCH RAD TECH","SPRINGFIELD","MO","Private 2 Year","6","15860"
"12580","1258000","ST LOUIS CHRISTIAN COLLEGE","FLORISSANT","MO","Private 4 Year","149","401432"
"16848","2340500","ST LOUIS COLLEGE OF HEALTH CAREERS","ST LOUIS","MO","Proprietary","538","1462066"
"2504","250400","ST LOUIS COLLEGE OF PHARMACY","ST LOUIS","MO","Private 4 Year","109","283549"
"2469","247100","ST LOUIS COMMUNITY COLLEGE","ST LOUIS","MO","Public 2 Year","9610","20942418"
"30976","3097600","ST LOUIS HAIR ACADEMY","ST LOUIS","MO","Proprietary","27","60748"
"38173","3817300","ST. CHARLES SCHOOL OF MASSAGE THERAPY","ST. CHARLES","MO","Proprietary","6","15946"
"7628","808000","STATE FAIR COMMUNITY COLLEGE","SEDALIA","MO","Public 2 Year","1701","4308194"
"2512","251200","STEPHENS COLLEGE","COLUMBIA","MO","Private 4 Year","250","723572"
"35793","3579300","TEXAS COUNTY TECHNICAL INSTITUTE","HOUSTON","MO","Private 2 Year","212","603608"
"4713","471300","THREE RIVERS COMMUNITY COLLEGE","POPLAR BLUFF","MO","Public 2 Year","1947","5037395"
"41333","4133300","TREND SETTERS SCHOOL OF COSMETOLOGY","CAPE GIRARDEAU","MO","Proprietary","18","43951"
"16341","860600","TRI-COUNTY TECHNICAL SCHOOL","ELDON","MO","Public 2 Year","16","49474"
"2495","249500","TRUMAN STATE UNIVERSITY","KIRKSVILLE","MO","Public 4 Year","853","2274975"
"2454","245400","UNIVERSITY OF CENTRAL MISSOURI","WARRENSBURG","MO","Public 4 Year","2613","7217343"
"36634","3663400","UNIVERSITY OF COSMETOLOGY","SULLIVAN","MO","Proprietary","31","82850"
"2516","251600","UNIVERSITY OF MISSOURI-COLUMBIA","COLUMBIA","MO","Public 4 Year","3519","9633020"
"2518","251800","UNIVERSITY OF MISSOURI-KANSAS CITY","KANSAS CITY","MO","Public 4 Year","2321","6277210"
"2519","251900","UNIVERSITY OF MISSOURI-ST LOUIS","ST LOUIS","MO","Public 4 Year","3080","8058031"
"15506","2599700","VATTEROTT COLLEGE","BERKELEY","MO","Proprietary","5370","15732645"
"14434","1102600","WARRENSBURG AREA VOC TECH SCH","WARRENSBURG","MO","Public 2 Year","26","68982"
"2520","252000","WASHINGTON UNIVERSITY","ST LOUIS","MO","Private 4 Year","476","1274011"
"14833","528900","WAYNESVILLE TECHNICAL ACADEMY","WAYNESVILLE","MO","Public 2 Year","31","113565"
"2521","252100","WEBSTER UNIVERSITY","ST LOUIS","MO","Private 4 Year","1058","2696706"
"2522","252200","WENTWORTH MILITARY ACADEMY","LEXINGTON","MO","Private 2 Year","191","524664"
"2523","252300","WESTMINSTER COLLEGE","FULTON","MO","Private 4 Year","205","593341"
"2524","252400","WILLIAM JEWELL COLLEGE","LIBERTY","MO","Private 4 Year","231","557974"
"2525","252500","WILLIAM WOODS UNIVERSITY","FULTON","MO","Private 4 Year","303","727274"
"15746","3033000","NORTHERN MARIANAS COLLEGE","SAIPAN","MP","Public 4 Year","574","1562382"
"16727","2490200","""ICS, THE WRIGHT BEAUTY COLLEGE""","CORINTH","MS","Proprietary","24","72089"
"34643","3464300","ACADEMY OF HAIR DESIGN","MOSS POINT","MS","Proprietary","44","129091"
"14397","2244300","ACADEMY OF HAIR DESIGN #1","GRENADA","MS","Proprietary","191","454850"
"15779","2235900","ACADEMY OF HAIR DESIGN #4","PEARL","MS","Proprietary","59","158327"
"22516","2251600","ACADEMY OF HAIR DESIGN #6","HATTIESBURG","MS","Proprietary","83","225640"
"2396","239600","ALCORN STATE UNIVERSITY","ALCORN STATE","MS","Public 4 Year","2334","7662894"
"2397","239700","BELHAVEN COLLEGE","JACKSON","MS","Private 4 Year","1052","2818888"
"35253","3525300","BLUE CLIFF COLLEGE","GULFPORT","MS","Proprietary","167","411939"
"2398","239800","BLUE MOUNTAIN COLLEGE","BLUE MOUNTAIN","MS","Private 4 Year","227","601425"
"25860","2586000","BROCKS HAIR DESIGN COLLEGE","CARTHAGE","MS","Proprietary","117","329186"
"13902","2074900","CHRIS' BEAUTY COLLEGE","GULFPORT","MS","Proprietary","104","290941"
"2401","240100","COAHOMA COMMUNITY COLLEGE","CLARKSDALE","MS","Public 2 Year","2279","6957454"
"2402","240200","COPIAH-LINCOLN COMMUNITY COLLEGE","WESSON","MS","Public 2 Year","2117","6097811"
"41313","4131300","CORINTH ACADEMY OF COSMETOLOGY","CORNITH","MS","Proprietary","15","42980"
"16838","2502100","CREATIONS COLLEGE OF COSMETOLOGY","TUPELO","MS","Proprietary","75","186042"
"38483","3848300","DAY SPA CAREER COLLEGE","OCEAN SPRING","MS","Proprietary","49","129011"
"14335","2249900","DELTA BEAUTY COLLEGE","GREENVILLE","MS","Proprietary","65","158068"
"2403","240300","DELTA STATE UNIVERSITY","CLEVELAND","MS","Public 4 Year","1451","4394974"
"2404","240400","EAST CENTRAL COMMUNITY COLLEGE","DECATUR","MS","Public 2 Year","1499","4132251"
"2405","240500","EAST MISSISSIPPI COMM COLLEGE","SCOOBA","MS","Public 2 Year","3328","9137116"
"30040","3004000","FINAL TOUCH BEAUTY SCHOOL","MERIDIAN","MS","Proprietary","76","213566"
"15898","2251700","FOSTER'S COSMETOLOGY COLLEGE","RIPLEY","MS","Proprietary","36","75334"
"17126","2554600","GIBSON'S BARBER AND BEAUTY COLLEGE","WEST POINT","MS","Proprietary","53","165528"
"39633","3963300","HEALING TOUCH SCHOOL OF MASSAGE THERAPY","HATTIESBURG","MS","Proprietary","28","59509"
"2407","240700","HINDS COMMUNITY COLLEGE","RAYMOND","MS","Public 2 Year","6787","19137458"
"2408","240800","HOLMES COMMUNITY COLLEGE","GOODMAN","MS","Public 2 Year","3531","9006651"
"2409","240900","ITAWAMBA COMMUNITY COLLEGE","FULTON","MS","Public 2 Year","4457","12393046"
"2410","241000","JACKSON STATE UNIVERSITY","JACKSON","MS","Public 4 Year","5144","17036422"
"2411","241100","JONES COUNTY JUNIOR COLLEGE","ELLISVILLE","MS","Public 2 Year","2655","7251042"
"16788","2361200","MAGNOLIA BIBLE COLLEGE","KOSCIUSKO","MS","Private 4 Year","17","49781"
"16424","2320800","MAGNOLIA COLLEGE OF COSMETOLOGY","JACKSON","MS","Proprietary","157","419859"
"2413","241300","MERIDIAN COMMUNITY COLLEGE","MERIDIAN","MS","Public 2 Year","2033","5222588"
"2414","241400","MILLSAPS COLLEGE","JACKSON","MS","Private 4 Year","240","731252"
"2415","241500","MISSISSIPPI COLLEGE","CLINTON","MS","Private 4 Year","1098","3102163"
"14574","2302800","MISSISSIPPI COLLEGE OF BEAUTY CULT","LAUREL","MS","Proprietary","65","186371"
"2416","241600","MISSISSIPPI DELTA CMTY COLLEGE","MOORHEAD","MS","Public 2 Year","2280","6620234"
"2418","241702","MISSISSIPPI GULF CST CLG-JACKSON CN","GAUTIER","MS","Public 2 Year","1367","3502544"
"2419","241701","MISSISSIPPI GULF CST CLG-JEFF DAVIS","GULFPORT","MS","Public 2 Year","1351","3495751"
"2417","241700","MISSISSIPPI GULF CST CLG-PERKINSTON","PERKINSTON","MS","Public 2 Year","828","2228688"
"2423","242300","MISSISSIPPI STATE UNIVERSITY","MS STATE","MS","Public 4 Year","4117","12511445"
"2422","242200","MISSISSIPPI UNIV FOR WOMEN","COLUMBUS","MS","Public 4 Year","1185","3617191"
"2424","242400","MISSISSIPPI VALLEY STATE UNIVERSITY","ITTA BENA","MS","Public 4 Year","2433","8025925"
"2426","242600","NORTHEAST MS CMNTY COLLEGE","BOONEVILLE","MS","Public 2 Year","1740","4732771"
"2427","242700","NORTHWEST MISSISSIPPI COMMUNITY CLG","SENATOBIA","MS","Public 2 Year","3966","10659583"
"2430","243000","PEARL RIVER COMMUNITY COLLEGE","POPLARVILLE","MS","Public 2 Year","2854","7961716"
"2433","243300","RUST COLLEGE","HOLLY SPRINGS","MS","Private 4 Year","753","2360658"
"15024","243500","SOUTHEASTERN BAPTIST COLLEGE","LAUREL","MS","Private 4 Year","45","104395"
"2436","243600","SOUTHWEST MISSISSIPPI CMNTY CLG","SUMMIT","MS","Public 2 Year","1285","3463314"
"2439","243900","TOUGALOO COLLEGE","TOUGALOO","MS","Private 4 Year","629","2120476"
"32633","3263300","TRAXLER'S SCHOOL OF HAIR","JACKSON","MS","Proprietary","41","108066"
"2440","244000","UNIVERSITY OF MISSISSIPPI","UNIVERSITY","MS","Public 4 Year","2962","8932807"
"4688","244001","UNIVERSITY OF MISSISSIPPI - MED CTR","JACKSON","MS","Public 4 Year","127","357848"
"2441","244100","UNIVERSITY OF SOUTHERN MISSISSIPPI","HATTIESBURG","MS","Public 4 Year","5245","15526501"
"11461","1146100","WESLEY COLLEGE","FLORENCE","MS","Private 4 Year","70","220052"
"2447","244700","WILLIAM CAREY UNIVERSITY","HATTIESBURG","MS","Private 4 Year","1102","2989858"
"37634","3763400","""ACADEMY OF NAIL, SKIN & HAIR""","BILLINGS","MT","Proprietary","72","175042"
"8947","894700","""DAHL'S COLLEGE OF BEAUTY,INC""","GREAT FALLS","MT","Proprietary","27","64367"
"26213","2621300","ACADEMY OF COSMETOLOGY","BOZEMAN","MT","Proprietary","16","51695"
"14902","2510600","BLACKFEET COMMUNITY COLLEGE","BROWNING","MT","Public 2 Year","458","1387479"
"7900","790000","BUTTE ACADEMY OF BEAUTY CULTURE","BUTTE","MT","Proprietary","32","92242"
"2526","252600","CARROLL COLLEGE","HELENA","MT","Private 4 Year","315","876255"
"14878","2545200","CHIEF DULL KNIFE COLLEGE","LAME DEER","MT","Public 2 Year","142","401188"
"2529","252900","DAWSON COMMUNITY COLLEGE","GLENDIVE","MT","Public 2 Year","148","398212"
"6777","677700","FLATHEAD VALLEY COMMUNITY COLLEGE","KALISPELL","MT","Public 2 Year","545","1327644"
"16967","2517500","FORT BELKNAP COLLEGE","HARLEM","MT","Public 2 Year","138","389102"
"16616","2343000","FT PECK COMMUNITY COLLEGE","POPLAR","MT","Public 2 Year","186","523272"
"37783","3778300","HEALTH WORKS INSTITUTE","BOZEMAN","MT","Proprietary","18","45485"
"7570","757000","HELENA COLLEGE OF TECHNOLOGY","HELENA","MT","Public 2 Year","409","1013081"
"16135","2286600","LITTLE BIG HORN COLLEGE","CROW AGENCY","MT","Public 2 Year","221","652529"
"2528","252800","MILES COMMUNITY COLLEGE","MILES CITY","MT","Public 2 Year","242","640296"
"32053","3205300","MODERN BEAUTY SCHOOL","MISSOULA","MT","Proprietary","22","61103"
"2530","253000","MONTANA STATE UNIVERSITY - BILLINGS","BILLINGS","MT","Public 4 Year","1623","4178723"
"2532","253200","MONTANA STATE UNIVERSITY - BOZEMAN","BOZEMAN","MT","Public 4 Year","2808","7545451"
"2533","253300","MONTANA STATE UNIVERSITY-NORTHERN","HAVRE","MT","Public 4 Year","628","1738830"
"2531","253100","MONTANA TECH OF THE UNIV OF MONTANA","BUTTE","MT","Public 4 Year","780","2164463"
"9314","931400","MSU COLLEGE OF TECH-GREAT FALLS","GREAT FALLS","MT","Public 2 Year","791","1862752"
"2534","253400","ROCKY MOUNTAIN COLLEGE","BILLINGS","MT","Private 4 Year","294","832200"
"15023","2143400","SALISH KOOTENAI COLLEGE","PABLO","MT","Public 4 Year","620","1897934"
"26109","2610900","STONE CHILD COLLEGE","BOX ELDER","MT","Public 2 Year","226","609539"
"2527","252700","UNIVERSITY OF GREAT FALLS","GREAT FALLS","MT","Private 4 Year","305","842902"
"2536","253600","UNIVERSITY OF MONTANA (THE)","MISSOULA","MT","Public 4 Year","3841","10729579"
"2537","253700","UNIVERSITY OF MONTANA WESTERN (THE)","DILLON","MT","Public 4 Year","518","1460166"
"5463","546300","ALAMANCE COMMUNITY COLLEGE","GRAHAM","NC","Public 2 Year","1437","3632586"
"35134","3513400","APEX SCHOOL OF THEOLOGY","DURHAM","NC","Private 4 Year","51","149399"
"2906","290600","APPALACHIAN STATE UNIVERSITY","BOONE","NC","Public 4 Year","2754","7392363"
"14578","2110500","ART INSTITUTE OF CHARLOTTE (THE)","CHARLOTTE","NC","Proprietary","1205","2962400"
"41203","4120300","ASHEBORO BEAUTY SCHOOL OF RANDOLPH","ASHEBORO","NC","Proprietary","16","40869"
"4033","403300","ASHEVILLE BUNCOMBE TECH CMTY CLG","ASHEVILLE","NC","Public 2 Year","1360","3270795"
"2908","290800","BARTON COLLEGE","WILSON","NC","Private 4 Year","411","1046421"
"8558","855800","BEAUFORT COUNTY COMMUNITY COLLEGE","WASHINGTON","NC","Public 2 Year","807","2088078"
"2910","291000","BELMONT ABBEY COLLEGE","BELMONT","NC","Private 4 Year","557","1571132"
"2911","291100","BENNETT COLLEGE","GREENSBORO","NC","Private 4 Year","406","1389840"
"7987","798700","BLADEN COMMUNITY COLLEGE","DUBLIN","NC","Public 2 Year","1077","2951283"
"9684","968400","BLUE RIDGE COMMUNITY COLLEGE","FLAT ROCK","NC","Public 2 Year","501","1088411"
"2912","291200","BREVARD COLLEGE","BREVARD","NC","Private 4 Year","219","606231"
"7814","781400","BROOKSTONE COLLEGE OF BUSINESS","CHARLOTTE","NC","Proprietary","403","854304"
"15285","2170700","BRUNSWICK COMMUNITY COLLEGE","BOLIVA","NC","Public 2 Year","503","1199944"
"15358","647700","CABARRUS COLLEGE OF HEALTH SCIENCES","CONCORD","NC","Private 4 Year","98","209936"
"4835","483500","CALDWELL COMMUNITY CLG & TECH INST","HUDSON","NC","Public 2 Year","1402","3506387"
"2913","291300","CAMPBELL UNIVERSITY","BUIES CREEK","NC","Private 4 Year","1130","3132139"
"5320","532000","CAPE FEAR COMMUNITY COLLEGE","WILMINGTON","NC","Public 2 Year","2164","5175726"
"37773","3777300","CAROLINA ACAD OF COSMETIC ART & SCI","GASTONIA","NC","Proprietary","184","452927"
"16130","2286300","CAROLINA BEAUTY COLLEGE","HIGH POINT","NC","Proprietary","777","1972088"
"35703","3570300","CAROLINA CHRISTIAN COLLEGE","WINSTON-SALEM","NC","Private 4 Year","17","50087"
"41013","4101300","CAROLINA SCHOOL OF BROADCASTING","CHARLOTTE","NC","Proprietary","30","58990"
"31042","3104200","CAROLINAS COLLEGE OF HEALTH SCIENCE","CHARLOTTE","NC","Public 2 Year","85","132169"
"8081","808100","CARTERET COMMUNITY COLLEGE","MOREHEAD CITY","NC","Public 2 Year","672","1557088"
"2914","291400","CATAWBA COLLEGE","SALISBURY","NC","Private 4 Year","435","1246630"
"5318","531800","CATAWBA VALLEY COMMUNITY COLLEGE","HICKORY","NC","Public 2 Year","1583","3712153"
"5449","544900","CENTRAL CAROLINA COMMUNITY COLLEGE","SANFORD","NC","Public 2 Year","1400","3521459"
"2915","291500","CENTRAL PIEDMONT COMMUNITY COLLEGE","CHARLOTTE","NC","Public 2 Year","5614","12629064"
"2916","291600","CHOWAN UNIVERSITY","MURFREESBORO","NC","Private 4 Year","476","1385884"
"8082","808200","CLEVELAND COMMUNITY COLLEGE","SHELBY","NC","Public 2 Year","1447","3672834"
"5316","531600","COASTAL CAROLINA COMMUNITY COLLEGE","JACKSONVILLE","NC","Public 2 Year","1448","3596310"
"2917","291700","COLLEGE OF THE ALBEMARLE","ELIZABETH CITY","NC","Public 2 Year","758","1853628"
"13850","2205000","COLLEGE OF WILMINGTON","WILMINGTON","NC","Proprietary","67","137350"
"30644","3064400","COSM INST OF BEAUTY ARTS & SCIENCES","WINSTON-SALEM","NC","Proprietary","131","396222"
"8086","679900","CRAVEN COMMUNITY COLLEGE","NEW BERN","NC","Public 2 Year","1005","2527241"
"2918","291800","DAVIDSON COLLEGE","DAVIDSON","NC","Private 4 Year","114","339655"
"2919","291900","DAVIDSON COUNTY COMMUNITY COLLEGE","LEXINGTON","NC","Public 2 Year","1455","3306344"
"2920","292000","DUKE UNIVERSITY","DURHAM","NC","Private 4 Year","636","1902962"
"5448","544800","DURHAM TECHNICAL CMNTY COLLEGE","DURHAM","NC","Public 2 Year","1547","3415901"
"2923","292300","EAST CAROLINA UNIVERSITY","GREENVILLE","NC","Public 4 Year","5114","14942074"
"8855","885500","EDGECOMBE COMMUNITY COLLEGE","TARBORO","NC","Public 2 Year","1248","3068636"
"2926","292600","ELIZABETH CITY STATE UNIVERSITY","ELIZABETH CITY","NC","Public 4 Year","1903","6210808"
"2927","292700","ELON UNIVERSITY","ELON","NC","Private 4 Year","361","971539"
"15211","2210400","FAYETTEVILLE BEAUTY COLLEGE","FAYETTEVILLE","NC","Proprietary","24","66066"
