"OPEID","Name","State","Type & Control","Recips","Awards"
"21002","BROOKHAVEN COLLEGE","TX","Public 2 Year","2345","7624022"
"22948","CAPITOL CITY CAREERS","TX","Proprietary 2 Year","116","376059"
"20741","CAPITOL CITY TRADE & TECHNICAL SCHOOL","TX","Proprietary 2 Year","619","1951707"
"41385","CARDIOTECH ULTRASOUND SCHOOL","TX","Proprietary 2 Year","1","2675"
"25919","CAREER CENTERS OF TEXAS - EL PASO","TX","Proprietary 2 Year","2192","7239527"
"25911","CAREER POINT  COLLEGE","TX","Proprietary 2 Year","2799","9898303"
"34003","CAREER QUEST","TX","Proprietary 2 Year","619","2296817"
"40894","CCI TRAINING CENTER","TX","Proprietary 2 Year","168","527136"
"3561","CEDAR VALLEY COLLEGE","TX","Public 2 Year","2361","7807284"
"26047","CENTER FOR ADVANCED LEGAL STUDIES","TX","Proprietary 2 Year","153","582901"
"22391","CENTRAL TEXAS BEAUTY COLLEGE #2","TX","Proprietary 2 Year","232","921127"
"4003","CENTRAL TEXAS COLLEGE","TX","Public 2 Year","5952","17602006"
"10624","CENTRAL TEXAS COMMERCIAL COLLEGE","TX","Proprietary 2 Year","87","286072"
"41179","CHAMPION BEAUTY COLLEGE","TX","Proprietary 2 Year","33","101784"
"12930","CHARLES & SUE'S SCHOOL OF HAIR DESIGN","TX","Proprietary 2 Year","61","247617"
"3553","CISCO COLLEGE","TX","Public 2 Year","2174","7044949"
"3554","CLARENDON COLLEGE","TX","Public 2 Year","659","2474258"
"3546","COASTAL BEND COLLEGE","TX","Public 2 Year","2176","7328674"
"34224","COLLEGE OF BIBLICAL STUDIES-HOUSTON","TX","Private 4 Year","146","337663"
"31894","COLLEGE OF SAINT THOMAS MORE","TX","Private 4 Year","8","35900"
"7096","COLLEGE OF THE MAINLAND","TX","Public 2 Year","1244","3707121"
"23614","COLLIN COUNTY COMMUNITY COLLEGE","TX","Public 2 Year","4970","14828366"
"3556","COMMONWEALTH INSTITUTE OF FUNERAL SERVICE","TX","Private 2 Year","94","252977"
"25720","COMPUTER CAREER CENTER","TX","Proprietary 2 Year","1675","6060998"
"35423","CONCORDE CAREER INSTITUTE","TX","Proprietary 2 Year","1175","4121823"
"3557","CONCORDIA UNIVERSITY TEXAS","TX","Private 4 Year","407","1462391"
"20586","CONLEE'S COLLEGE OF COSMETOLOGY","TX","Proprietary 2 Year","36","129002"
"41611","CORPUS CHRISTI BEAUTY ACADEMY","TX","Proprietary 2 Year","11","51469"
"35094","CORYELL COSMETOLOGY COLLEGE","TX","Proprietary 2 Year","36","176451"
"12483","COSMETOLOGY CAREER CENTER-A PAUL MITCHELL PARTNER SCHOOL","TX","Proprietary 2 Year","323","1186441"
"21192","COURT REPORTING INSTITUTE OF DALLAS","TX","Proprietary 2 Year","732","2566143"
"6612","COVENANT SCHOOL OF NURSING AND ALLIED HEALTH","TX","Private 2 Year","140","499256"
"37276","CULINARY ACADEMY OF AUSTIN","TX","Proprietary 2 Year","30","70489"
"37233","CULINARY INSTITUTE ALAIN AND MARIE LENOTRE","TX","Proprietary 2 Year","183","688565"
"3560","DALLAS BAPTIST UNIVERSITY","TX","Private 4 Year","1155","3743689"
"36824","DALLAS BARBER & STYLIST COLLEGE","TX","Proprietary 2 Year","159","722448"
"6941","DALLAS CHRISTIAN COLLEGE","TX","Private 4 Year","170","619287"
"10761","DALLAS INSTITUTE OF FUNERAL SERVICE","TX","Private 2 Year","92","219895"
"34165","DALLAS NURSING INSTITUTE","TX","Proprietary 2 Year","613","2004983"
"41298","DALLAS SOUND LAB","TX","Proprietary 2 Year","170","411445"
"3563","DEL MAR COLLEGE","TX","Public 2 Year","5376","17868325"
"41548","DUVALL'S SCHOOL OF COSMETOLOGY","TX","Proprietary 2 Year","39","182622"
"3564","EAST TEXAS BAPTIST UNIVERSITY","TX","Private 4 Year","495","1873773"
"8510","EASTFIELD COLLEGE","TX","Public 2 Year","3730","12627647"
"4453","EL CENTRO COLLEGE","TX","Public 2 Year","3252","10703415"
"10387","EL PASO COUNTY COMMUNITY COLLEGE DISTRICT","TX","Public 2 Year","15380","60479110"
"22613","EVEREST INSTITUTE","TX","Proprietary 2 Year","4647","15676344"
"22671","EXPOSITO SCHOOL OF HAIR DESIGN","TX","Proprietary 2 Year","75","229926"
"32374","FARIS COMPUTER SCHOOL","TX","Proprietary 2 Year","24","99163"
"23067","FORT WORTH BEAUTY SCHOOL","TX","Proprietary 2 Year","212","573594"
"3568","FRANK PHILLIPS COLLEGE","TX","Public 2 Year","582","2257170"
"22760","FRANKLIN BEAUTY SCHOOL","TX","Proprietary 2 Year","139","558023"
"4972","GALVESTON COLLEGE","TX","Public 2 Year","1017","2989237"
"3570","GRAYSON COUNTY COLLEGE","TX","Public 2 Year","2555","8249083"
"10509","HALLMARK COLLEGE OF TECHNOLOGY","TX","Proprietary 4 Year","863","4102379"
"39703","HANDS ON THERAPY","TX","Proprietary 2 Year","94","235931"
"3571","HARDIN-SIMMONS UNIVERSITY","TX","Private 4 Year","658","2404858"
"36764","HEALTHY HAIR ACADEMY","TX","Proprietary 2 Year","320","1220349"
"3573","HILL COLLEGE","TX","Public 2 Year","1659","5325138"
"3576","HOUSTON BAPTIST UNIVERSITY","TX","Private 4 Year","1009","4029172"
"10633","HOUSTON COMMUNITY COLLEGE","TX","Public 2 Year","22997","72585171"
"25275","HOUSTON TRAINING SCHOOLS","TX","Proprietary 2 Year","911","2978468"
"38857","HOUSTON'S TRAINING AND EDUCATION CENTER (H-TEC)","TX","Proprietary 2 Year","136","452404"
"3574","HOWARD COUNTY JUNIOR COLLEGE","TX","Public 2 Year","1678","5182486"
"3575","HOWARD PAYNE UNIVERSITY","TX","Private 4 Year","467","1714967"
"3577","HUSTON - TILLOTSON UNIVERSITY","TX","Private 4 Year","678","2904444"
"30754","ICC TECHNICAL INSTITUTE","TX","Private 2 Year","80","290441"
"23313","INTERACTIVE LEARNING SYSTEMS","TX","Proprietary 2 Year","1371","4814565"
"12488","INTERNATIONAL BEAUTY COLLEGE #3","TX","Proprietary 2 Year","66","258145"
"9082","INTERNATIONAL BUSINESS COLLEGE","TX","Proprietary 2 Year","680","2285733"
"30714","ITT TECHNICAL INSTITUTE","TX","Proprietary 2 Year","725","2610882"
"23286","ITT TECHNICAL INSTITUTE -","TX","Proprietary 2 Year","1083","4337782"
"25801","IVERSON BUSINESS SCHOOL AND COURT REPORTING","TX","Proprietary 2 Year","522","1548753"
"3579","JACKSONVILLE COLLEGE-MAIN CAMPUS","TX","Private 2 Year","221","735975"
"3637","JARVIS CHRISTIAN COLLEGE","TX","Private 4 Year","556","2300713"
"36803","JAY'S TECHNICAL INSTITUTE","TX","Proprietary 2 Year","152","675900"
"31158","KAPLAN COLLEGE","TX","Proprietary 2 Year","3694","11828852"
"32723","KAPLAN COLLEGE","TX","Proprietary 2 Year","1431","4398284"
"9466","KAPLAN COLLEGE","TX","Proprietary 2 Year","5524","18022686"
"23182","KD STUDIO","TX","Proprietary 2 Year","137","748905"
"3580","KILGORE COLLEGE","TX","Public 2 Year","3281","11505180"
"35564","KUSSAD INSTITUTE OF COURT REPORTING","TX","Proprietary 2 Year","10","40200"
"36273","LAMAR INSTITUTE OF TECHNOLOGY","TX","Public 2 Year","1309","4173277"
"23582","LAMAR STATE COLLEGE - ORANGE","TX","Public 2 Year","1414","5032418"
"23485","LAMAR STATE COLLEGE - PORT ARTHUR","TX","Public 2 Year","846","3019506"
"3581","LAMAR UNIVERSITY","TX","Public 4 Year","3917","16341807"
"12297","LAREDO BEAUTY COLLEGE","TX","Proprietary 2 Year","229","709748"
"3582","LAREDO COMMUNITY COLLEGE","TX","Public 2 Year","5833","19561152"
"3583","LEE COLLEGE","TX","Public 2 Year","2285","8147552"
"3584","LETOURNEAU UNIVERSITY","TX","Private 4 Year","1454","5463759"
"8353","LINCOLN COLLEGE OF TECHNOLOGY","TX","Proprietary 2 Year","2038","8033962"
"3585","LON MORRIS COLLEGE","TX","Private 2 Year","573","2359694"
"11145","LONE STAR COLLEGE-NORTH HARRIS","TX","Public 2 Year","15235","46941837"
"3586","LUBBOCK CHRISTIAN UNIVERSITY","TX","Private 4 Year","662","2556797"
"35203","LUBBOCK HAIR ACADEMY","TX","Proprietary 2 Year","53","235746"
"40454","MAI-TRIX BEAUTY COLLEGE","TX","Proprietary 2 Year","72","296873"
"41255","MANUEL AND THERESA'S SCHOOL OF HAIR DESIGN","TX","Proprietary 2 Year","30","126143"
"3590","MCLENNAN COMMUNITY COLLEGE","TX","Public 2 Year","5305","20121155"
"3591","MCMURRY UNIVERSITY","TX","Private 4 Year","736","2856466"
"34244","MEDVANCE INSTITUTE","TX","Proprietary 2 Year","1427","4537423"
"12764","METROPLEX BEAUTY SCHOOL","TX","Proprietary 2 Year","106","353853"
"31110","MID-CITIES BARBER COLLEGE","TX","Proprietary 2 Year","118","439329"
"9797","MIDLAND COLLEGE","TX","Public 4 Year","1650","5171999"
"3592","MIDWESTERN STATE UNIVERSITY","TX","Public 4 Year","2065","7991926"
"34223","MILAN INSTITUTE","TX","Proprietary 2 Year","1047","3976002"
"22482","MILAN INSTITUTE OF COSMETOLOGY","TX","Proprietary 2 Year","1618","6288182"
"8498","MIMS CLASSIC BEAUTY COLLEGE","TX","Proprietary 2 Year","40","152888"
"36103","MJ'S BEAUTY ACADEMY","TX","Proprietary 2 Year","75","255064"
"8503","MOUNTAIN VIEW COLLEGE","TX","Public 2 Year","2710","9273260"
"31443","NATIONAL BEAUTY COLLEGE","TX","Proprietary 2 Year","43","151423"
"3593","NAVARRO COLLEGE","TX","Public 2 Year","4969","18053983"
"13003","NEILSON BEAUTY COLLEGE","TX","Proprietary 2 Year","46","160068"
"3558","NORTH CENTRAL TEXAS COLLEGE","TX","Public 2 Year","2724","8112318"
"20774","NORTH LAKE COLLEGE","TX","Public 2 Year","2184","7222860"
"23154","NORTHEAST TEXAS COMMUNITY COLLEGE","TX","Public 2 Year","1694","5698047"
"40453","NORTHWEST BEAUTY SCHOOL","TX","Proprietary 2 Year","66","228266"
"33033","NORTHWEST EDUCATIONAL CENTER","TX","Proprietary 2 Year","458","1475584"
"33723","NORTHWEST VISTA COLLEGE","TX","Public 2 Year","6081","19570827"
"26002","OCEAN CORPORATION, (THE)","TX","Proprietary 2 Year","290","1209962"
"3596","ODESSA COLLEGE","TX","Public 2 Year","1981","6092120"
"13016","OGLE SCHOOL HAIR SKIN NAILS","TX","Proprietary 2 Year","298","1096141"
"22305","OGLE SCHOOL HAIR SKIN NAILS","TX","Proprietary 2 Year","795","2796766"
"22306","OGLE SCHOOL HAIR SKIN NAILS","TX","Proprietary 2 Year","185","645619"
"3598","OUR LADY OF THE LAKE UNIVERSITY","TX","Private 4 Year","966","3807249"
"23413","PALO ALTO COLLEGE","TX","Public 2 Year","5234","17670195"
"3600","PANOLA COLLEGE","TX","Public 2 Year","1053","3197392"
"3601","PARIS JUNIOR COLLEGE","TX","Public 2 Year","3002","10547236"
"23053","PARKER COLLEGE OF CHIROPRACTIC","TX","Private 4 Year","70","141045"
"23577","PAUL MITCHELL THE SCHOOL","TX","Proprietary 2 Year","175","728743"
"3602","PAUL QUINN COLLEGE","TX","Private 4 Year","150","609060"
"41365","PCCENTER","TX","Proprietary 2 Year","63","199691"
"30198","PCI HEALTH TRAINING CENTER","TX","Proprietary 2 Year","1077","3625266"
"21761","PIPO ACADEMY OF HAIR DESIGN","TX","Proprietary 2 Year","54","230116"
"3630","PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY","TX","Public 4 Year","4516","20015682"
"40823","PROFESSIONAL CAREER TRAINING INSTITUTE","TX","Proprietary 2 Year","88","229296"
"39444","PROFESSIONAL CAREERS INSTITUTE","TX","Proprietary 2 Year","224","614584"
"3603","RANGER COLLEGE","TX","Public 2 Year","380","1295429"
"30265","REMINGTON COLLEGE - HOUSTON CAMPUS","TX","Proprietary 2 Year","2370","9480883"
"3604","RICE UNIVERSITY","TX","Private 4 Year","503","2068150"
"8504","RICHLAND COLLEGE","TX","Public 2 Year","3748","12646346"
"30288","ROYAL BEAUTY CAREERS","TX","Proprietary 2 Year","192","487683"
"31087","ROYAL BEAUTY CAREERS","TX","Proprietary 2 Year","433","1400146"
"3621","SAINT EDWARDS UNIVERSITY","TX","Private 4 Year","1399","5344307"
"3608","SAINT PHILIP'S COLLEGE","TX","Public 2 Year","6852","23611699"
"41658","SALON PROFESSIONAL ACADEMY (THE)","TX","Proprietary 2 Year","25","88662"
"3606","SAM HOUSTON STATE UNIVERSITY","TX","Public 4 Year","4829","20476758"
"9163","SAN ANTONIO COLLEGE","TX","Public 2 Year","13270","42816471"
"3609","SAN JACINTO COMMUNITY COLLEGE DISTRICT","TX","Public 2 Year","8016","25790091"
"26150","SANFORD-BROWN COLLEGE","TX","Proprietary 2 Year","2457","9402329"
"30323","SCHOOL OF AUTOMOTIVE MACHINISTS-","TX","Proprietary 2 Year","49","220505"
"3610","SCHREINER UNIVERSITY","TX","Private 4 Year","466","1793030"
"25307","SEBRING CAREER SCHOOLS","TX","Proprietary 2 Year","132","617620"
"25218","SEGUIN BEAUTY SCHOOL-SEGUIN","TX","Proprietary 2 Year","118","415473"
"3611","SOUTH PLAINS COLLEGE","TX","Public 2 Year","4181","13940740"
"39223","SOUTH TEXAS BARBER COLLEGE","TX","Proprietary 2 Year","34","155157"
"31034","SOUTH TEXAS COLLEGE","TX","Public 4 Year","15353","52465172"
"41468","SOUTH TEXAS TRAINING CENTER","TX","Proprietary 2 Year","73","264771"
"25488","SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE","TX","Proprietary 2 Year","2085","7468907"
"25494","SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE","TX","Proprietary 2 Year","2388","9059236"
"40363","SOUTHEAST TEXAS CAREER INSTITUTE","TX","Proprietary 2 Year","76","280717"
"30353","SOUTHERN CAREERS INSTITUTE","TX","Proprietary 2 Year","1996","6783837"
"3613","SOUTHERN METHODIST UNIVERSITY","TX","Private 4 Year","938","3947643"
"41317","SOUTHWEST CAREER COLLEGE","TX","Proprietary 2 Year","1075","4032763"
"20936","SOUTHWEST INSTITUTE OF TECHNOLOGY","TX","Proprietary 2 Year","23","98215"
"22183","SOUTHWEST SCHOOL OF BUSINESS & TECHNICAL CAREERS","TX","Proprietary 2 Year","819","2447741"
"3614","SOUTHWEST TEXAS JUNIOR COLLEGE","TX","Public 2 Year","3392","12388784"
"3619","SOUTHWESTERN ADVENTIST UNIVERSITY","TX","Private 4 Year","382","1532044"
"3616","SOUTHWESTERN ASSEMBLIES OF GOD UNIVERSITY","TX","Private 4 Year","907","3434244"
"3618","SOUTHWESTERN CHRISTIAN COLLEGE","TX","Private 4 Year","141","567659"
"3620","SOUTHWESTERN UNIVERSITY","TX","Private 4 Year","322","1310712"
"3623","ST MARY'S UNIVERSITY SAN ANTONIO","TX","Private 4 Year","1139","4606525"
"30618","STAR COLLEGE OF COSMETOLOGY","TX","Proprietary 2 Year","137","498432"
"35514","STATE BEAUTY ACADEMY","TX","Proprietary 2 Year","64","243571"
"3624","STEPHEN F AUSTIN STATE UNIVERSITY","TX","Public 4 Year","4900","18976922"
"20781","STEPHENVILLE BEAUTY COLLEGE","TX","Proprietary 2 Year","26","89280"
"3625","SUL ROSS STATE UNIVERSITY","TX","Public 4 Year","1494","6074190"
"30094","SW SCHOOL OF BUSINESS & TECHNICAL CAREERS","TX","Proprietary 2 Year","88","312322"
"30215","SW SCHOOL OF BUSINESS & TECHNICAL CAREERS","TX","Proprietary 2 Year","133","499904"
"3631","TARLETON STATE UNIVERSITY","TX","Public 4 Year","3479","13752507"
"3626","TARRANT COUNTY COLLEGE DISTRICT","TX","Public 2 Year","16268","51633644"
"3627","TEMPLE COLLEGE","TX","Public 2 Year","3314","11733253"
"3628","TEXARKANA COLLEGE","TX","Public 2 Year","1720","5418516"
"31703","TEXAS A & M UNIVERSITY - TEXARKANA","TX","Public 4 Year","507","1805746"
"9651","TEXAS A&M INTERNATIONAL UNIVERSITY","TX","Public 4 Year","3233","13379231"
"3632","TEXAS A&M UNIVERSITY","TX","Public 4 Year","8111","33478756"
"3565","TEXAS A&M UNIVERSITY - COMMERCE","TX","Public 4 Year","2897","12071259"
"11161","TEXAS A&M UNIVERSITY - CORPUS CHRISTI","TX","Public 4 Year","3223","14011923"
"3639","TEXAS A&M UNIVERSITY - KINGSVILLE","TX","Public 4 Year","3830","15492654"
"4948","TEXAS A&M UNIVERSITY SYSTEM HEALTH SCIENCE CENTER","TX","Public 4 Year","27","141344"
"25681","TEXAS BARBER COLLEGE","TX","Proprietary 2 Year","1337","5067783"
"41585","TEXAS BEAUTY COLLEGE","TX","Proprietary 2 Year","19","50328"
"3636","TEXAS CHRISTIAN UNIVERSITY","TX","Private 4 Year","1106","4378663"
"3638","TEXAS COLLEGE","TX","Private 4 Year","788","3476993"
"30250","TEXAS COLLEGE OF COSMETOLOGY","TX","Proprietary 2 Year","114","459476"
"31047","TEXAS COLLEGE OF COSMETOLOGY","TX","Proprietary 2 Year","56","223883"
"31795","TEXAS COLLEGE OF TRADITIONAL CHINESE MEDICINE","TX","Proprietary 4 Year","8","27675"
"25693","TEXAS CULINARY ACADEMY","TX","Proprietary 2 Year","5118","20552673"
"39873","TEXAS HEALTH SCHOOL","TX","Proprietary 2 Year","148","404825"
"3641","TEXAS LUTHERAN UNIVERSITY","TX","Private 4 Year","549","2143330"
"23122","TEXAS SCHOOL OF BUSINESS","TX","Proprietary 2 Year","2739","8621489"
"3642","TEXAS SOUTHERN UNIVERSITY","TX","Public 4 Year","5667","23920204"
"3634","TEXAS STATE TECHNICAL COLLEGE","TX","Public 2 Year","3746","17532648"
"9225","TEXAS STATE TECHNICAL COLLEGE HARLINGEN","TX","Public 2 Year","3973","16102211"
"33965","TEXAS STATE TECHNICAL COLLEGE MARSHALL","TX","Public 2 Year","533","2277509"
"9932","TEXAS STATE TECHNICAL COLLEGE WEST TEXAS","TX","Public 2 Year","1051","4403836"
"3615","TEXAS STATE UNIVERSITY-SAN MARCOS","TX","Public 4 Year","8686","35503196"
"3644","TEXAS TECH UNIVERSITY","TX","Public 4 Year","6246","25123379"
"10674","TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER","TX","Public 4 Year","156","686722"
"22548","TEXAS VOCATIONAL SCHOOL","TX","Proprietary 2 Year","129","449234"
"3645","TEXAS WESLEYAN UNIVERSITY","TX","Private 4 Year","880","3299155"
"3646","TEXAS WOMANS UNIVERSITY","TX","Public 4 Year","3182","12517045"
"3662","THE VICTORIA COLLEGE","TX","Public 2 Year","1656","5398237"
"12932","TINT SCHOOL OF MAKEUP & COSMETOLOGY","TX","Proprietary 2 Year","61","210717"
"30352","TINT SCHOOL OF MAKEUP & COSMETOLOGY","TX","Proprietary 2 Year","133","461717"
"33713","TONI&GUY HAIRDRESSING ACADEMY","TX","Proprietary 2 Year","89","460544"
"32753","TOUCH OF CLASS SCHOOL OF COSMETOLOGY","TX","Proprietary 2 Year","111","475405"
"37143","TREND BARBER COLLEGE","TX","Proprietary 2 Year","229","1175562"
"3647","TRINITY UNIVERSITY","TX","Private 4 Year","288","1036123"
"3572","TRINITY VALLEY COMMUNITY COLLEGE","TX","Public 2 Year","3016","9691473"
"22246","TRI-STATE COSMETOLOGY INSTITUTE","TX","Proprietary 2 Year","361","1379905"
"3648","TYLER JUNIOR COLLEGE","TX","Public 2 Year","4896","17387909"
"23620","UNIVERSAL TECHNICAL INSTITUTE","TX","Proprietary 2 Year","3464","15292940"
"22859","UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES","TX","Proprietary 2 Year","807","2881642"
"23260","UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES","TX","Proprietary 2 Year","84","269438"
"30118","UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES","TX","Proprietary 2 Year","110","322431"
"3651","UNIVERSITY OF DALLAS","TX","Private 4 Year","297","1131771"
"3652","UNIVERSITY OF HOUSTON","TX","Public 4 Year","10810","42352172"
"3612","UNIVERSITY OF HOUSTON - DOWNTOWN","TX","Public 4 Year","6157","23016009"
"13231","UNIVERSITY OF HOUSTON - VICTORIA","TX","Public 4 Year","793","2896981"
"11711","UNIVERSITY OF HOUSTON-CLEAR LAKE","TX","Public 4 Year","1553","5658300"
"3588","UNIVERSITY OF MARY HARDIN-BAYLOR","TX","Private 4 Year","1047","4040427"
"3594","UNIVERSITY OF NORTH TEXAS","TX","Public 4 Year","8868","33355246"
"3654","UNIVERSITY OF SAINT THOMAS","TX","Private 4 Year","541","2215858"
"3658","UNIVERSITY OF TEXAS - AUSTIN","TX","Public 4 Year","9995","42489488"
"3599","UNIVERSITY OF TEXAS - PAN AMERICAN","TX","Public 4 Year","10925","51969917"
"3656","UNIVERSITY OF TEXAS AT ARLINGTON","TX","Public 4 Year","8865","32439027"
"30646","UNIVERSITY OF TEXAS AT BROWNSVILLE","TX","Public 4 Year","8830","32670569"
"9741","UNIVERSITY OF TEXAS AT DALLAS","TX","Public 4 Year","2906","11320120"
"3661","UNIVERSITY OF TEXAS AT EL PASO","TX","Public 4 Year","10278","45116921"
"10115","UNIVERSITY OF TEXAS AT SAN ANTONIO","TX","Public 4 Year","10857","43430150"
"11163","UNIVERSITY OF TEXAS AT TYLER","TX","Public 4 Year","1872","7015240"
"4951","UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON","TX","Public 4 Year","102","473858"
"3659","UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO","TX","Public 4 Year","272","1005061"
"25554","UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER","TX","Public 4 Year","75","447521"
"4952","UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON","TX","Public 4 Year","155","782026"
"9930","UNIVERSITY OF TEXAS OF THE PERMIAN BASIN","TX","Public 4 Year","1068","3819180"
"10019","UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS (THE)","TX","Public 4 Year","20","87492"
"3578","UNIVERSITY OF THE INCARNATE WORD","TX","Private 4 Year","2244","9146234"
"36124","VALLEY GRANDE INSTITUTE FOR ACADEMIC STUDIES","TX","Private 2 Year","575","2104582"
"10060","VERNON COLLEGE","TX","Public 2 Year","1467","4800210"
"21448","VET TECH INSTITUTE OF HOUSTON","TX","Proprietary 2 Year","189","773006"
"12020","VICTORIA BEAUTY COLLEGE","TX","Proprietary 2 Year","134","417725"
"10130","WADE COLLEGE","TX","Proprietary 2 Year","212","1245450"
"3663","WAYLAND BAPTIST UNIVERSITY - PLAINVIEW CAMPUS","TX","Private 4 Year","1212","3872676"
"3664","WEATHERFORD COLLEGE","TX","Public 2 Year","1772","6000811"
"3665","WEST TEXAS A&M UNIVERSITY","TX","Public 4 Year","2493","9265545"
"20983","WESTERN TECHNICAL COLLEGE","TX","Proprietary 2 Year","1572","6169515"
"9549","WESTERN TEXAS COLLEGE","TX","Public 2 Year","420","1424702"
"3668","WHARTON COUNTY JUNIOR COLLEGE","TX","Public 2 Year","1834","6099973"
"3669","WILEY COLLEGE","TX","Private 4 Year","1035","4604929"
"41699","AMERICAN BEAUTY ACADEMY","UT","Proprietary 2 Year","14","39225"
"22708","AMERITECH COLLEGE","UT","Proprietary 2 Year","229","962295"
"40723","AVEDA INSTITUTE PROVO","UT","Proprietary 2 Year","57","250674"
"21154","BRIDGERLAND APPLIED TECHNOLOGY COLLEGE","UT","Public 2 Year","303","924049"
"3670","BRIGHAM YOUNG UNIVERSITY","UT","Private 4 Year","10644","44503673"
"39213","CAMEO COLLEGE OF ESSENTIAL BEAUTY","UT","Proprietary 2 Year","153","539877"
"34633","CAREERS UNLIMITED","UT","Proprietary 4 Year","48","209639"
"3676","COLLEGE OF EASTERN UTAH","UT","Public 2 Year","889","3205803"
"21566","DAVIS APPLIED TECHNOLOGY COLLEGE","UT","Public 2 Year","505","1023665"
"41217","DIXIE APPLIED TECHNOLOGY COLLEGE","UT","Public 2 Year","42","100720"
"3671","DIXIE STATE COLLEGE OF UTAH","UT","Public 4 Year","4038","14567854"
"21785","EAGLE GATE COLLEGE","UT","Proprietary 4 Year","1287","4405002"
"31082","ECHELON EDGE ACADEMY OF HAIR SKIN & NAILS","UT","Proprietary 2 Year","69","278562"
"25731","EVANS HAIRSTYLING COLLEGE","UT","Proprietary 2 Year","29","104489"
"25727","EVANS HAIRSTYLING COLLEGE","UT","Proprietary 4 Year","27","107091"
"22985","EVEREST COLLEGE","UT","Proprietary 4 Year","1744","6025867"
"31104","HAIRITAGE HAIR ACADEMY","UT","Proprietary 2 Year","49","213434"
"36173","HEALING MOUNTAIN MASSAGE SCHOOL","UT","Proprietary 2 Year","38","154504"
"41181","IMAGEWORKS ACADEMY OF HAIR DESIGN","UT","Proprietary 2 Year","41","163304"
"23610","ITT TECHNICAL INSTITUTE","UT","Proprietary 2 Year","2422","8822026"
"3672","LATTER DAY SAINTS BUSINESS COLLEGE","UT","Private 2 Year","606","2186704"
"25040","MARINELLO SCHOOL OF BEAUTY","UT","Proprietary 2 Year","101","414556"
"25161","MARINELLO SCHOOL OF BEAUTY","UT","Proprietary 2 Year","117","418710"
"26122","MARINELLO SCHOOL OF BEAUTY","UT","Proprietary 2 Year","90","305024"
"39093","MAXIMUM STYLE TEC SCHOOL OF COSMETOLOGY","UT","Proprietary 2 Year","45","168123"
"34133","MOUNTAINLAND APPLIED TECHNOLOGY COLLEGE","UT","Public 2 Year","121","237144"
"30821","MYOTHERAPY COLLEGE OF UTAH","UT","Proprietary 2 Year","52","112168"
"10098","NEUMONT UNIVERSITY","UT","Proprietary 4 Year","132","545454"
"38383","OGDEN INSTITUTE OF MASSAGE THERAPY","UT","Proprietary 2 Year","22","52290"
"23465","OGDEN WEBER APPLIED TECHNOLOGY COLLEGE","UT","Public 2 Year","596","1407820"
"25318","PAUL MITCHELL THE SCHOOL","UT","Proprietary 2 Year","972","3926321"
"25568","PAUL MITCHELL THE SCHOOL","UT","Proprietary 2 Year","300","1349786"
"25577","PREMIER HAIR ACADEMY","UT","Proprietary 2 Year","30","138970"
"23608","PROVO COLLEGE","UT","Proprietary 2 Year","670","2341311"
"41530","RENAISSANCE ACADEMIE","UT","Proprietary 2 Year","21","85273"
"39023","RENAISSANCE SCHOOL OF THERAPEUTIC MASSAGE","UT","Proprietary 2 Year","12","28551"
"5220","SALT LAKE COMMUNITY COLLEGE","UT","Public 2 Year","10371","31006081"
"9433","SHERMAN KENDALL'S ACADEMY OF BEAUTY ARTS & SCIENCES","UT","Proprietary 2 Year","50","203091"
"20788","SHERMAN KENDALL'S ACADEMY OF BEAUTY ARTS AND SCIENCES","UT","Proprietary 2 Year","43","181032"
"41421","SKIN INSTITUTE (THE)","UT","Proprietary 2 Year","19","76003"
"41455","SKIN SCIENCE INSTITUTE (THE)","UT","Proprietary 2 Year","54","211203"
"38295","SKINWORKS SCHOOL OF ADVANCED SKINCARE","UT","Proprietary 2 Year","33","124994"
"3679","SNOW COLLEGE","UT","Public 2 Year","1263","4625900"
"3678","SOUTHERN UTAH UNIVERSITY","UT","Public 4 Year","2943","11720938"
"40543","SOUTHWEST APPLIED TECHNOLOGY COLLEGE","UT","Public 2 Year","71","150620"
"3674","STEVENS HENAGER COLLEGE","UT","Proprietary 4 Year","5417","26459667"
"11165","UINTAH BASIN APPLIED TECHNOLOGY COLLEGE","UT","Public 2 Year","47","175083"
"3675","UNIVERSITY OF UTAH","UT","Public 4 Year","6187","22817771"
"11166","UTAH CAREER COLLEGE","UT","Proprietary 4 Year","1286","3493055"
"30306","UTAH COLLEGE OF MASSAGE THERAPY","UT","Proprietary 2 Year","2274","6591730"
