"PELLID","OPEID","GAPSID","Name","State","Type & Control","Recipients","Awards"
"16644","2343400","808","BELLUS ACADEMY, THE ACADEMY OF BEAUTY AND SPA","CA","Proprietary","166","488800.84999999998"
"14311","2242700","4017","BERKELEY CITY COLLEGE","CA","Public 2 year","880","2064119.5"
"1121","112100","1097","BETHANY UNIVERSITY OF THE ASSEMBLIES OF GOD","CA","Private 4 Year","163","465843.44"
"32663","3266300","4896","BETHESDA CHRISTIAN UNIVERSITY","CA","Private 4 Year","18","65171"
"41330","4133000","6277","BIOHEALTH COLLEGE","CA","Proprietary","91","300403"
"1122","112200","5089","BIOLA UNIVERSITY","CA","Private 4 Year","972","3040299.3300000001"
"41372","4137200","6224","BORNER'S BARBER COLLEGE","CA","Proprietary","15","45498.949999999997"
"15384","2180600","5879","BRIDGES ACADEMY OF BEAUTY","CA","Proprietary","11","29461"
"13703","2065500","3670","BROOKS COLLEGE","CA","Proprietary","30","58404"
"1123","112300","1098","BROOKS INSTITUTE","CA","Proprietary","445","1482639.6000000001"
"17050","2543400","4377","BROWNSON TECHNICAL SCHOOL","CA","Proprietary","176","505330.75"
"7164","716400","508","BRYAN COLLEGE","CA","Proprietary","381","1012516.1"
"33993","3399300","4960","BRYAN COLLEGE","CA","Proprietary","414","1241480.3400000001"
"6972","807300","3036","BUTTE COLLEGE","CA","Public 2 year","5269","14868220"
"1124","112400","1099","CABRILLO COLLEGE","CA","Public 2 year","2966","7801576"
"41528","4152800","6482","CALIFORNIA ACADEMY (THE) - A PAUL MITCHELL PARTNER SCHOOL","CA","Proprietary","3","3629"
"1125","112500","1100","CALIFORNIA BAPTIST UNIVERSITY","CA","Private 4 Year","1053","3102398.8900000001"
"13828","2065700","3671","CALIFORNIA BEAUTY COLLEGE","CA","Proprietary","32","101140"
"39745","3974500","5786","CALIFORNIA CAREER COLLEGE","CA","Proprietary","60","153150"
"16896","2520200","5395","CALIFORNIA CAREER SCHOOL","CA","Proprietary","9","16847.5"
"14128","884400","3113","CALIFORNIA CHRISTIAN COLLEGE","CA","Private 4 Year","15","58450"
"1127","112700","16","CALIFORNIA COLLEGE OF THE ARTS","CA","Private 4 Year","417","1390826.46"
"36984","3698400","5479","CALIFORNIA COLLEGE OF VOCATIONAL CAREERS","CA","Proprietary","57","203810"
"14683","2110800","3751","CALIFORNIA COLLEGE SAN DIEGO","CA","Proprietary","793","2404269.1099999999"
"15698","2220200","3973","CALIFORNIA CULINARY ACADEMY","CA","Proprietary","364","1160106.8100000001"
"11865","1186500","3484","CALIFORNIA HAIR DESIGN ACADEMY","CA","Proprietary","97","293183.17999999999"
"36813","3681300","5402","CALIFORNIA HEALING ARTS COLLEGE","CA","Proprietary","95","277966"
"12154","1215400","3511","CALIFORNIA INSTITUTE OF INTEGRAL STUDIES","CA","Private 4 Year","40","122032"
"1131","113100","17","CALIFORNIA INSTITUTE OF TECHNOLOGY","CA","Private 4 Year","103","326281"
"1132","113200","1101","CALIFORNIA INSTITUTE OF THE ARTS","CA","Private 4 Year","242","947865"
"1133","113300","1102","CALIFORNIA LUTHERAN UNIVERSITY","CA","Private 4 Year","417","1290726.8799999999"
"1134","113400","1103","CALIFORNIA MARITIME ACADEMY","CA","Public 4 year","201","712200.17000000004"
"39353","3935300","6464","CALIFORNIA NURSES EDUCATIONAL INSTITUTE","CA","Proprietary","15","21773"
"1143","114300","1107","CALIFORNIA POLYTECHNIC STATE UNIVERSITY","CA","Public 4 year","2984","9658442"
"32103","3210300","4873","CALIFORNIA SCHOOL OF CULINARY ARTS","CA","Proprietary","953","3137239.9199999999"
"1144","114400","1108","CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA","CA","Public 4 year","6684","22554026"
"1140","114000","18","CALIFORNIA STATE UNIVERSITY - LOS ANGELES","CA","Public 4 year","8911","28237574.760000002"
"1150","115000","24","CALIFORNIA STATE UNIVERSITY - SACRAMENTO","CA","Public 4 year","9033","29435577.039999999"
"39803","3980300","5784","CALIFORNIA STATE UNIVERSITY CHANNEL ISLANDS","CA","Public 4 year","965","3118296.27"
"7993","799300","541","CALIFORNIA STATE UNIVERSITY, BAKERSFIELD","CA","Public 4 year","3486","11604208"
"1146","114600","21","CALIFORNIA STATE UNIVERSITY, CHICO","CA","Public 4 year","5281","16698691"
"1141","114100","19","CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS","CA","Public 4 year","4279","13591663"
"1138","113800","1105","CALIFORNIA STATE UNIVERSITY, EAST BAY","CA","Public 4 year","3961","12486101.73"
"1147","114700","22","CALIFORNIA STATE UNIVERSITY, FRESNO","CA","Public 4 year","8562","29562440.449999999"
"1137","113700","1104","CALIFORNIA STATE UNIVERSITY, FULLERTON","CA","Public 4 year","9926","28265830.440000001"
"1139","113900","1106","CALIFORNIA STATE UNIVERSITY, LONG BEACH","CA","Public 4 year","10164","35116185.729999997"
"32603","3260300","4893","CALIFORNIA STATE UNIVERSITY, MONTEREY BAY","CA","Public 4 year","1539","4978768.8700000001"
"1153","115300","1109","CALIFORNIA STATE UNIVERSITY, NORTHRIDGE","CA","Public 4 year","12100","40196597.700000003"
"1142","114200","20","CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO","CA","Public 4 year","7215","23883323"
"30113","3011300","924","CALIFORNIA STATE UNIVERSITY, SAN MARCOS","CA","Public 4 year","2207","6949464.54"
"1157","115700","1111","CALIFORNIA STATE UNIVERSITY, STANISLAUS","CA","Public 4 year","3239","10301724.380000001"
"38743","3874300","5655","CAMBRIDGE JUNIOR COLLEGE","CA","Proprietary","166","532589.93000000005"
"6973","697300","2878","CANADA COLLEGE","CA","Public 2 year","652","1740923"
"41387","4138700","6253","CAO INSTITUTE OF AESTHETICS (THE)","CA","Proprietary","64","196950"
"13914","2125000","3784","CAREER ACADEMY OF BEAUTY","CA","Proprietary","140","339043.88"
"37974","3797400","5619","CAREER CARE INSTITUTE","CA","Proprietary","515","1440318"
"41192","4119200","5977","CAREER COLLEGE CONSULTANTS","CA","Proprietary","94","294609"
"40563","4056300","5849","CAREER COLLEGE OF CALIFORNIA","CA","Proprietary","8","10514.5"
"41345","4134500","6070","CAREER COLLEGE OF SAN DIEGO","CA","Proprietary","107","279770.94"
"34274","3427400","4983","CAREER COLLEGES OF AMERICA","CA","Proprietary","2044","6007403"
"41442","4144200","6454","CAREER DEVELOPMENT INSTITUTE","CA","Proprietary","2","3873.8800000000001"
"32423","3242300","1003","CAREER NETWORKS INSTITUTE","CA","Proprietary","431","1169339.1200000001"
"6731","673100","2843","CASA LOMA COLLEGE","CA","Private 2 Year","530","1526015.1899999999"
"16516","2332800","5259","CENTER FOR EMPLOYMENT TRAINING","CA","Private 2 Year","3082","9184245.5199999996"
"30977","3097700","984","CENTRAL CALIFORNIA SCHOOL OF CONTINUING EDUCATION","CA","Proprietary","133","475689"
"26023","2602300","4491","CENTRAL COAST COLLEGE","CA","Proprietary","257","589069"
"1161","116100","1112","CERRITOS COMMUNITY COLLEGE","CA","Public 2 year","6522","16531408.42"
"1162","116200","1113","CHABOT COLLEGE","CA","Public 2 year","3107","7849179"
"1163","116300","1114","CHAFFEY COMMUNITY COLLEGE","CA","Public 2 year","4933","12293595"
"41264","4126400","6316","CHAMPION INSTITUTE OF COSMETOLOGY","CA","Proprietary","14","47063"
"1164","116400","1115","CHAPMAN UNIVERSITY","CA","Private 4 Year","1671","4845274.5199999996"
"13653","1036500","3329","CHARLES DREW UNIVERSITY OF MEDICINE AND SCIENCE","CA","Private 4 Year","75","215076.04000000001"
"32783","3278300","4903","CHARTER COLLEGE","CA","Proprietary","1199","3451506.8399999999"
"38525","3852500","5642","CIT COLLEGE OF INFOMEDICAL TECHNOLOGY","CA","Proprietary","372","1097366.27"
"1166","116600","28","CITRUS COMMUNITY COLLEGE","CA","Public 2 year","3094","7612200"
"12874","450200","2513","CITY COLLEGE OF SAN FRANCISCO","CA","Public 2 year","7023","19781432.399999999"
"1170","117000","1116","CLAREMONT MCKENNA COLLEGE","CA","Private 4 Year","126","459839"
"14919","2147400","3823","CLEVELAND CHIROPRACTIC COLLEGE","CA","Private 4 Year","46","112034"
"16330","2309500","4161","CLOVIS ADULT EDUCATION","CA","Public 2 year","159","379258.58000000002"
"41153","4115300","5893","COACHELLA VALLEY BEAUTY COLLEGE","CA","Proprietary","59","177420"
"41265","4126500","6113","COAST CAREER INSTITUTE","CA","Proprietary","138","278537"
"40923","4092300","5980","COASTLINE BEAUTY COLLEGE","CA","Proprietary","185","564838.94999999995"
"13536","2063500","3665","COASTLINE COMMUNITY COLLEGE","CA","Public 2 year","914","2400765"
"35773","3577300","5113","COBA ACADEMY","CA","Proprietary","30","81719.800000000003"
"1177","117700","1121","COGSWELL POLYTECHNICAL COLLEGE","CA","Private 4 Year","42","119358.8"
"9273","729600","2914","COLEMAN UNIVERSITY","CA","Private 4 Year","243","668089.77000000002"
"15686","2220000","737","COLLEEN O'HARA'S BEAUTY ACADEMY","CA","Proprietary","255","737069"
"6720","672000","2841","COLLEGE OF ALAMEDA","CA","Public 2 year","1142","2855491.6800000002"
"1178","117800","1122","COLLEGE OF MARIN","CA","Public 2 year","1220","3385643.5499999998"
"1181","118100","1124","COLLEGE OF SAN MATEO","CA","Public 2 year","976","2743040.1699999999"
"8903","890300","5291","COLLEGE OF THE CANYONS","CA","Public 2 year","1905","4822662"
"1182","118200","1125","COLLEGE OF THE DESERT","CA","Public 2 year","2319","6213427.7599999998"
"1185","118500","1127","COLLEGE OF THE REDWOODS","CA","Public 2 year","2739","7340663.0099999998"
"1186","118600","1128","COLLEGE OF THE SEQUOIAS","CA","Public 2 year","4710","12281255"
"1187","118700","1129","COLLEGE OF THE SISKIYOUS","CA","Public 2 year","1112","2946262"
"7707","770700","2991","COLUMBIA COLLEGE","CA","Public 2 year","685","1832923.2"
"14697","2110200","3750","COLUMBIA COLLEGE-HOLLYWOOD","CA","Private 4 Year","136","414905.53000000003"
"32503","3250300","4888","COMMUNITY BASED EDUCATION AND DEVELOPMENT","CA","Private 2 Year","436","1631771.53"
"38744","3874400","5627","COMMUNITY CHRISTIAN COLLEGE","CA","Private 2 Year","61","130828.97"
"36953","3695300","5551","COMMUNITY ENHANCEMENT SERVICES","CA","Private 2 Year","167","450916"
"37593","3759300","5513","COMPUTER TUTOR BUSINESS AND TECHNICAL INSTITUTE","CA","Proprietary","96","242784.29000000001"
"7607","760700","2974","CONCORDE CAREER COLLEGE","CA","Proprietary","724","2047163"
"7930","793000","3021","CONCORDE CAREER COLLEGE","CA","Proprietary","931","2355824"
"8071","807100","3035","CONCORDE CAREER COLLEGE","CA","Proprietary","735","2228751"
"8537","853700","3088","CONCORDE CAREER COLLEGE","CA","Proprietary","1169","3221523.6899999999"
"13885","2070500","3683","CONCORDIA UNIVERSITY","CA","Private 4 Year","312","975449"
"1190","119000","29","CONTRA COSTA COLLEGE","CA","Public 2 year","1581","4645042.1699999999"
"35424","3542400","5049","COPPER MOUNTAIN COLLEGE","CA","Public 2 year","775","2066990"
"7536","753600","2959","COSUMNES RIVER COLLEGE","CA","Public 2 year","2951","8152123"
"9272","927200","3174","CRAFTON HILLS COLLEGE","CA","Public 2 year","1071","2635996.2000000002"
"25964","2596400","4474","CRIMSON TECHNICAL COLLEGE","CA","Proprietary","319","1037433"
"40033","4003300","5758","CSI CAREER COLLEGE","CA","Proprietary","241","675481.60999999999"
"1192","119200","1132","CUESTA COLLEGE","CA","Public 2 year","1484","4064383.8799999999"
"14435","2111300","3754","CUYAMACA COLLEGE","CA","Public 2 year","1511","4482011"
"1193","119300","30","CYPRESS COLLEGE","CA","Public 2 year","3082","8677424.1400000006"
"4480","448000","2508","DE ANZA COMMUNITY COLLEGE","CA","Public 2 year","2958","8833562.1799999997"
"30256","3025600","4582","DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE","CA","Private 4 Year","5","12405"
"16233","2298000","4137","DESIGN INSTITUTE OF SAN DIEGO","CA","Proprietary","144","405313"
"36463","3646300","5202","DESIGN'S SCHOOL OF COSMETOLOGY","CA","Proprietary","121","416793"
"1191","119100","1131","DIABLO VALLEY COLLEGE","CA","Public 2 year","1958","5755350.3899999997"
"17136","2553600","4399","DIVERSIFIED LANGUAGE INSTITUTE","CA","Proprietary","1157","3559765"
"1196","119600","1133","DOMINICAN UNIVERSITY OF CALIFORNIA","CA","Private 4 Year","372","1168593"
"31095","3109500","4761","DONGGUK UNIVERSITY LOS ANGELES","CA","Private 4 Year","17","43646"
"1222","2226000","5263","EAST LOS ANGELES COLLEGE","CA","Public 2 year","6301","18898494.960000001"
"31166","3116600","5481","EAST SAN GABRIEL VALLEY ROP AND TECHNICAL CENTER","CA","Public 2 year","276","564143"
"1197","119700","1134","EL CAMINO COLLEGE","CA","Public 2 year","6283","17118489"
"14484","2091200","5137","ELEGANCE INTERNATIONAL","CA","Proprietary","71","176639.26999999999"
"32823","3282300","4905","ELITE BEAUTY COLLEGE","CA","Proprietary","239","764365"
"9032","903200","564","EMPIRE COLLEGE","CA","Proprietary","338","1070890.03"
"34134","3413400","4968","ENGLISH CENTER  (THE)","CA","Private 2 Year","160","460852.22999999998"
"15125","2167800","3862","ESTES INSTITUTE OF COSMETOLOGY ARTS & SCIENCES","CA","Proprietary","98","280592"
"31954","3195400","1001","EVEREST COLLEGE","CA","Proprietary","205","509976"
"8090","809000","3044","EVEREST COLLEGE","CA","Proprietary","1527","4174295"
"11024","1102400","3407","EVEREST COLLEGE","CA","Proprietary","3175","8380672"
"4494","449400","2512","EVEREST COLLEGE","CA","Proprietary","1425","3442128"
"7606","760600","2973","EVEREST COLLEGE","CA","Proprietary","1070","2783744"
"11107","1110700","3414","EVEREST COLLEGE","CA","Proprietary","1120","2728498.8300000001"
"11109","1110900","3415","EVEREST COLLEGE","CA","Proprietary","1865","4824389"
"11121","1112100","3419","EVEREST COLLEGE","CA","Proprietary","766","1892645"
"11123","1112300","3420","EVEREST COLLEGE","CA","Proprietary","2753","6776710.4199999999"
"12061","1206100","3505","EVEREST COLLEGE","CA","Proprietary","512","1350288"
"30723","3072300","4651","EVEREST COLLEGE","CA","Proprietary","4028","10436371"
"12452","1245200","3546","EVERGREEN VALLEY COLLEGE","CA","Public 2 year","2541","7542228.0099999998"
"39733","3973300","5752","EX'PRESSION COLLEGE FOR DIGITAL ARTS","CA","Proprietary","433","1543710.74"
"15756","2234300","3996","FASHION CAREERS COLLEGE","CA","Proprietary","79","248936"
"11112","1111200","3416","FASHION INSTITUTE OF DESIGN & MERCHANDISING -","CA","Proprietary","1580","4947487.9199999999"
"8597","859700","3097","FEATHER RIVER COLLEGE","CA","Public 2 year","464","1426730.1499999999"
"7253","725300","510","FEDERICO BEAUTY INSTITUTE","CA","Proprietary","168","473892.09999999998"
"31313","3131300","4831","FIVE BRANCHES UNIVERSITY","CA","Private 4 Year","10","24021"
"38713","3871300","5731","FOLSOM LAKE COLLEGE","CA","Public 2 year","1198","3225079"
"1199","119900","1135","FOOTHILL COLLEGE","CA","Public 2 year","983","2596735.1499999999"
"31623","3162300","5207","FOUR-D COLLEGE","CA","Proprietary","872","2701737.0299999998"
"13557","2230900","3990","FREDRICK AND CHARLES BEAUTY COLLEGE","CA","Proprietary","65","203562"
"30399","3039900","945","FREMONT COLLEGE","CA","Proprietary","180","576058.97999999998"
"1307","130700","47","FRESNO CITY COLLEGE","CA","Public 2 year","10370","28196228.5"
"1253","125300","1164","FRESNO PACIFIC UNIVERSITY","CA","Private 4 Year","782","2222270.5099999998"
"1201","120100","31","FULLERTON COLLEGE","CA","Public 2 year","4068","11707919.279999999"
"12027","1202700","3501","GALEN COLLEGE OF CALIFORNIA","CA","Proprietary","184","488739.23999999999"
"1202","120200","1136","GAVILAN COLLEGE","CA","Public 2 year","1253","3426000.3300000001"
"15765","2231900","3992","GEMOLOGICAL INSTITUTE OF AMERICA","CA","Private 2 Year","28","84112"
"16581","2338500","805","GLENDALE CAREER COLLEGE","CA","Proprietary","223","794959.5"
"1203","120300","1137","GLENDALE COMMUNITY COLLEGE","CA","Public 2 year","5025","14549724.98"
"40764","4076400","5860","GNOMON SCHOOL OF VISUAL EFFECTS","CA","Proprietary","12","28094"
"1205","120500","1138","GOLDEN GATE UNIVERSITY","CA","Private 4 Year","67","154032"
"1206","120600","1139","GOLDEN WEST COLLEGE","CA","Public 2 year","2132","6316023"
"1208","120800","1140","GROSSMONT COLLEGE","CA","Public 2 year","2778","7748997"
"12522","565500","2764","HACIENDA LA PUENTE ADULT EDUCATION","CA","Public 2 year","335","862783"
"14599","2211000","3958","HAIRMASTERS UNIVERSITY OF BEAUTY","CA","Proprietary","66","214206"
"1209","120900","1141","HARTNELL COMMUNITY COLLEGE","CA","Public 2 year","1950","5376227.8799999999"
"1171","117100","1117","HARVEY MUDD COLLEGE","CA","Private 4 Year","94","320652"
"25932","2593200","881","HEALD COLLEGE","CA","Proprietary","1176","3185154"
"8093","809300","3045","HEALD COLLEGE","CA","Proprietary","1697","4496447"
"8532","853200","3087","HEALD COLLEGE","CA","Proprietary","1564","4017549"
"25933","2593300","4470","HEALD COLLEGE","CA","Proprietary","1494","3934375"
"30340","3034000","4608","HEALD COLLEGE","CA","Proprietary","1166","3014559"
"7234","723400","2904","HEALD COLLEGE","CA","Proprietary","2697","6479139"
"7477","747700","2946","HEALD COLLEGE","CA","Proprietary","1043","2676293"
"15453","2187500","3904","HEALD COLLEGE","CA","Proprietary","1163","2828239"
"25931","2593100","4469","HEALD COLLEGE","CA","Proprietary","885","2270019"
"41417","4141700","6374","HEALING HANDS SCHOOL OF HOLISTIC HEALTH","CA","Proprietary","5","12933"
"41278","4127800","5970","HEALTHY HAIR ACADEMY","CA","Proprietary","202","515190.01000000001"
"14813","2285100","4106","HILLTOP BEAUTY SCHOOL","CA","Proprietary","193","624759.91000000003"
"1183","118300","1126","HOLY NAMES UNIVERSITY","CA","Private 4 Year","260","862956"
"1252","125200","1163","HOPE INTERNATIONAL UNIVERSITY","CA","Private 4 Year","244","716777"
"1149","114900","23","HUMBOLDT STATE UNIVERSITY","CA","Public 4 year","2981","10420709.25"
"1212","121200","1142","HUMPHREYS COLLEGE","CA","Private 4 Year","561","1654257"
"17061","2545900","851","HYPNOSIS MOTIVATION INSTITUTE","CA","Private 2 Year","72","178907"
"1214","121400","1143","IMPERIAL VALLEY COLLEGE","CA","Public 2 year","4205","11783376.779999999"
"41327","4132700","6021","INFOTECH CAREER COLLEGE","CA","Proprietary","130","288584"
"14673","2128300","699","INSTITUTE FOR BUSINESS & TECHNOLOGY","CA","Proprietary","1316","3990083.3900000001"
"41323","4132300","6294","INSTITUTE OF MEDICAL EDUCATION","CA","Proprietary","166","359606.17999999999"
"30675","3067500","961","INSTITUTE OF TECHNOLOGY","CA","Proprietary","3288","8726802"
"40053","4005300","5823","INTERAMERICAN COLLEGE","CA","Private 4 Year","19","45887"
"25594","2559400","4417","INTERCOAST COLLEGES","CA","Proprietary","1031","3321944.46"
"16930","2520300","838","INTERIOR DESIGNERS INSTITUTE","CA","Proprietary","36","78188"
"33953","3395300","4956","INTERNATIONAL CAREER DEVELOPMENT CENTER","CA","Proprietary","2693","9223547"
"41347","4134700","6362","INTERNATIONAL PROFESSIONAL SCHOOL OF BODYWORK","CA","Proprietary","37","50297.25"
"39644","3964400","5814","INTERNATIONAL SCHOOL OF BEAUTY","CA","Proprietary","37","134490"
"14552","2255400","4043","INTERNATIONAL SCHOOL OF COSMETOLOGY","CA","Proprietary","38","122521.48"
"25395","2539500","4368","IRVINE VALLEY COLLEGE","CA","Public 2 year","996","2821228"
"34854","3485400","5023","JAMES ALBERT SCHOOL OF COSMETOLOGY","CA","Proprietary","134","409371"
"12026","1202600","641","JE BOUTIQUE COLLEGE OF BEAUTY","CA","Proprietary","122","364624.76000000001"
"4484","448400","2510","JOHN F. KENNEDY UNIVERSITY","CA","Private 4 Year","79","186349"
"24948","2494800","4284","JOHN WESLEY INTERNATIONAL BARBER & BEAUTY COLLEGE","CA","Proprietary","39","112652"
"31253","3125300","4804","JOHN WESLEY INTERNATIONAL BARBER AND BEAUTY COLLEGE","CA","Proprietary","108","328458"
