"OPEID","NAME","CITY","STATE","Insttype","Recips","Awards"
"2060800","MERIDIAN TECHNOLOGY CENTER","STILLWATER","OK","Public 2 Year","179","574455"
"533900","METRO TECHNOLOGY CENTERS SCH DIST22","OKLAHOMA CITY","OK","Public 2 Year","577","1883248"
"694200","MID-AMERICA CHRISTIAN UNIVERSITY","OKLAHOMA CITY","OK","Private 4 Year","1257","3880506"
"1153700","MID-AMERICA TECHNOLOGY CENTER","WAYNE","OK","Public 2 Year","77","244707"
"3198400","MID-DEL AREA VOCATIONAL & TECH SCH","MIDWEST","OK","Public 2 Year","35","90341"
"1227200","MOORE-NORMAN TECHNOLOGY CENTER","NORMAN","OK","Public 2 Year","254","851304"
"315800","MURRAY STATE COLLEGE","TISHOMINGO","OK","Public 2 Year","1745","5979643"
"2052700","NORTHEAST TECHNOLOGY CENTER","PRYOR","OK","Public 2 Year","304","987259"
"316000","NORTHEASTERN OKLAHOMA A & M COLLEGE","MIAMI","OK","Public 2 Year","1715","6538858"
"316100","NORTHEASTERN STATE UNIVERSITY","TAHLEQUAH","OK","Public 4 Year","4405","17116258"
"316200","NORTHERN OKLAHOMA COLLEGE","TONKAWA","OK","Public 2 Year","2664","9265390"
"2600000","NORTHWEST TECHNOLOG CTR SCH DIST 10","ALVA","OK","Public 2 Year","49","156686"
"316300","NORTHWESTERN OKLAHOMA STATE UNIV","ALVA","OK","Public 4 Year","1013","3835579"
"316400","OKLAHOMA BAPTIST UNIVERSITY","SHAWNEE","OK","Private 4 Year","631","2465576"
"316500","OKLAHOMA CHRISTIAN UNIVERSITY","OKLAHOMA CITY","OK","Private 4 Year","558","2158310"
"1039100","OKLAHOMA CITY COMMUNITY COLLEGE","OKLAHOMA CITY","OK","Public 2 Year","6478","20099955"
"316600","OKLAHOMA CITY UNIVERSITY","OKLAHOMA CITY","OK","Private 4 Year","488","1879530"
"3396300","OKLAHOMA HEALTH ACADEMY","TULSA","OK","Proprietary 2 Year","101","388646"
"3396400","OKLAHOMA HEALTH ACADEMY","MOORE","OK","Proprietary 2 Year","42","124479"
"317400","OKLAHOMA PANHANDLE STATE UNIVERSITY","GOODWELL","OK","Public 4 Year","665","2594762"
"3030700","OKLAHOMA SCHOOL OF PHOTOGRAPHY","MOORE","OK","Proprietary 2 Year","30","129962"
"964700","OKLAHOMA STATE UNIV, OKLA CITY","OKLAHOMA CITY","OK","Public 4 Year","3930","12040931"
"317000","OKLAHOMA STATE UNIVERSITY","STILLWATER","OK","Public 4 Year","6208","24101916"
"317200","OKLAHOMA STATE UNIVERSITY-OKMULGEE","OKMULGEE","OK","Public 4 Year","1858","6143519"
"315100","OKLAHOMA WESLEYAN UNIVERSITY","BARTLESVILLE","OK","Private 4 Year","537","1606932"
"398500","ORAL ROBERTS UNIVERSITY","TULSA","OK","Private 4 Year","1162","4770011"
"1120600","PIONEER TECHNOLOGY CENTER","PONCA CITY","OK","Public 2 Year","84","270137"
"2306800","PLATT COLLEGE","TULSA","OK","Proprietary 4 Year","1876","6616864"
"3124800","PLATT COLLEGE","LAWTON","OK","Proprietary 2 Year","280","906787"
"3109800","PONCA CITY BEAUTY COLLEGE","PONCA CITY","OK","Proprietary 2 Year","45","182288"
"2597400","PONTOTOC TECHNOLOGY CENTER SCHOOL","ADA","OK","Public 2 Year","101","415631"
"3329400","PRYOR BEAUTY COLLEGE","PRYOR","OK","Proprietary 2 Year","88","364816"
"531200","RED RIVER TECHNOLOGY CENTER","DUNCAN","OK","Public 2 Year","94","278901"
"315600","REDLANDS COMMUNITY COLLEGE","EL RENO","OK","Public 2 Year","1076","3459961"
"316800","ROGERS STATE UNIVERSITY","CLAREMORE","OK","Public 4 Year","2575","9190544"
"918500","ROSE STATE COLLEGE","MIDWEST CITY","OK","Public 2 Year","3862","12765946"
"2184400","SAND SPRINGS BEAUTY COLLEGE","SAND SPRINGS","OK","Proprietary 2 Year","139","481733"
"317800","SEMINOLE STATE COLLEGE","SEMINOLE","OK","Public 2 Year","1138","4092435"
"3453400","SHAWNEE BEAUTY COLLEGE","SHAWNEE","OK","Proprietary 2 Year","29","121909"
"317900","SOUTHEASTERN OKLAHOMA STATE UNIV","DURANT","OK","Public 4 Year","2036","7791395"
"314900","SOUTHERN NAZARENE UNIVERSITY","BETHANY","OK","Private 4 Year","840","2983600"
"1034200","SOUTHERN OKLAHOMA TECHNOLOGY CENTER","ARDMORE","OK","Public 2 Year","86","222849"
"3103800","SOUTHERN SCHOOL OF BEAUTY","DURANT","OK","Proprietary 2 Year","41","162907"
"3008700","SOUTHWEST TECHNOLOGY CENTER","ALTUS","OK","Public 2 Year","72","276702"
"318000","SOUTHWESTERN CHRISTIAN UNIVERSITY","BETHANY","OK","Private 4 Year","496","1874021"
"318100","SOUTHWESTERN OKLAHOMA STATE UNIV","WEATHERFORD","OK","Public 4 Year","2089","7688454"
"767800","SPARTAN COLLEGE OF AERONAUTICS AND TECHN","TULSA","OK","Proprietary 4 Year","913","3331805"
"318300","ST GREGORY'S UNIVERSITY","SHAWNEE","OK","Private 4 Year","380","1385627"
"3024700","STILLWATER BEAUTY ACADEMY","STILLWATER","OK","Proprietary 2 Year","28","126827"
"3078500","TECH INST OF COSMETOLOGY ARTS & SCI","TULSA","OK","Proprietary 2 Year","45","202063"
"861900","TRI COUNTY TECHNOLOGY CENTER","BARTLESVILLE","OK","Public 2 Year","118","377735"
"976300","TULSA COMMUNITY COLLEGE","TULSA","OK","Public 2 Year","9857","31476751"
"531100","TULSA COUNTY AREA VOC TECH SCHOOL","TULSA","OK","Public 2 Year","557","1908063"
"961800","TULSA WELDING SCHOOL","TULSA","OK","Proprietary 2 Year","2234","8340719"
"315200","UNIV OF CENTRAL OKLAHOMA","EDMOND","OK","Public 4 Year","5806","21857698"
"316700","UNIV OF SCIENCE & ARTS OF OKLAHOMA","CHICKASHA","OK","Public 4 Year","522","2105733"
"318400","UNIVERSITY OF OKLAHOMA","NORMAN","OK","Public 4 Year","5874","22753936"
"318500","UNIVERSITY OF TULSA","TULSA","OK","Private 4 Year","547","2237700"
"791100","VIRGILS BEAUTY COLLEGE","MUSKOGEE","OK","Proprietary 2 Year","39","163732"
"2600500","WES WATKINS TECHNOLOGY CENTER","WETUMKA","OK","Public 2 Year","107","421323"
"1076200","WESTERN OK AREA VOC TECH SCH DIST12","BURNS FLAT","OK","Public 2 Year","101","383386"
"314600","WESTERN OKLAHOMA STATE COLLEGE","ALTUS","OK","Public 2 Year","911","3015741"
"2531200","WOODWARD BEAUTY COLLEGE","WOODWARD","OK","Proprietary 2 Year","28","108992"
"2556500","YUKON BEAUTY COLLEGE","YUKON","OK","Proprietary 2 Year","26","100544"
"3783400","ABDILL CAREER COLLEGE","MEDFORD","OR","Proprietary 2 Year","107","344667"
"1050700","ACADEMY OF HAIR DESIGN","SALEM","OR","Proprietary 2 Year","73","277760"
"781900","ART INSTITUTE OF PORTLAND (THE)","PORTLAND","OR","Proprietary 4 Year","1189","4033462"
"4171400","AVEDA INSTITUTE PORTLAND","PORTLAND","OR","Proprietary 2 Year","246","929797"
"2154400","BEAU MONDE CLG OF HAIR DESIGN","PORTLAND","OR","Proprietary 2 Year","123","461912"
"3668300","BIRTHINGWAY COLLEGE OF MIDWIFERY","PORTLAND","OR","Private 4 Year","42","135161"
"318600","BLUE MOUNTAIN COMMUNITY COLLEGE","PENDLETON","OR","Public 2 Year","1474","4949924"
"3042500","CARRINGTON COLLEGE","PORTLAND","OR","Proprietary 2 Year","890","3038786"
"318800","CENTRAL OREGON COMMUNITY COLLEGE","BEND","OR","Public 2 Year","5079","16214539"
"321800","CHEMEKETA COMMUNITY COLLEGE","SALEM","OR","Public 2 Year","8014","27348259"
"487800","CLACKAMAS COMMUNITY COLLEGE","OREGON CITY","OR","Public 2 Year","3535","12105047"
"318900","CLATSOP COMMUNITY COLLEGE","ASTORIA","OR","Public 2 Year","820","2669342"
"2106100","COLLEGE OF COSMETOLOGY","KLAMATH FALLS","OR","Proprietary 2 Year","96","388945"
"2337900","COLLEGE OF HAIR DESIGN CAREERS","SALEM","OR","Proprietary 2 Year","61","256745"
"2104900","COLLEGE OF LEGAL ARTS","PORTLAND","OR","Proprietary 2 Year","205","684786"
"4151900","COLUMBIA GORGE COMMUNITY COLLEGE","THE DALLES","OR","Public 2 Year","743","2443065"
"888700","CONCORDE CAREER INSTITUTE","PORTLAND","OR","Proprietary 2 Year","838","3049529"
"319100","CONCORDIA UNIVERSITY","PORTLAND","OR","Private 4 Year","574","2229475"
"133900","CORBAN UNIVERSITY","SALEM","OR","Private 4 Year","430","1581021"
"319300","EASTERN OREGON UNIVERSITY","LA GRANDE","OR","Public 4 Year","2200","8259603"
"3074500","EAST-WEST COLLEGE OF THE HEALING ARTS","PORTLAND","OR","Proprietary 2 Year","190","452623"
"907900","EVEREST COLLEGE","PORTLAND","OR","Proprietary 2 Year","2922","9551908"
"319400","GEORGE FOX UNIVERSITY","NEWBERG","OR","Private 4 Year","833","3206215"
"732969","ITT TECHNICAL INSTITUTE","PORTLAND","OR","Proprietary 4 Year","1280","4525172"
"3428300","KLAMATH COMMUNITY COLLEGE","KLAMATH FALLS","OR","Public 2 Year","1444","4742038"
"319600","LANE COMMUNITY COLLEGE","EUGENE","OR","Public 2 Year","10381","36015090"
"3022600","LE CORDON BLEU COLLEGE OF CULINARY ARTS","PORTLAND","OR","Proprietary 2 Year","2551","9965430"
"319700","LEWIS & CLARK COLLEGE","PORTLAND","OR","Private 4 Year","460","1895881"
"319800","LINFIELD COLLEGE","MCMINNVILLE","OR","Private 4 Year","776","2733568"
"693800","LINN BENTON COMMUNITY COLLEGE","ALBANY","OR","Public 2 Year","3482","11260995"
"319900","MARYLHURST UNIVERSITY","MARYLHURST","OR","Private 4 Year","433","1417994"
"320300","MOUNT ANGEL SEMINARY","ST BENEDICT","OR","Private 4 Year","28","139855"
"320400","MOUNT HOOD COMMUNITY COLLEGE","GRESHAM","OR","Public 2 Year","5205","17438945"
"320600","MULTNOMAH BIBLE COLLEGE/SEMINARY","PORTLAND","OR","Private 4 Year","340","1267689"
"2159700","NEW HOPE CHRISTIAN COLLEGE","EUGENE","OR","Private 4 Year","112","493620"
"320800","NORTHWEST CHRISTIAN UNIVERSITY","EUGENE","OR","Private 4 Year","268","1006864"
"2101000","NORTHWEST COLLEGE OF HAIR DESIGN","CLACKAMAS","OR","Proprietary 2 Year","680","2692815"
"2578800","NORTHWEST NANNIES INSTITUTE","LAKE OSWEGO","OR","Proprietary 2 Year","23","82159"
"3007300","OREGON COLLEGE OF ART & CRAFT","PORTLAND","OR","Private 4 Year","81","324704"
"488200","OREGON HEALTH & SCIENCE UNIVERSITY","PORTLAND","OR","Public 4 Year","288","1129742"
"321100","OREGON INSTITUTE OF TECHNOLOGY","KLAMATH FALLS","OR","Public 4 Year","1381","5561528"
"321000","OREGON STATE UNIVERSITY","CORVALLIS","OR","Public 4 Year","7788","30173492"
"320700","PACIFIC NORTHWEST COLLEGE OF ART","PORTLAND","OR","Private 4 Year","288","1120118"
"321200","PACIFIC UNIVERSITY","FOREST GROVE","OR","Private 4 Year","530","2111125"
"1234800","PHAGANS BEAUTY COLLEGE","CORVALLIS","OR","Proprietary 2 Year","65","233461"
"1234700","PHAGANS CENTRAL OREGON BEAUTY CLG","BEND","OR","Proprietary 2 Year","154","582081"
"3185300","PHAGANS GRANTS PASS COLLEGE OF BTY","GRANTS PASS","OR","Proprietary 2 Year","62","231215"
"1012200","PHAGANS' MEDFORD BEAUTY SCHOOL","MEDFORD","OR","Proprietary 2 Year","96","353736"
"3074400","PHAGANS NEWPORT ACAD CSMTLGY CAREER","NEWPORT","OR","Proprietary 2 Year","34","125526"
"1235100","PHAGANS SCHOOL OF BEAUTY","SALEM","OR","Proprietary 2 Year","82","297042"
"1235000","PHAGANS SCHOOL OF HAIR DESIGN","MILWAUKIE","OR","Proprietary 2 Year","151","619538"
"2201900","PHAGANS' SCHOOL OF HAIR DESIGN","PORTLAND","OR","Proprietary 2 Year","187","788950"
"1300800","PHAGANS TIGARD BEAUTY SCHOOL","TIGARD","OR","Proprietary 2 Year","48","209876"
"2330100","PIONEER PACIFIC COLLEGE","WILSONVILLE","OR","Proprietary 4 Year","1611","5456680"
"4146500","PORTLAND ACTORS CONSERVATORY","PORTLAND","OR","Private 2 Year","10","46000"
"321300","PORTLAND COMMUNITY COLLEGE","PORTLAND","OR","Public 2 Year","18350","56636791"
"321600","PORTLAND STATE UNIVERSITY","PORTLAND","OR","Public 4 Year","10592","40623402"
"321700","REED COLLEGE","PORTLAND","OR","Private 4 Year","281","1187771"
"1018200","ROGUE COMMUNITY COLLEGE","GRANTS PASS","OR","Public 2 Year","4427","14581900"
"2344100","ROSEBURG BEAUTY COLLEGE","ROSEBURG","OR","Proprietary 2 Year","49","209686"
"4167400","SAGE SCHOOL OF MASSAGE & HEALING ARTS","BEND","OR","Proprietary 2 Year","19","46923"
"321900","SOUTHERN OREGON UNIVERSITY","ASHLAND","OR","Public 4 Year","2417","9816371"
"322000","SOUTHWESTERN OREGON COMMUNITY CLG","COOS BAY","OR","Public 2 Year","1140","3868443"
"958100","SPRINGFIELD COLLEGE OF BEAUTY","SPRINGFIELD","OR","Proprietary 2 Year","105","417469"
"322100","TREASURE VALLEY COMMUNITY COLLEGE","ONTARIO","OR","Public 2 Year","2311","7492175"
"322200","UMPQUA COMMUNITY COLLEGE","ROSEBURG","OR","Public 2 Year","2629","8807064"
"322300","UNIVERSITY OF OREGON","EUGENE","OR","Public 4 Year","5651","23286181"
"322400","UNIVERSITY OF PORTLAND","PORTLAND","OR","Private 4 Year","803","3197487"
"1230900","UNIVERSITY OF WESTERN STATES","PORTLAND","OR","Private 4 Year","51","114882"
"3642300","VALLEY MEDICAL COLLEGE","SALEM","OR","Proprietary 2 Year","389","1091699"
"322500","WARNER PACIFIC COLLEGE","PORTLAND","OR","Private 4 Year","1104","4267904"
"320900","WESTERN OREGON UNIVERSITY","MONMOUTH","OR","Public 4 Year","2500","10188161"
"322700","WILLAMETTE UNIVERSITY","SALEM","OR","Private 4 Year","474","1925512"
"708700","ABINGTON MEM HOSP SCHL OF NURSING","WILLOW GROVE","PA","Private 2 Year","85","330707"
"2289700","ACADEMY OF CREATIVE HAIR DESIGN","WILKES BARRE","PA","Proprietary 2 Year","189","638527"
"2178900","ACADEMY OF HAIR DESIGN","HAZELTON","PA","Proprietary 2 Year","187","622549"
"2234200","ACADEMY OF MEDICAL ARTS & BUSINESS","HARRISBURG","PA","Proprietary 2 Year","365","1295302"
"322900","ALBRIGHT COLLEGE","READING","PA","Private 4 Year","883","3377472"
"323000","ALLEGHENY COLLEGE","MEADVILLE","PA","Private 4 Year","583","2341999"
"2495500","ALL-STATE CAREER SCHOOL","LESTER","PA","Proprietary 2 Year","996","2938721"
"3072400","ALL-STATE CAREER SCHOOL","WEST MIFFLIN","PA","Proprietary 2 Year","386","1010219"
"2290400","ALTOONA BEAUTY SCHOOL, INC","ALTOONA","PA","Proprietary 2 Year","51","185552"
"323300","ALVERNIA UNIVERSITY","READING","PA","Private 4 Year","888","3293588"
"844100","ANTHEM INSTITUTE","SPRINGFIELD","PA","Proprietary 4 Year","923","3090985"
"743000","ANTONELLI INST OF ART & PHOTOGRAPHY","ERDENHEIM","PA","Proprietary 2 Year","81","305226"
"3067000","ANTONELLI MEDICAL & PROF INST","POTTSTOWN","PA","Proprietary 2 Year","66","212189"
"323500","ARCADIA UNIVERSITY","GLENSIDE","PA","Private 4 Year","761","2844166"
"972300","ARIA HEALTH SCHOOL OF NURSING","FEASTERVILLE TREVOSE","PA","Private 2 Year","111","431199"
"835000","ART INSTITUTE OF PHILADELPHIA","PHILADELPHIA","PA","Proprietary 4 Year","2388","7795168"
"747000","ART INSTITUTE OF PITTSBURGH, THE","PITTSBURGH","PA","Proprietary 4 Year","15928","38307196"
"2557800","ART INSTITUTE OF YORK (THE) - PENNSYLVAN","YORK","PA","Proprietary 4 Year","395","1370184"
"1162100","AUTOMOTIVE TRAINING CENTER","EXTON","PA","Proprietary 2 Year","611","2119727"
"3110700","AVIATION INSTITUTE OF MAINTENANCE","PHILADELPHIA","PA","Proprietary 2 Year","380","1344686"
"267000","BAPTIST BIBLE COLG OF PENNSYLVANIA","CLARKS SUMMIT","PA","Private 4 Year","366","1285335"
"4164900","BARONE BEAUTY ACADEMY","WILLIAMSPORT","PA","Proprietary 2 Year","39","134217"
"1191900","BEAVER FALLS BEAUTY ACADEMY","BEAVER FALLS","PA","Proprietary 2 Year","69","242412"
"4151700","BELLA CAPELLI ACADEMY","MONROEVILLE","PA","Proprietary 2 Year","62","204346"
"2253900","BERKS TECHNICAL INSTITUTE","READING","PA","Proprietary 2 Year","1126","4132572"
"3101500","BIDWELL TRAINING CENTER","PITTSBURGH","PA","Private 2 Year","19","77950"
"331500","BLOOMSBURG UNIVERSITY OF PA","BLOOMSBURG","PA","Public 4 Year","2912","11446021"
"972100","BRADFORD SCHOOL","PITTSBURGH","PA","Proprietary 2 Year","376","1210486"
"322800","BRYN ATHYN COLLEGE OF THE NEW CHURCH","BRYN ATHYN","PA","Private 4 Year","83","306033"
"323700","BRYN MAWR COLLEGE","BRYN MAWR","PA","Private 4 Year","264","1111455"
"323800","BUCKNELL UNIVERSITY","LEWISBURG","PA","Private 4 Year","363","1439954"
"323900","BUCKS COUNTY COMMUNITY COLLEGE","NEWTOWN","PA","Public 2 Year","2666","8087317"
"2270500","BUCKS COUNTY SCHOOL OF BEAUTY CULT","FEASTERVILLE","PA","Proprietary 2 Year","61","194323"
"2544300","BUTLER BEAUTY SCHOOL","BUTLER","PA","Proprietary 2 Year","124","471264"
"324000","BUTLER COUNTY COMMUNITY COLLEGE","BUTLER","PA","Public 2 Year","1956","6348852"
"324100","CABRINI COLLEGE","RADNOR","PA","Private 4 Year","404","1606276"
"335100","CAIRN UNIVERSITY","LANGHORNE","PA","Private 4 Year","450","1688564"
"331600","CALIFORNIA UNIV OF PENNSYLVANIA","CALIFORNIA","PA","Public 4 Year","3089","11766439"
"488900","CAMBRIA-ROWE BUSINESS COLLEGE","JOHNSTOWN","PA","Proprietary 2 Year","280","969510"
"4127500","CAREER DEVELOPMENT & EMPLOYMENT","WILKES BARRE","PA","Proprietary 2 Year","34","112471"
"3098600","CAREER TECH CTR OF LACKAWANNA CNTY","SCRANTON","PA","Public 2 Year","68","227830"
"2609500","CAREER TRAINING ACADEMY","NEW KENSINGTON","PA","Proprietary 2 Year","227","835968"
"330300","CARLOW UNIVERSITY","PITTSBURGH","PA","Private 4 Year","779","2946668"
"324200","CARNEGIE MELLON UNIVERSITY","PITTSBURGH","PA","Private 4 Year","839","3484682"
"324300","CEDAR CREST COLLEGE","ALLENTOWN","PA","Private 4 Year","702","2448743"
"533500","CENTRAL PENN INST OF SCI & TECH PNP","PLEASANT GAP","PA","Public 2 Year","148","559092"
"489000","CENTRAL PENNSYLVANIA COLLEGE","SUMMERDALE","PA","Proprietary 4 Year","1078","3089047"
"2151500","CENTRAL SUSQUEHANNA LPN CENTER","LEWISBURG","PA","Public 2 Year","78","270975"
"324400","CHATHAM UNIVERSITY","PITTSBURGH","PA","Private 4 Year","326","1270802"
"752900","CHESTER COUNTY INTERMEDIATE UNIT, PNP","DOWNINGTOWN","PA","Public 2 Year","114","449812"
"324500","CHESTNUT HILL COLLEGE","PHILADELPHIA","PA","Private 4 Year","832","3322408"
"331700","CHEYNEY UNIVERSITY OF PENNSYLVANIA","CHEYNEY","PA","Public 4 Year","1042","4662244"
"2289800","CHI INSTITUTE - FRANKLIN MILLS","PHILADELPHIA","PA","Proprietary 2 Year","1905","6503232"
"778100","CHI INSTITUTE/RETS CAMPUS","BROOMALL","PA","Proprietary 2 Year","759","2505987"
"653400","CITIZENS SCHOOL OF NURSING","NEW KENSINGTON","PA","Private 2 Year","115","429766"
"2550000","CLARION CO AREA VOC-TECH PRAC NRSG","SHIPPENVILLE","PA","Public 2 Year","52","150093"
"331800","CLARION UNIVERSITY OF PENNSYLVANIA","CLARION","PA","Public 4 Year","2439","9289748"
"2169600","CLEARFIELD CTY CAREER AND TECH CNTR","CLEARFIELD","PA","Public 2 Year","46","200900"
"323100","COMM CLG OF ALLEGHENY-ALLEGHENY CMP","PITTSBURGH","PA","Public 2 Year","10573","33565886"
"2536600","COMMONWEALTH TECH INSTIT @ HIRAM G","JOHNSTOWN","PA","Public 2 Year","199","821360"
"680700","COMMUNITY COLLEGE OF BEAVER COUNTY","MONACA","PA","Public 2 Year","1432","4762811"
"324900","COMMUNITY COLLEGE OF PHILADELPHIA","PHILADELPHIA","PA","Public 2 Year","15306","47235943"
"653700","CONEMAUGH VLY MEM HOSP SCH NRSNG","JOHNSTOWN","PA","Private 2 Year","74","308092"
"2289600","CONSOLIDATED SCHOOL OF BUSINESS","YORK","PA","Proprietary 2 Year","136","477045"
"3029900","CONSOLIDATED SCHOOL OF BUSINESS","LANCASTER","PA","Proprietary 2 Year","135","462272"
"1005500","CRAWFORD CNTY AREA VO-TECH PRAC NUR","MEADVILLE","PA","Public 2 Year","25","100195"
"325100","CURTIS INSTITUTE OF MUSIC","PHILADELPHIA","PA","Private 4 Year","17","80950"
"3072600","DCI CAREER INSTITUTE","MONACA","PA","Proprietary 2 Year","133","505874"
"918600","DEAN INSTITUTE OF TECHNOLOGY","PITTSBURGH","PA","Proprietary 2 Year","136","504339"
"711000","DELAWARE COUNTY COMMUNITY COLLEGE","MEDIA","PA","Public 2 Year","5796","19284871"
"3128400","DELAWARE COUNTY TECHNICAL SCHOOL","BROOMALL","PA","Public 2 Year","81","346576"
"325200","DELAWARE VALLEY COLLEGE","DOYLESTOWN","PA","Private 4 Year","540","2038220"
"398600","DESALES UNIVERSITY","CENTER VALLEY","PA","Private 4 Year","638","2085284"
"325300","DICKINSON COLLEGE","CARLISLE","PA","Private 4 Year","287","1145168"
"2068300","DOUGLAS SCHOOL OF BUSINESS","MONESSEN","PA","Proprietary 2 Year","237","939030"
"3031600","DPT BUSINESS SCHOOL","PHILADELPHIA","PA","Proprietary 2 Year","437","1082413"
"325600","DREXEL UNIVERSITY","PHILADELPHIA","PA","Private 4 Year","3440","12585588"
"325602","DREXEL UNIVERSITY","PHILADELPHIA","PA","Private 4 Year","1","5000"
"489300","DU BOIS BUSINESS COLLEGE","DU BOIS","PA","Proprietary 2 Year","249","872721"
"325800","DUQUESNE UNIVERSITY","PITTSBURGH","PA","Private 4 Year","1319","4995507"
"332000","EAST STROUDSBURG UNIVERSITY","EAST STROUDSBURG","PA","Public 4 Year","2053","8018075"
"2492600","EASTERN CTR ARTS AND TECH PR NSG","WILLOW GROVE","PA","Public 2 Year","69","281293"
"325900","EASTERN UNIVERSITY","ST DAVIDS","PA","Private 4 Year","1276","4614426"
"332100","EDINBORO UNIVERSITY OF PENNSYLVANIA","EDINBORO","PA","Public 4 Year","3158","12156328"
"4024300","EDUCATION AND TECHNOLOGY INSTITUTE","GREENSBURG","PA","Private 2 Year","4","7106"
"326200","ELIZABETHTOWN COLLEGE","ELIZABETHTOWN","PA","Private 4 Year","567","1929435"
"966400","EMPIRE BEAUTY SCHOOL","WHITEHALL","PA","Proprietary 2 Year","357","1241283"
"966500","EMPIRE BEAUTY SCHOOL","HARRISBURG","PA","Proprietary 2 Year","174","559360"
"966600","EMPIRE BEAUTY SCHOOL","READING","PA","Proprietary 2 Year","290","1017570"
"1054100","EMPIRE BEAUTY SCHOOL","MONROEVILLE","PA","Proprietary 2 Year","245","844205"
"1054200","EMPIRE BEAUTY SCHOOL","WILKES-BARRE","PA","Proprietary 2 Year","336","1137421"
"1054300","EMPIRE BEAUTY SCHOOL","WILLIAMSPORT","PA","Proprietary 2 Year","236","772948"
"1097000","EMPIRE BEAUTY SCHOOL","LEBANON","PA","Proprietary 2 Year","37","144730"
"1102000","EMPIRE BEAUTY SCHOOL","LANCASTER","PA","Proprietary 2 Year","434","1559142"
"1102100","EMPIRE BEAUTY SCHOOL","YORK","PA","Proprietary 2 Year","352","1170378"
"1163800","EMPIRE BEAUTY SCHOOL","SHAMOKIN DAM","PA","Proprietary 2 Year","60","185225"
"1260500","EMPIRE BEAUTY SCHOOL","HANOVER","PA","Proprietary 2 Year","358","1270654"
"1260600","EMPIRE BEAUTY SCHOOL","POTTSVILLE","PA","Proprietary 2 Year","444","1664078"
"1260700","EMPIRE BEAUTY SCHOOL","STATE COLLEGE","PA","Proprietary 2 Year","35","116244"
"2149000","EMPIRE BEAUTY SCHOOL","WEST CHESTER","PA","Proprietary 2 Year","408","1327030"
"2288800","EMPIRE BEAUTY SCHOOL","WARMINSTER","PA","Proprietary 2 Year","346","1330398"
"489400","ERIE BUSINESS CENTER","ERIE","PA","Proprietary 2 Year","358","1241571"
"489401","ERIE BUSINESS CENTER - NEW CASTLE CAMPUS","NEW CASTLE","PA","Proprietary 2 Year","85","315166"
"2203900","ERIE INSTITUTE OF TECHNOLOGY","ERIE","PA","Proprietary 2 Year","281","982224"
"709100","EVEREST INSTITUTE","PITTSBURGH","PA","Proprietary 2 Year","751","2404055"
"533000","FAYETTE CNTY AREA VOC TECH PRC NRSG","UNIONTOWN","PA","Public 2 Year","76","286988"
"3101400","FORBES ROAD CAREER & TECHNOLOGY CTR","MONROEVILLE","PA","Public 2 Year","7","21925"
"3010800","FORTIS INSTITUTE","ERIE","PA","Proprietary 2 Year","3175","10373661"
"3011500","FORTIS INSTITUTE","FORTY FORT","PA","Proprietary 2 Year","290","913352"
"3011600","FORTIS INSTITUTE","SCRANTON","PA","Proprietary 2 Year","444","1590180"
"326500","FRANKLIN & MARSHALL COLLEGE","LANCASTER","PA","Private 4 Year","313","1255378"
"791600","FRANKLIN CNTY CAREER & TECH CTR-PNP","CHAMBERSBURG","PA","Public 2 Year","31","122810"
"326600","GANNON UNIVERSITY","ERIE","PA","Private 4 Year","990","3816618"
"326700","GENEVA COLLEGE","BEAVER FALLS","PA","Private 4 Year","846","3169445"
"326800","GETTYSBURG COLLEGE","GETTYSBURG","PA","Private 4 Year","342","1279271"
"1301500","GORDON PHILLIPS SCH BEAUTY CULTURE","PHILADELPHIA","PA","Proprietary 2 Year","703","2490079"
"978300","GORDON PHILLIPS SCH OF BEAUTY CULT","PHILADELPHIA","PA","Proprietary 2 Year","627","2213272"
"405800","GRATZ COLLEGE","MELROSE PARK","PA","Private 4 Year","4","5516"
"2112200","GREAT LAKES INSTITUTE OF TECHNOLOGY","ERIE","PA","Proprietary 2 Year","548","1933235"
"1086000","GREATER ALTOONA CAREER/TECH CENTER","ALTOONA","PA","Public 2 Year","133","561681"
"1000600","GREATER JOHNSTOWN AREA VOC TECH SCH","JOHNSTOWN","PA","Public 2 Year","207","838001"
"1096300","GREENE COUNTY VOC-TECH SCHOOL","WAYNESBURG","PA","Public 2 Year","25","108700"
"327000","GWYNEDD-MERCY COLLEGE","GWYNEDD VALLEY","PA","Private 4 Year","828","3156580"
"2276600","HANOVER PUBLIC SCH DIST PRAC NURSG","HANOVER","PA","Public 2 Year","27","126589"
"327200","HARCUM COLLEGE","BRYN MAWR","PA","Private 2 Year","967","3720660"
"327300","HARRISBURG AREA COMMUNITY COLLEGE","HARRISBURG","PA","Public 2 Year","11301","32557846"
"3948300","HARRISBURG UNIVERSITY OF SCIENCE AND TEC","HARRISBURG","PA","Private 4 Year","142","560495"
"327400","HAVERFORD COLLEGE","HAVERFORD","PA","Private 4 Year","187","759990"
"2554500","HAZLETON AREA CAREER CENTER PRACTICAL NU","HAZLETON","PA","Public 2 Year","17","77075"
"327500","HOLY FAMILY UNIVERSITY","PHILADELPHIA","PA","Private 4 Year","756","2913462"
"3535300","HUNTINGDON COUNTY CAREER AND TECHNO","MILL CREEK","PA","Public 2 Year","23","87607"
