"OPEID","NAME","CITY","STATE","Insttype","Recips","Awards"
"746900","HUSSIAN SCHOOL OF ART, INC.","PHILADELPHIA","PA","Proprietary 2 Year","73","306513"
"327600","IMMACULATA UNIVERSITY","IMMACULATA","PA","Private 4 Year","675","2018548"
"2350200","INDIANA COUNTY TECH CTR SCH PR NSG","INDIANA","PA","Public 2 Year","69","278399"
"327700","INDIANA UNIVERSITY OF PENNSYLVANIA","INDIANA","PA","Public 4 Year","5256","20234745"
"4155100","INSTITUTE OF MEDICAL CAREERS","PITTSBURGH","PA","Proprietary 2 Year","8","15748"
"4138300","INTERNATIONAL BEAUTY ACADEMY","PHILADELPHIA","PA","Proprietary 2 Year","25","89758"
"820000","JAMESON MEMORIAL HOSP SCH NURSING","NEW CASTLE","PA","Private 2 Year","43","186212"
"2616100","JEAN MADELINE ED CTR FOR COSM","PHILADELPHIA","PA","Proprietary 2 Year","246","888163"
"865300","JEFFERSON CO DUBOIS VOC TECH-PR NSG","REYNOLDSVILLE","PA","Public 4 Year","34","134234"
"3103300","JNA INSTITUTE OF CULINARY ARTS","PHILADELPHIA","PA","Proprietary 2 Year","82","333577"
"2114200","JOHNSON COLLEGE","SCRANTON","PA","Private 2 Year","232","905146"
"327900","JUNIATA COLLEGE","HUNTINGDON","PA","Private 4 Year","338","1300862"
"2158300","JUNIATA-MIFFLIN CO AREA VOC TECH","LEWISTOWN","PA","Public 2 Year","61","185967"
"491000","KAPLAN CAREER INSTITUTE","HARRISBURG","PA","Proprietary 2 Year","2108","7252739"
"743600","KAPLAN CAREER INSTITUTE - ICM CAMPUS","PITTSBURGH","PA","Proprietary 2 Year","844","2886450"
"328000","KEYSTONE COLLEGE","LA PLUME","PA","Private 4 Year","952","3555770"
"328200","KINGS COLLEGE","WILKES-BARRE","PA","Private 4 Year","715","2781334"
"332200","KUTZTOWN UNIVERSITY OF PENNSYLVANIA","KUTZTOWN","PA","Public 4 Year","3085","11730118"
"398700","LA ROCHE COLLEGE","PITTSBURGH","PA","Private 4 Year","512","1978370"
"328300","LACKAWANNA COLLEGE","SCRANTON","PA","Private 2 Year","1197","4474384"
"328400","LAFAYETTE COLLEGE","EASTON","PA","Private 4 Year","267","993863"
"328500","LANCASTER BIBLE COLLEGE","LANCASTER","PA","Private 4 Year","455","1551963"
"2310800","LANCASTER COUNTY CAREER & TECH CTR","WILLOW STREET","PA","Public 2 Year","303","1084965"
"986300","LANCASTER GENERAL COLLEGE OF NURSING AND","LANCASTER","PA","Private 4 Year","378","1161338"
"2212700","LANCASTER SCHOOL OF COSMETOLOGY","LANCASTER","PA","Proprietary 2 Year","92","262088"
"777900","LANSDALE SCHOOL OF BUSINESS","NORTH WALES","PA","Proprietary 2 Year","384","1176187"
"2292700","LANSDALE SCHOOL OF COSMETOLOGY","LANSDALE","PA","Proprietary 2 Year","28","99047"
"328700","LASALLE UNIVERSITY","PHILADELPHIA","PA","Private 4 Year","1650","6581331"
"2546200","LAUREL BUSINESS INSTITUTE","UNIONTOWN","PA","Proprietary 2 Year","234","901389"
"2092500","LAUREL TECHNICAL INSTITUTE","SHARON","PA","Proprietary 2 Year","348","1378251"
"2545000","LAWRENCE COUNTY CAREER AND TECHNICAL CEN","NEW CASTLE","PA","Public 2 Year","39","137799"
"3006800","LE CORDON BLEU INSTITUTE OF CULINARY ART","PITTSBURGH","PA","Proprietary 2 Year","2190","8539358"
"2330300","LEBANON CO CAREER & TECHNOLOGY CTR","LEBANON","PA","Public 2 Year","79","313843"
"328800","LEBANON VALLEY COLLEGE","ANNVILLE","PA","Private 4 Year","396","1360710"
"681000","LEHIGH CARBON COMMUNITY COLLEGE","SCHNECKSVILLE","PA","Public 2 Year","2713","8184658"
"328900","LEHIGH UNIVERSITY","BETHLEHEM","PA","Private 4 Year","691","2692262"
"2282500","LENAPE SCHOOL OF PRACTICAL NURSING","FORD CITY","PA","Public 2 Year","109","372926"
"2118000","LEVITTOWN BEAUTY ACADEMY LLC","LEVITTOWN","PA","Proprietary 2 Year","64","201780"
"4175900","LEWISTOWN HOSPITAL SCHOOL OF NURSING","LEWISTOWN","PA","Private 2 Year","19","66962"
"775900","LINCOLN TECHNICAL INSTITUTE","ALLENTOWN","PA","Proprietary 2 Year","738","2451818"
"730305","LINCOLN TECHNICAL INSTITUTE - PHILADELPH","PHILADELPHIA","PA","Proprietary 2 Year","540","1813064"
"329000","LINCOLN UNIVERSITY","LINCOLN UNIVERSITY","PA","Public 4 Year","1210","5266560"
"332300","LOCK HAVEN UNIV OF PENNSYLVANIA","LOCK HAVEN","PA","Public 4 Year","2075","7744968"
"3236400","LT INTERNATIONAL BEAUTY SCHOOL","PHILADELPHIA","PA","Proprietary 2 Year","114","394065"
"681100","LUZERNE COUNTY COMMUNITY COLLEGE","NANTICOKE","PA","Public 2 Year","3280","10973605"
"329300","LYCOMING COLLEGE","WILLIAMSPORT","PA","Private 4 Year","472","1843451"
"329400","MANOR COLLEGE","JENKINTOWN","PA","Private 2 Year","491","1735022"
"332400","MANSFIELD UNIVERSITY","MANSFIELD","PA","Public 4 Year","1408","5550509"
"329600","MARYWOOD UNIVERSITY","SCRANTON","PA","Private 4 Year","848","3243767"
"489800","MCCANN SCHOOL OF BUSINESS & TECHNOL","POTTSVILLE","PA","Proprietary 2 Year","4420","14595184"
"2362300","MERCER COUNTY AREA VOC TECH SCHOOL","MERCER","PA","Public 2 Year","54","249283"
"489900","MERCY HOSP SCH OF NURSING","PITTSBURGH","PA","Private 2 Year","36","157565"
"329700","MERCYHURST COLLEGE","ERIE","PA","Private 4 Year","1882","7112906"
"329800","MESSIAH COLLEGE","GRANTHAM","PA","Private 4 Year","578","2105511"
"4158000","METRO BEAUTY ACADEMY","ALLENTOWN","PA","Proprietary 2 Year","142","532588"
"3109100","METROPOLITAN CAREER CENTER","PHILADELPHIA","PA","Private 2 Year","130","426343"
"332500","MILLERSVILLE UNIVERSITY OF PA","MILLERSVILLE","PA","Public 4 Year","2431","8978380"
"324700","MISERICORDIA  UNIVERSITY","DALLAS","PA","Private 4 Year","702","2538837"
"445200","MONTGOMERY COUNTY COMMUNITY COLLEGE","BLUE BELL","PA","Public 2 Year","4384","13354992"
"330000","MOORE COLLEGE OF ART & DESIGN","PHILADELPHIA","PA","Private 4 Year","205","784976"
"330100","MORAVIAN COLLEGE","BETHLEHEM","PA","Private 4 Year","526","2008237"
"330200","MOUNT ALOYSIUS COLLEGE","CRESSON","PA","Private 4 Year","805","2940545"
"330400","MUHLENBERG COLLEGE","ALLENTOWN","PA","Private 4 Year","287","1036784"
"3952300","NATIONAL MASSAGE THERAPY INSTITUTE","PHILADELPHIA","PA","Proprietary 2 Year","640","1867088"
"3439400","NAWCC SCHOOL OF HOROLOGY","COLUMBIA","PA","Private 2 Year","1","5550"
"398800","NEUMANN UNIVERSITY","ASTON","PA","Private 4 Year","1009","3849946"
"778000","NEW CASTLE SCHOOL OF TRADES","PULASKI","PA","Proprietary 2 Year","855","3145342"
"490100","NEWPORT BUSINESS INSTITUTE","LOWER BURRELL","PA","Proprietary 2 Year","68","248696"
"491400","NEWPORT BUSINESS INSTITUTE","WILLIAMSPORT","PA","Proprietary 2 Year","93","328642"
"719100","NORTHAMPTON COMMUNITY COLLEGE","BETHLEHEM","PA","Public 2 Year","5479","16714038"
"2161400","NORTHEASTERN HOSP SCH OF NRSG","PHILADELPHIA","PA","Private 2 Year","55","162427"
"2353100","NORTHERN TIER CAREER CENTER","TOWANDA","PA","Public 2 Year","36","154969"
"3950500","NORTHWEST REGIONAL TECHNOLOGY INSTITUTE","ERIE","PA","Proprietary 2 Year","61","156316"
"2153500","OAKBRIDGE ACADEMY OF ARTS","LOWER BURRELL","PA","Proprietary 2 Year","53","217392"
"2183000","ORLEANS TECHNICAL INSTITUTE","PHILADELPHIA","PA","Private 2 Year","517","1496881"
"2119300","PA ACAD OF COSMETOLOGY ARTS & SCI","JOHNSTOWN","PA","Proprietary 2 Year","90","325645"
"2289500","PACE INSTITUTE","READING","PA","Proprietary 2 Year","289","1198117"
"330900","PEIRCE COLLEGE","PHILADELPHIA","PA","Private 4 Year","1558","4741166"
"490200","PENN COMMERCIAL BUSINESS/TECHNICAL SCHL","WASHINGTON","PA","Proprietary 2 Year","443","1451075"
"332900","PENN STATE UNIVERSITY","UNIVERSITY PARK","PA","Public 4 Year","23649","85244240"
"944900","PENNCO TECH","BRISTOL","PA","Proprietary 2 Year","575","2056053"
"2107300","PENNSYLVANIA ACADEMY OF FINE ARTS","PHILADELPHIA","PA","Private 4 Year","89","371955"
"2269900","PENNSYLVANIA COLLEGE OF ART & DESIGN","LANCASTER","PA","Private 4 Year","103","380008"
"339500","PENNSYLVANIA COLLEGE OF TECHNOLOGY","WILLIAMSPORT","PA","Public 4 Year","2867","10204166"
"2330600","PENNSYLVANIA GUNSMITH SCHOOL","PITTSBURGH","PA","Proprietary 2 Year","34","124321"
"3180400","PENNSYLVANIA HIGHLANDS COMMUNITY COLLEGE","JOHNSTOWN","PA","Public 2 Year","947","3207057"
"2574800","PENNSYLVANIA INSTITUTE OF TAXIDERMY","EBENSBURG","PA","Proprietary 2 Year","9","41500"
"1099800","PENNSYLVANIA INSTITUTE OF TECH","MEDIA","PA","Private 2 Year","1061","3883510"
"2255200","PENNSYLVANIA SCHOOL OF BUSINESS","ALLENTOWN","PA","Proprietary 2 Year","544","1925244"
"3766300","PENNSYLVANIA SCHOOL OF MUSCLE THERAPY","KING OF PRUSSIA","PA","Proprietary 2 Year","137","323442"
"335400","PHILADELPHIA UNIVERSITY","PHILADELPHIA","PA","Private 4 Year","905","3599026"
"1081400","PITTSBURGH INST MORTUARY SCIENCE","PITTSBURGH","PA","Private 2 Year","92","295989"
"531000","PITTSBURGH INST OF AERONAUTICS","PITTSBURGH","PA","Private 2 Year","228","826217"
"743700","PITTSBURGH TECHNICAL INSTITUTE","OAKDALE","PA","Proprietary 2 Year","1725","6110887"
"335700","POINT PARK UNIVERSITY","PITTSBURGH","PA","Private 4 Year","1564","5750603"
"3923300","PRECISION MANUFACTURING INSTITUTE","MEADVILLE","PA","Private 2 Year","17","59387"
"3781300","PRINCETON INFORMATION TECHNOLOGY CENTER","GLENSIDE","PA","Proprietary 2 Year","179","591282"
"2301300","PRISM CAREER INSTITUTE","UPPER DARBY","PA","Proprietary 2 Year","736","2754165"
"895500","PRUONTOS HAIR DESIGN INSTITUTE","ALTOONA","PA","Proprietary 2 Year","30","127648"
"4145800","PULSE BEAUTY ACADEMY A PAUL MITCHELL PAR","DOWNINGTON","PA","Proprietary 2 Year","102","339649"
"1038800","READING AREA COMMUNITY COLLEGE","READING","PA","Public 2 Year","3986","11245775"
"656500","READING HOSPITAL SCHOOL OF HEALTH SCIENC","WEST READING","PA","Private 2 Year","139","491603"
"335900","ROBERT MORRIS UNIVERSITY","MOON TOWNSHIP","PA","Private 4 Year","1373","5100016"
"1205000","ROSEDALE TECHNICAL INSTITUTE","PITTSBURGH","PA","Private 2 Year","398","1566559"
"336000","ROSEMONT COLLEGE","ROSEMONT","PA","Private 4 Year","315","1315825"
"1321400","ROXBOROUGH MEM HOSP SCH OF NURSING","PHILADELPHIA","PA","Proprietary 2 Year","64","272483"
"336600","SAINT FRANCIS UNIVERSITY","LORETTO","PA","Private 4 Year","547","1977725"
"336700","SAINT JOSEPH'S UNIVERSITY","PHILADELPHIA","PA","Private 4 Year","785","2631488"
"2202300","SANFORD-BROWN INSTITUTE","PITTSBURGH","PA","Proprietary 2 Year","1532","5254573"
"2251200","SCHUYLKILL COUNTY AREA VOC TECH SCH","FRACKVILLE","PA","Public 2 Year","42","155961"
"1171500","SCHUYLKILL HEALTH SCHOOL OF NURSING","POTTSVILLE","PA","Private 2 Year","31","119289"
"336200","SETON HILL UNIVERSITY","GREENSBURG","PA","Private 4 Year","653","2507658"
"657600","SEWICKLEY VALLEY HOSP SCH NRSNG","SEWICKLEY","PA","Private 2 Year","39","148250"
"657800","SHARON REGIONAL SCHOOL OF NURSING","SHARON","PA","Private 2 Year","23","101975"
"332600","SHIPPENSBURG UNIVERSITY","SHIPPENSBURG","PA","Public 4 Year","2152","8165139"
"332700","SLIPPERY ROCK UNIVERSITY","SLIPPERY ROCK","PA","Public 4 Year","2698","10264740"
"4149800","SOMERSET COUNTY TECHNOLOGY CENTER","SOMERSET","PA","Public 2 Year","30","150496"
"1292900","SOUTH HILLS BEAUTY ACADEMY","PITTSBURGH","PA","Proprietary 2 Year","57","204126"
"1326300","SOUTH HILLS SCHOOL OF BUSINESS & TECHNOL","STATE COLLEGE","PA","Proprietary 2 Year","637","2186696"
"657400","ST LUKE'S HOSPITAL OF BETHLEHEM, PA","BETHLEHEM","PA","Private 2 Year","59","169926"
"655100","ST MARGARET SCHL OF NURSING","PITTSBURGH","PA","Private 2 Year","79","283574"
"336800","ST VINCENT COLLEGE","LATROBE","PA","Private 4 Year","483","1915328"
"336400","ST. CHARLES BORROMEO SEMINARY","WYNNEWOOD","PA","Private 4 Year","17","75555"
"2206300","STROUDSBURG SCHOOL OF COSMETOLOGY","STROUDSBURG","PA","Proprietary 2 Year","61","219857"
"3561400","SUSQUEHANNA COUNTY CAREER & TECHNOL","DIMOCK","PA","Public 2 Year","15","55305"
"336900","SUSQUEHANNA UNIVERSITY","SELINSGROVE","PA","Private 4 Year","497","1911415"
"337000","SWARTHMORE COLLEGE","SWARTHMORE","PA","Private 4 Year","233","880766"
"1252300","TALMUDICAL YESHIVA OF PHILA","PHILADELPHIA","PA","Private 4 Year","36","152950"
"337100","TEMPLE UNIVERSITY","PHILADELPHIA","PA","Private 4 Year","10187","40025294"
"791200","THADDEUS STEVENS CLG OF TECHNOLOGY","LANCASTER","PA","Public 2 Year","471","1916473"
"337600","THIEL COLLEGE","GREENVILLE","PA","Private 4 Year","534","2155575"
"1239300","THOMAS JEFF UNIV-CLG ALLIED HEALTH","PHILADELPHIA","PA","Private 4 Year","202","848232"
"783900","TRIANGLE TECH","PITTSBURGH","PA","Proprietary 2 Year","290","1097523"
"2090200","TRIANGLE TECH","ERIE","PA","Proprietary 2 Year","117","406435"
"2129000","TRIANGLE TECH","GREENSBURG","PA","Proprietary 2 Year","267","924795"
"2174400","TRIANGLE TECH","DU BOIS","PA","Proprietary 2 Year","308","1009328"
"337800","UNIVERSITY OF PENNSYLVANIA","PHILADELPHIA","PA","Private 4 Year","1670","6791475"
"337900","UNIVERSITY OF PITTSBURGH","PITTSBURGH","PA","Public 4 Year","5989","22397961"
"338400","UNIVERSITY OF SCRANTON","SCRANTON","PA","Private 4 Year","833","3064945"
"335000","UNIVERSITY OF THE ARTS (THE)","PHILADELPHIA","PA","Private 4 Year","628","2629050"
"335300","UNIVERSITY OF THE SCIENCES IN PHILADELPH","PHILADELPHIA","PA","Private 4 Year","555","2326194"
"657700","UPMC SHADYSIDE SCHOOL OF NURSING","PITTSBURGH","PA","Private 2 Year","108","328952"
"338500","URSINUS COLLEGE","COLLEGEVILLE","PA","Private 4 Year","397","1614767"
"330600","VALLEY FORGE CHRISTIAN COLLEGE","PHOENIXVILLE","PA","Private 4 Year","476","1924222"
"338600","VALLEY FORGE MILITARY COLLEGE","WAYNE","PA","Private 2 Year","119","518019"
"2306200","VENANGO COUNTY AREA VOC TECH SCHOOL","OIL CITY","PA","Public 2 Year","57","240787"
"2061000","VENUS BEAUTY ACADEMY","SHARON HILL","PA","Proprietary 2 Year","88","306337"
"856800","VET TECH INSTITUTE","PITTSBURGH","PA","Proprietary 2 Year","214","798542"
"338800","VILLANOVA UNIVERSITY","VILLANOVA","PA","Private 4 Year","831","3319926"
"2144000","VISION ACADEMY, THE","ALLENTOWN","PA","Proprietary 2 Year","92","331993"
"2206200","VISION ACADEMY, THE","AMBLER","PA","Proprietary 2 Year","110","362881"
"2192800","WALNUT HILL COLLEGE","PHILADELPHIA","PA","Proprietary 4 Year","198","794154"
"338900","WASHINGTON & JEFFERSON COLLEGE","WASHINGTON","PA","Private 4 Year","360","1413608"
"658200","WASHINGTON HOSP SCH OF NURSING","WASHINGTON","PA","Private 2 Year","77","244381"
"339100","WAYNESBURG UNIVERSITY","WAYNESBURG","PA","Private 4 Year","578","2139153"
"1162200","WELDER TRAINING & TESTING INST","ALLENTOWN","PA","Proprietary 2 Year","39","151320"
"332800","WEST CHESTER UNIVERSITY","WEST CHESTER","PA","Public 4 Year","3362","12935962"
"2350100","WESTERN AREA CAREER & TECHNOLOGY CT","CANONSBURG","PA","Public 2 Year","74","326299"
"658300","WESTERN PENN HOSP-SCH OF NURSING","PITTSBURGH","PA","Private 2 Year","26","100260"
"339200","WESTMINSTER COLLEGE","NEW WILMINGTON","PA","Private 4 Year","484","1906599"
"1017600","WESTMORELAND COUNTY COMMUNITY CLG","YOUNGWOOD","PA","Public 2 Year","3878","12373407"
"331300","WIDENER UNIVERSITY","CHESTER","PA","Private 4 Year","1074","3964620"
"2529800","WILKES BARRE AREA CAREER AND TECHNICAL C","WILKES-BARRE","PA","Public 2 Year","132","424769"
"339400","WILKES UNIVERSITY","WILKES-BARRE","PA","Private 4 Year","759","2965867"
"339600","WILSON COLLEGE","CHAMBERSBURG","PA","Private 4 Year","261","886152"
"1313400","YESHIVATH BETH MOSHE","SCRANTON","PA","Private 4 Year","26","108700"
"536500","YORK CO AREA VOC-TECH SCH-PRAC NSG","YORK","PA","Public 2 Year","58","149617"
"339900","YORK COLLEGE OF PENNSYLVANIA","YORK","PA","Private 4 Year","1351","4929384"
"2127400","YORK TECHNICAL INSTITUTE","YORK","PA","Proprietary 2 Year","1865","6756001"
"2120800","YORKTOWNE BUSINESS INSTITUTE, INC.","YORK","PA","Proprietary 2 Year","208","800554"
"3081900","YTI CAREER INSTITUTE - ALTOONA","ALTOONA","PA","Proprietary 2 Year","360","1329249"
"2304400","YTI CAREER INSTITUTE - MECHANICSBURG","MECHANICSBURG","PA","Proprietary 2 Year","243","805775"
"3122500","ACADEMIA SERRANT INC.","PONCE","PR","Proprietary 2 Year","434","1627118"
"3843300","ADVANCED TECH COLLEGE","BAYAMON","PR","Proprietary 2 Year","289","977020"
"3849300","AGUADILLA TECHNICAL COLLEGE","AGUADILLA","PR","Proprietary 2 Year","32","95400"
"2303800","AMERICAN EDUCATIONAL COLLEGE","BAYAMON","PR","Proprietary 2 Year","1259","4738621"
"4176000","AMERICAN TECHNICAL INSTITUTE","BAYAMON","PR","Proprietary 2 Year","52","172487"
"1194100","AMERICAN UNIVERSITY OF PUERTO RICO","BAYAMON","PR","Private 4 Year","1275","5499183"
"1194101","AMERICAN UNIVERSITY OF PUERTO RICO","MANATI","PR","Private 4 Year","1245","5288263"
"2234900","ANTILLES SCHOOL OF TECH CAREERS","SANTURCE","PR","Proprietary 2 Year","357","1457851"
"3544300","ATENAS COLLEGE","MANATI","PR","Private 4 Year","1889","7869078"
"2505400","ATLANTIC COLLEGE","GUAYNABO","PR","Private 4 Year","1433","5583443"
"2297700","AUTOMECA TECHNICAL COLLEGE","BAYAMON","PR","Proprietary 2 Year","1833","7244618"
"502200","BAYAMON CENTRAL UNIVERSITY","BAYAMON","PR","Private 4 Year","1850","8130931"
"3758300","BAYAMON COMMUNITY COLLEGE","BAYAMON","PR","Proprietary 2 Year","333","1269966"
"4107300","CARIB TECHNOLOGICAL INSTITUTE","BAYAMON","PR","Proprietary 2 Year","254","1268764"
"3608300","CARIBBEAN FORENSIC & TECHNICAL COLL","RIO PIEDRAS","PR","Proprietary 2 Year","121","509736"
"1252500","CARIBBEAN UNIVERSITY","BAYAMON","PR","Private 4 Year","5201","22127820"
"1072400","CARLOS ALBIZU UNIVERSITY","SAN JUAN","PR","Private 4 Year","358","1444536"
"3585300","CENTRO DE CAPACITACION Y ASESORAMIE","ARECIBO","PR","Private 2 Year","46","163050"
"2189100","CENTRO DE ESTUDIOS MULTIDISCIPLIN","SAN JUAN","PR","Private 2 Year","3876","14820776"
"3336300","CENTURY COLLEGE","AGUADILLA","PR","Proprietary 2 Year","290","1226627"
"3735400","CHARLIES GUARD,DETECTIVE BUREAU&ACA","AGUADILLA","PR","Proprietary 2 Year","199","681687"
"2335500","COLEGIO BIBLICO PENTECOSTAL DE PR","ST JUST TRUJILLO ALTO","PR","Private 4 Year","185","740647"
"3157600","COLEGIO DE CINEMATOGRAFIA, ARTES Y TELEV","BAYAMON","PR","Proprietary 2 Year","914","3438104"
"2552300","COLEGIO MAYOR DE TECHNOLOGIA","ARROYO","PR","Proprietary 2 Year","436","1852286"
"3061900","COLEGIO TECHNOLOGICO Y COMERCIAL","AGUADA","PR","Proprietary 2 Year","98","331107"
"3800300","COLEGIO TECNICO DE ELECTRICIDAD GALLOSA","AGUADA","PR","Proprietary 2 Year","83","271297"
"1056700","COLEGIO TECNOLOGICO DE SAN JUAN","SAN JUAN","PR","Public 4 Year","1603","6870916"
"394100","COLEGIO UNIVERSITARIO DEL ESTE","CAROLINA","PR","Private 4 Year","13208","57212002"
"890200","COLUMBIA CENTRO UNIVERSITARIO","CAGUAS","PR","Proprietary 4 Year","2344","9734731"
"2241901","COMMONWEALTH OF PR DEPT OF EDUC - CARLOS","CAROLINA","PR","Public 2 Year","68","299162"
"2241907","COMMONWEALTH OF PR DEPT OF EDUC - ITPR R","RIO PIEDRAS","PR","Public 2 Year","1514","6678117"
"2241904","COMMONWEALTH OF PR DEPT OF EDUC - ITPR R","GUAYAMA","PR","Public 2 Year","780","3354666"
"2241908","COMMONWEALTH OF PR DEPT OF EDUC - ITPR R","PONCE","PR","Public 2 Year","661","2902684"
"2241905","COMMONWEALTH OF PR DEPT OF EDUC - JOSE A","MANATI","PR","Public 2 Year","15","50267"
"2241902","COMMONWEALTH OF PR DEPT OF EDUC - TOMAS","BAYAMON","PR","Public 2 Year","33","160950"
"1081900","CONSERVATORIO DE MUSICA DE PUERTO RICO","SAN JUAN","PR","Public 4 Year","297","1345684"
"3070500","D'MART INSTITUTE","BARRANQUITAS","PR","Proprietary 2 Year","1452","5092983"
"3021900","EDIC COLLEGE","CAGUAS","PR","Proprietary 2 Year","1994","8446210"
"2165100","EDP COLLEGE OF PUERTO RICO","HATO REY","PR","Private 4 Year","2394","9727080"
"2570400","EDUCATIONAL TECHNICAL COLLEGE","BAYAMON","PR","Proprietary 2 Year","1174","4721626"
"2189300","EMMA'S BEAUTY ACADEMY","MAYAGUEZ","PR","Proprietary 2 Year","490","1859087"
"3075600","EMMA'S BEAUTY ACADEMY","JUANA DIAZ","PR","Proprietary 2 Year","616","2426620"
"2569400","ESCUELA DE ARTES PLASTICAS","SAN JUAN","PR","Public 4 Year","422","1507529"
"3106900","ESCUELA DE PERITOS ELECTRICITAS","ISABELA","PR","Proprietary 2 Year","89","264602"
"3751300","ESCUELA HOTELERA DE SAN JUAN","SAN JUAN","PR","Proprietary 2 Year","931","4064660"
"2576100","ESCUELA TECNICA DE ELECTRICIDAD","PONCE","PR","Proprietary 2 Year","430","1916539"
"4164300","GLOBAL INSTITUTE","CAGUAS","PR","Proprietary 2 Year","18","61715"
"3123100","GLOBELLE TECHNICAL INSTITUTE","VEGA BAJA","PR","Proprietary 2 Year","159","612003"
"2593700","HISPANIC AMERICAN COLLEGE","CAGUAS","PR","Proprietary 2 Year","461","1771934"
"2260800","HUERTAS JUNIOR COLLEGE","CAGUAS","PR","Proprietary 2 Year","2028","8394481"
"2340600","HUMACAO COMMUNITY COLLEGE","HUMACAO","PR","Private 4 Year","917","3326043"
"1194000","ICPR JUNIOR COLLEGE","SAN JUAN","PR","Proprietary 2 Year","2600","10362124"
"3781400","INDUSTRIAL TECHNICAL COLLEGE","HUMACAO","PR","Proprietary 2 Year","372","1384115"
"2170300","INST EDUC TECNIA OCUP LA REINA","MANATI","PR","Proprietary 2 Year","622","2191980"
"2504500","INSTITUCION CHAVIANO DE MAYAGUEZ","MAYAGUEZ","PR","Proprietary 2 Year","156","563382"
"2343600","INSTITUTE OF BEAUTY CAREERS","ARECIBO","PR","Proprietary 2 Year","888","2867324"
"3800400","INSTITUTE OF BEAUTY OCCUPATIONS AND TECH","MOCA","PR","Proprietary 2 Year","331","1175101"
"2166400","INSTITUTO DE BANCA Y COMERCIO","RIO PIEDRAS","PR","Proprietary 2 Year","22712","90235997"
"4117200","INSTITUTO EDUCATIVO PREMIER","PONCE","PR","Proprietary 2 Year","411","1325464"
"3452300","INSTITUTO PRE-VOCACIONAL E INDUSTRI","ARECIBO","PR","Private 2 Year","212","648765"
