"OPE ID","Institution Name","Institution City","Institution State","Institution Type And Control","Total Awards","Total Recipients"
"4093300","ACADEMY OF NATURAL THERAPY","GREELEY","CO","Proprietary - 2 Year","191623","62"
"4094300","ROBERT B. MILLER COLLEGE (THE)","BATTLE CREEK","MI","Private - 4 Year","671448","216"
"4095300","KING'S COLLEGE (THE)","NEW YORK","NY","Private - 4 Year","694386","183"
"4100300","SUCCESS SCHOOLS","MERRILLVILLE","IN","Proprietary - 2 Year","571369","153"
"4101300","CAROLINA SCHOOL OF BROADCASTING","CHARLOTTE","NC","Proprietary - 2 Year","85241","39"
"4102300","NEW AGE TRAINING","NEW YORK","NY","Proprietary - 2 Year","924979","244"
"4104300","ACADEMY DI CAPELLI - SCHOOL OF COSMETOLO","WALLINGFORD","CT","Proprietary - 2 Year","256251","73"
"4105400","PENSACOLA SCHOOL OF MASSAGE THERAPY & HE","PENSACOLA","FL","Proprietary - 2 Year","358216","126"
"4106300","PALM BEACH ACADEMY OF HEALTH & BEAUTY","LAKE PARK","FL","Proprietary - 2 Year","176247","59"
"4107300","CARIB TECHNOLOGICAL INSTITUTE","BAYAMON","PR","Proprietary - 2 Year","1744422","351"
"4109300","ACADEMY OF BARBERING ARTS (THE)","NORTHRIDGE","CA","Proprietary - 2 Year","386575","128"
"4110300","UNIVERSITY OF MANAGEMENT AND TECHNOLOGY","ARLINGTON","VA","Proprietary - 4 Year","196592","72"
"4111300","WEST HILLS COLLEGE LEMOORE","LEMOORE","CA","Public - 2 Year","6696392","2077"
"4112300","LOUISIANA CULINARY INSTITUTE","BATON ROUGE","LA","Proprietary - 2 Year","526364","134"
"4114300","NEVADA STATE COLLEGE","HENDERSON","NV","Public - 4 Year","4441679","1320"
"4114500","VALLEY COLLEGE OF MEDICAL CAREERS","WEST HILLS","CA","Proprietary - 2 Year","360364","102"
"4115300","COACHELLA VALLEY BEAUTY COLLEGE","LA QUINTA","CA","Proprietary - 2 Year","466654","131"
"4115500","TALMUDICAL SEMINARY OF BOBOV","BROOKLYN","NY","Private - 4 Year","1226975","240"
"4115600","MAYFIELD COLLEGE","CATHEDRAL CITY","CA","Proprietary - 2 Year","1186478","397"
"4115700","REGINA'S COLLEGE OF BEAUTY","MONROE","NC","Proprietary - 2 Year","849612","241"
"4116000","VIDEO SYMPHONY ENTERTRAINING","BURBANK","CA","Proprietary - 2 Year","1307927","282"
"4116400","FUTURE-TECH INSTITUTE","MIAMI","FL","Proprietary - 2 Year","466380","128"
"4116600","TAYLOR COLLEGE","BELLEVIEW","FL","Proprietary - 2 Year","903999","248"
"4116900","DIGRIGOLI SCHOOL OF COSMETOLOGY","WEST SPRINGFIELD","MA","Proprietary - 2 Year","218546","74"
"4117100","EDP SCHOOL OF COMPUTER PROGRAMMING","BROOKLYN","NY","Private - 2 Year","247616","69"
"4117200","INSTITUTO EDUCATIVO PREMIER","PONCE","PR","Proprietary - 2 Year","1135535","336"
"4117300","DAYTON SCHOOL OF MEDICAL MASSAGE","DAYTON","OH","Proprietary - 2 Year","1014607","333"
"4117400","MILWAUKEE CAREER COLLEGE","MILWAUKEE","WI","Proprietary - 2 Year","783928","262"
"4117500","SOLEX MEDICAL ACADEMY","WHEELING","IL","Proprietary - 2 Year","46080","17"
"4117600","LARRY'S BARBER COLLEGE","CHICAGO","IL","Proprietary - 2 Year","758799","201"
"4117700","MONROE 2-ORLEANS BOCES, CENTER FOR WORK","ROCHESTER","NY","Public - 2 Year","377460","116"
"4117900","CHAMPION BEAUTY COLLEGE","HOUSTON","TX","Proprietary - 2 Year","146116","40"
"4118100","IMAGEWORKS ACADEMY OF HAIR DESIGN","SPANISH FORK","UT","Proprietary - 2 Year","121967","40"
"4118300","NORTHCOAST MEDICAL TRAINING ACADEMY","KENT","OH","Proprietary - 2 Year","686786","181"
"4118400","ZAREM /GOLDE ORT TECHNICAL INSTITUTE","SKOKIE","IL","Private - 2 Year","1020670","313"
"4118600","ACADEMY OF COSMETOLOGY","JANESVILLE","WI","Proprietary - 2 Year","228855","66"
"4118700","AMERICAN COLLEGE OF TECHNOLOGY","SAINT JOSEPH","MO","Proprietary - 2 Year","952761","313"
"4118800","NEW YORK FILM ACADEMY","UNIVERSAL CITY","CA","Proprietary - 4 Year","652864","149"
"4119000","EASTERN WEST VIRGINIA COMMUNITY & TECHNI","MOOREFIELD","WV","Public - 2 Year","1835118","513"
"4119100","CITY VISION COLLEGE","KANSAS CITY","MO","Private - 4 Year","51592","28"
"4119200","CAREER COLLEGE CONSULTANTS","LOS ANGELES","CA","Proprietary - 2 Year","665992","184"
"4119400","AVEDA INSTITUTE - SAINT PETERSBURG","SAINT PETERSBURG","FL","Proprietary - 2 Year","2062804","529"
"4120000","SUNNYSIDE BEAUTY ACADEMY","SUNNYSIDE","WA","Proprietary - 2 Year","77956","19"
"4120300","HEALTH AND STYLE INSTITUTE","HIGH POINT","NC","Proprietary - 2 Year","542245","150"
"4120400","HI-TECH SCHOOL OF COSMETOLOGY","MIAMI","FL","Proprietary - 2 Year","418005","124"
"4120700","ALDEN'S SCHOOL OF COSMETOLOGY","BAKER","LA","Proprietary - 2 Year","9250","5"
"4120900","ARIZONA CULINARY INSTITUTE","SCOTTSDALE","AZ","Proprietary - 2 Year","333492","94"
"4121000","TECHSKILLS - INDIANAPOLIS","INDIANAPOLIS","IN","Proprietary - 2 Year","107309","49"
"4121100","GALLERY COLLEGE OF BEAUTY (THE)","CLINTON TOWNSHIP","MI","Proprietary - 2 Year","554930","184"
"4121500","COLUMBIA SOUTHERN UNIVERSITY","ORANGE BEACH","AL","Proprietary - 4 Year","16979749","5186"
"4121700","DIXIE APPLIED TECHNOLOGY COLLEGE","ST. GEORGE","UT","Public - 2 Year","302832","97"
"4121800","CRISWELL COLLEGE","DALLAS","TX","Private - 4 Year","315819","91"
"4122000","TRI COUNTY REGIONAL VOCATIONAL TECHNICAL","FRANKLIN","MA","Public - 2 Year","88763","24"
"4122300","GRANTHAM UNIVERSITY","KANSAS CITY","MO","Proprietary - 4 Year","14912959","4209"
"4123200","INSTITUTE OF ALLIED MEDICAL PROFESSIONS","ELMHURST","NY","Private - 2 Year","106465","25"
"4123300","HUDSON VALLEY SCHOOL OF MASSAGE THERAPY","WEST PARK","NY","Proprietary - 2 Year","3638","2"
"4123400","YESHIVAS BE'ER YITZCHOK","ELIZABETH","NJ","Private - 4 Year","280940","55"
"4123900","LEXINGTON HEALING ARTS ACADEMY","LEXINGTON","KY","Proprietary - 2 Year","231213","84"
"4124000","DOMINION SCHOOL OF HAIR DESIGN","GLOUSCESTER","VA","Proprietary - 2 Year","121568","31"
"4124100","ELITE COLLEGE OF COSMETOLOGY","LEXINGTON","TN","Proprietary - 2 Year","196554","62"
"4124500","TECHSKILLS","COLUMBUS","OH","Proprietary - 2 Year","439060","164"
"4124700","AMERICARE INSTITUTE","HANOVER PARK","IL","Proprietary - 2 Year","424765","176"
"4125000","GENTLE HEALING SCHOOL OF MASSAGE","CRANBURY","NJ","Proprietary - 2 Year","33551","13"
"4125100","MONTESSORI CASA INTERNATIONAL","GREENWOOD VILLAGE","CO","Private - 2 Year","7475","2"
"4125400","ACADEMY AT AUSTIN (THE)","PFLUGERVILLE","TX","Proprietary - 2 Year","588606","171"
"4125500","MANUEL AND THERESA'S SCHOOL OF HAIR DESI","BRYAN","TX","Proprietary - 2 Year","231109","62"
"4125600","CAREER SCHOOL OF NY","STATEN ISLAND","NY","Private - 2 Year","280300","91"
"4125700","CUT BEAUTY SCHOOL (THE)","CLEVELAND HEIGHTS","OH","Proprietary - 4 Year","284613","78"
"4126000","OHIO ACADEMY PAUL MITCHELL PARTNER SCHOO","TWINSBURG","OH","Proprietary - 2 Year","503618","135"
"4126400","CHAMPION INSTITUTE OF COSMETOLOGY","PALM SPRINGS","CA","Proprietary - 2 Year","120513","40"
"4126500","COAST CAREER INSTITUTE","LOS ANGELES","CA","Proprietary - 2 Year","2327828","740"
"4126800","ACADEMY OF SOMATIC HEALING ARTS (ASHA)","NORCROSS","GA","Proprietary - 2 Year","127900","52"
"4126900","ACADEMY OF CAREER TRAINING","KISSIMMEE","FL","Proprietary - 2 Year","623717","203"
"4127100","UNIVERSITY OF CALIFORNIA, MERCED","MERCED","CA","Public - 4 Year","14769931","3290"
"4127200","VICTORIA'S ACADEMY OF COSMETOLOGY","KENNEWICK","WA","Proprietary - 2 Year","408002","102"
"4127300","COLUMBIA COLLEGE","FAIRFAX","VA","Proprietary - 2 Year","1327441","430"
"4127400","DIGITAL MEDIA ARTS COLLEGE","BOCA RATON","FL","Proprietary - 4 Year","999346","241"
"4127500","CAREER DEVELOPMENT & EMPLOYMENT","WILKES BARRE","PA","Proprietary - 2 Year","168128","50"
"4127700","AMERICAN SENTINEL UNIVERSITY","AURORA","CO","Proprietary - 4 Year","604265","233"
"4127900","TUI UNIVERSITY","CYPRESS","CA","Proprietary - 4 Year","3024975","844"
"4128000","MILLENNIUM TRAINING INSTITUTE","WOBURN","MA","Proprietary - 2 Year","592493","155"
"4128400","MANAGEMENT RESOURCES INSTITUTE","MIAMI","FL","Proprietary - 2 Year","3208032","904"
"4128800","BRANFORD ACADEMY OF HAIR & COSMETOLOGY","BRANFORD","CT","Proprietary - 2 Year","134782","39"
"4128900","CENTRAL MASS SCHOOL OF MASSAGE AND THERA","SPENCER","MA","Proprietary - 2 Year","29429","13"
"4129400","CENTER FOR MASSAGE & NATURAL HEALTH","WEAVERVILLE","NC","Proprietary - 2 Year","90499","33"
"4129700","INTERNATIONAL POLYTECHNIC INSTITUTE","CALEXICO","CA","Private - 2 Year","185500","54"
"4129800","MEDIATECH INSTITUTE DALLAS","IRVING","TX","Proprietary - 2 Year","974602","317"
"4129900","FLORIDA SCHOOL OF MASSAGE","GAINESVILLE","FL","Proprietary - 2 Year","309859","101"
"4130100","LOUISIANA DELTA COMMUNITY COLLEGE","MONROE","LA","Public - 2 Year","6011241","1626"
"4130200","INST. OF PRODUCTION AND RECORDING","Minneapolis","MN","Proprietary - 2 Year","580291","193"
"4130300","VICTORY TRADE SCHOOL","SPRINGFIELD","MO","Private - 2 Year","80848","22"
"4130400","SHEAR EXCELLENCE INTERNATIONAL HAIR ACAD","TAMPA","FL","Proprietary - 2 Year","334265","97"
"4130600","CENTER FOR HEALING ARTS (THE), LLC","ST. LOUIS","MO","Proprietary - 2 Year","147969","59"
"4130700","ACADEMY OF MASSAGE AND BODYWORK","BEAR","DE","Proprietary - 2 Year","139386","48"
"4130800","CASCADE BEAUTY COLLEGE","AUBURN","WA","Proprietary - 2 Year","120075","26"
"4130900","HONORS BEAUTY COLLEGE","INDIANAPOLIS","IN","Proprietary - 2 Year","381087","108"
"4131100","YESHIVA TORAS CHAIM","LAKEWOOD","NJ","Private - 4 Year","852425","161"
"4131200","TOTAL IMAGE BEAUTY ACADEMY","JERSEY CITY","NJ","Proprietary - 2 Year","304126","84"
"4131300","CORINTH ACADEMY OF COSMETOLOGY","CORNITH","MS","Proprietary - 2 Year","606271","159"
"4131600","LIBERTY TECHNICAL COLLEGE","CAYEY","PR","Proprietary - 2 Year","689163","181"
"4131700","SOUTHWEST CAREER COLLEGE","EL PASO","TX","Proprietary - 4 Year","7549233","1907"
"4132400","ACADEMY OF ESTHETICS AND COSMETOLOGY","SYLMAR","CA","Proprietary - 2 Year","137349","35"
"4132600","WISCONSIN ACADEMY (THE)","PESHTIGO","WI","Proprietary - 2 Year","145520","32"
"4132700","INFOTECH CAREER COLLEGE","BELLFLOWER","CA","Proprietary - 2 Year","654179","176"
"4132800","INLAND MASSAGE INSTITUTE","SPOKANE","WA","Proprietary - 2 Year","123024","45"
"4132900","Z HAIR ACADEMY","LAWRENCE","KS","Proprietary - 2 Year","131631","35"
"4133000","BIOHEALTH COLLEGE","SAN JOSE","CA","Proprietary - 2 Year","738054","194"
"4133100","CALIFORNIA UNIVERSITY OF MANAGEMENT AND","ANAHEIM","CA","Private - 4 Year","24050","5"
"4133300","TREND SETTERS SCHOOL OF COSMETOLOGY","CAPE GIRARDEAU","MO","Proprietary - 2 Year","286253","73"
"4133400","CENTURA COLLEGE","ALEXANDRIA","VA","Proprietary - 2 Year","100697","28"
"4133600","CUTTER'S EDGE SCHOOL OF COSMETOLOGY","CUSHING","OK","Proprietary - 2 Year","51270","17"
"4133700","NEW YORK MEDICAL CAREER TRAINING CENTER","FLUSHING","NY","Proprietary - 2 Year","571154","147"
"4133800","SOUTHEAST CULINARY & HOSPITALITY COLLEGE","BRISTOL","VA","Proprietary - 2 Year","84684","35"
"4133900","FUTURA CAREER INSTITUTE","HIALEAH","FL","Proprietary - 2 Year","533493","157"
"4134000","JOHN PAOLO'S XTREME BEAUTY INSTITUTE, GO","BALLSTON SPA","NY","Proprietary - 2 Year","442756","164"
"4134100","CENTER FOR ALLIED HEALTH & NURSING EDUCA","HACKENSACK","NJ","Proprietary - 2 Year","5948005","1743"
"4134300","EVANS HAIRSTYLING COLLEGE","REXBURG","ID","Proprietary - 2 Year","176250","45"
"4134500","CAREER COLLEGE OF SAN DIEGO","SAN DIEGO","CA","Proprietary - 2 Year","1097301","323"
"4134700","INTERNATL PROFESSIONAL SCHL OF BODYWORK","SAN DIEGO","CA","Proprietary - 2 Year","293203","106"
"4134800","AVEDA INSTITUTE - TALLAHASSEE","TALLAHASSEE","FL","Proprietary - 2 Year","1759366","439"
"4134900","ORANGE PARK BEAUTY ACADEMY","ORANGE PARK","FL","Proprietary - 2 Year","111914","39"
"4135000","COZMO THE SCHOOL","BONITA SPRINGS","FL","Proprietary - 2 Year","189526","62"
"4135900","ALLIED HEALTH INSTITUTE","NORTH LAUDERDALE","FL","Proprietary - 4 Year","2284924","718"
"4136400","AMERICAN INSTITUTE OF MEDICAL SCIENCES &","SOUTH PLAINFIELD","NJ","Proprietary - 2 Year","505850","119"
"4136500","PCCENTER","DESOTO","TX","Proprietary - 2 Year","169630","45"
"4136900","UNIVERSITY OF AESTHETICS (THE)","CHICAGO","IL","Proprietary - 2 Year","64130","22"
"4137000","UNIVERSITY OF AESTHETICS (THE)","DOWNERS GROVE","IL","Proprietary - 4 Year","58223","15"
"4137200","BORNER'S BARBER COLLEGE","LOS ANGELES","CA","Proprietary - 2 Year","83850","23"
"4137300","CAYCE/REILLY SCHOOL OF MASSOTHERAPY","VIRGINIA BEACH","VA","Private - 2 Year","77476","28"
"4137500","TRICOCI UNIVERSITY OF BEAUTY CULTURE","CHICAGO","IL","Proprietary - 2 Year","741141","197"
"4137700","ANN MARIE'S WORLD OF BEAUTY SCHOOL","BINGHAMTON","NY","Proprietary - 2 Year","34077","9"
"4137800","AVEDA INSTITUTE COLUMBUS","COLUMBUS","OH","Proprietary - 2 Year","1245395","336"
"4137900","BRENSTEN EDUCATION","WAUKESHA","WI","Proprietary - 2 Year","1095787","320"
"4138000","INSTITUTE OF THERAPEUTIC MASSAGE","OTTAWA","OH","Proprietary - 2 Year","141822","51"
"4138100","YESHIVA OF MACHZIKAI HADAS","BROOKLYN","NY","Private - 4 Year","1449975","263"
"4138200","SALON PROFESSIONAL ACADEMY (THE)","APPLETON","WI","Proprietary - 2 Year","234126","56"
"4138400","SCHOOL OF DESIGNING ARTS","BATTLE CREEK","MI","Proprietary - 2 Year","155953","45"
"4138500","CARDIOTECH ULTRASOUND SCHOOL","HOUSTON","TX","Proprietary - 2 Year","172925","39"
"4138600","ALASKA CHRISTIAN COLLEGE","SOLDOTNA","AK","Private - 2 Year","200749","52"
"4138700","CAO INSTITUTE OF AESTHETICS (THE)","ALHAMBRA","CA","Proprietary - 2 Year","634104","166"
"4139000","MIDWESTERN CAREER COLLEGE","CHICAGO","IL","Proprietary - 2 Year","1143257","309"
"4139200","UNIVERSAL BARBER COLLEGE","PHOENIX","AZ","Proprietary - 2 Year","196531","62"
"4139300","NATIONAL BEAUTY COLLEGE","DENVER","CO","Proprietary - 2 Year","359636","77"
"4139400","HAIR ACADEMY (THE)","BISMARCK","ND","Proprietary - 2 Year","104171","26"
"4139700","FREDERICK SCHOOL OF COSMETOLOGY","FREDERICK","MD","Proprietary - 2 Year","85451","22"
"4139800","DELAWARE COLLEGE OF ART & DESIGN","WILMINGTON","DE","Private - 2 Year","443885","108"
"4140000","GLOBAL HEALTH NURSE TRAINING SERVICES","ALEXANDRIA","VA","Proprietary - 2 Year","446015","179"
"4140200","MISSISSIPPI INSTITUTE OF AESTHETICS, NAI","CLINTON","MS","Proprietary - 2 Year","143143","37"
"4140500","HORIZON UNIVERSITY","SAN DIEGO","CA","Private - 4 Year","95161","37"
"4140700","AVEDA INSTITUTE CHAPEL HILL","CHAPEL HILL","NC","Proprietary - 2 Year","456281","141"
"4140800","NORTH FLORIDA ACADEMY","ORANGE PARK","FL","Proprietary - 2 Year","91923","22"
"4140900","INTERNATIONAL COSMETOLOGY ACADEMY","GRAND RAPIDS","MI","Proprietary - 2 Year","320435","89"
"4141000","AVEDA INSTITUTE CHICAGO","CHICAGO","IL","Proprietary - 2 Year","559546","148"
"4141100","FRENCH ACADEMY OF COSMETOLOGY","SPRING LAKE","MI","Proprietary - 2 Year","201727","55"
"4141200","TONI & GUY HAIRDRESSING ACADEMY","CRANSTON","RI","Proprietary - 2 Year","403213","109"
"4141300","SAN FRANCISCO INSTITUTE OF ESTHETICS","SAN FRANCISCO","CA","Proprietary - 2 Year","516524","135"
"4141400","LAURUS COLLEGE","SAN LUIS OBISPO","CA","Proprietary - 2 Year","1650303","623"
"4141600","OMEGA STUDIOS' SCHOOL OF APPLIED RECORDI","ROCKVILLE","MD","Proprietary - 2 Year","63771","22"
"4141700","HEALING HANDS SCHOOL OF HOLISTIC HEALTH","ESCONDIDO","CA","Proprietary - 2 Year","246073","74"
"4142100","SKIN INSTITUTE (THE)","SAINT GEORGE","UT","Proprietary - 2 Year","84584","22"
"4142300","AVEDA INSTITUTE SAN ANTONIO","SAN ANTONIO","TX","Proprietary - 2 Year","1098633","297"
"4142500","TOURO COLLEGE LOS ANGELES","WEST HOLLYWOOD","CA","Private - 4 Year","167508","37"
"4142600","TOURO UNIVERSITY","VALLEJO","CA","Private - 4 Year","78133","19"
"4142900","GEORGIA GWINNETT COLLEGE","LAWRENCEVILLE","GA","Public - 4 Year","22551579","5876"
"4143000","VOCATIONAL INSTITUTE OF FLORIDA","MIAMI","FL","Proprietary - 2 Year","91545","30"
"4143100","PROFESSIONAL HANDS INSTITUTE","MIAMI","FL","Proprietary - 2 Year","225053","63"
"4143800","WOODLAND COMMUNITY COLLEGE","WOODLAND","CA","Public - 2 Year","3548919","1111"
"4144200","CAREER DEVELOPMENT INSTITUTE","LOS ANGELES","CA","Proprietary - 2 Year","173448","56"
"4144300","INSTITUTE OF CULINARY EDUCATION","NEW YORK","NY","Proprietary - 2 Year","400601","149"
"4144400","ACADEMY OF HAIR DESIGN (THE)","OKLAHOMA CITY","OK","Proprietary - 2 Year","199494","51"
"4144500","HAIR ACDMY PAUL MITCHELL PARTNER SCHOOL","REXBURG","ID","Proprietary - 2 Year","462948","116"
"4144800","INTERNATIONAL ACADEMY OF STYLE","RENO","NV","Proprietary - 2 Year","367088","92"
"4145000","SAN DIEGO CULINARY INSTITUTE","SAN DIEGO","CA","Proprietary - 2 Year","263930","84"
"4145200","TRANSFORMED BARBER AND COSMETOLOGY ACADE","KANSAS CITY","MO","Proprietary - 2 Year","398769","118"
"4145400","OXFORD ACADEMY OF HAIR DESIGN","SEYMOUR","CT","Proprietary - 2 Year","346469","101"
"4145500","SKIN SCIENCE INSTITUTE (THE)","SALT LAKE CITY","UT","Proprietary - 2 Year","188865","57"
"4145600","INTERNATIONAL COLLEGE OF COSMETOLOGY","OAKLAND","CA","Proprietary - 2 Year","421212","106"
"4145700","THE SYSTEM A PAUL MITCHELL PARTNER SCHL","SPRINGFIELD","MO","Proprietary - 2 Year","542590","146"
"4145800","PULSE BEAUTY ACADEMY A PAUL MITCHELL PAR","DOWNINGTON","PA","Proprietary - 2 Year","288194","82"
"4145900","CELEBRITY SCHOOL OF BEAUTY","MIAMI","FL","Proprietary - 2 Year","776297","226"
"4146000","NATIONAL CAREER COLLEGE","NORTH HOLLYWOOD","CA","Proprietary - 2 Year","327275","84"
"4146200","WALTON CAREER DEVELOPMENT CENTER","DEFUNIAK SPRINGS","FL","Public - 2 Year","376143","114"
"4146300","MARCHMAN TECHNICAL EDUCATION CENTER","NEW PORT RICHEY","FL","Public - 2 Year","515060","147"
"4146500","PORTLAND ACTORS CONSERVATORY","PORTLAND","OR","Private - 2 Year","32175","7"
"4146700","AVIATION INSTITUTE OF MAINTENANCE","HOUSTON","TX","Proprietary - 2 Year","1038179","264"
"4146800","SOUTH TEXAS TRAINING CENTER","SAN BENITO","TX","Proprietary - 2 Year","657630","183"
"4146900","ADVANCED WELDING INSTITUTE","SOUTH BURLINGTON","VT","Proprietary - 2 Year","112151","29"
"4147000","PAUL MITCHELL THE SCHOOL ATLANTA","ATLANTA","GA","Proprietary - 2 Year","685804","169"
"4147100","TRICOCI UNIVERSITY OF BEAUTY CULTURE","LIBERTYVILLE","IL","Proprietary - 2 Year","432861","124"
"4147200","TRICOCI UNIVERSITY OF BEAUTY CULTURE","BRIDGEVIEW","IL","Proprietary - 2 Year","588411","158"
"4147300","TRICOCI UNIVERSITY OF BEAUTY CULTURE","GLENDALE HEIGHTS","IL","Proprietary - 2 Year","728200","198"
"4147400","TRICOCI UNIVERSITY OF BEAUTY CULTURE","PEORIA","IL","Proprietary - 2 Year","381917","113"
"4147500","TRICOCI UNIVERSITY OF BEAUTY CULTURE","ROCKFORD","IL","Proprietary - 2 Year","447655","136"
"4147600","AVEDA INSTITUTE LAS VEGAS","LAS VEGAS","NV","Proprietary - 2 Year","378352","100"
"4147700","LAKE LANIER SCHOOL OF MASSAGE","GAINESVILLE","GA","Proprietary - 2 Year","812333","245"
"4148000","NEW LIFE BUSINESS INSTITUTE","JAMAICA","NY","Proprietary - 2 Year","688579","172"
"4148200","BEYOND 21ST CENTURY BEAUTY ACADEMY","SANTA FE SPRINGS","CA","Proprietary - 2 Year","249227","73"
"4148300","DENVER SCHOOL OF NURSING","DENVER","CO","Proprietary - 4 Year","793499","233"
"4148400","EUROPEAN ACADEMY OF COSMETOLOGY AND HAIR","GUILFORD","CT","Proprietary - 2 Year","77613","20"
"4148500","MEDICAL INSTITUTE OF PALM BEACH","LAKE WORTH","FL","Proprietary - 2 Year","585001","171"
"4148700","AMERICAN INSTITUTE OF INTERIOR DESIGN","FOUNTAIN HILLS","AZ","Proprietary - 2 Year","41015","9"
"4148800","CENTERPOINT MASSAGE & SHIATSU THERAPY SC","MINNEAPOLIS","MN","Proprietary - 2 Year","153583","56"
"4148900","N CALIF INSTITUTE OF COSMETOLOGY","SAN LEANDRO","CA","Proprietary - 2 Year","230781","63"
"4149100","CINCINNATI ACADEMY A PAUL MITCHELL PARTN","CINCINNATI","OH","Proprietary - 2 Year","711340","201"
"4149200","XCELL ACADEMY-A PAUL MITCHELL PARTNER SC","HOOVER","AL","Proprietary - 2 Year","422195","111"
"4149300","PARK WEST BARBER SCHOOL","DURHAM","NC","Proprietary - 2 Year","1710358","424"
"4149400","GARY MANUEL AVEDA INSTITUTE","SEATTLE","WA","Proprietary - 2 Year","780800","210"
"4149500","A & W HEALTHCARE EDUCATORS","NEW ORLEANS","LA","Proprietary - 2 Year","204043","53"
"4149600","GP INSTITUTE OF COSMETOLOGY","SEATTLE","WA","Proprietary - 2 Year","114119","31"
"4149700","HOMESTEAD SCHOOLS","TORRANCE","CA","Private - 2 Year","712569","207"
"4149800","SOMERSET COUNTY TECHNOLOGY CENTER","SOMERSET","PA","Public - 2 Year","172680","38"
"4149900","PROFILE INSTITUTE OF BARBER-STYLING","ATLANTA","GA","Proprietary - 2 Year","297734","71"
"4150000","CENTRAL NURSING COLLEGE","LOS ANGELES","CA","Proprietary - 2 Year","325190","75"
"4150100","GOLDEN STATE COLLEGE OF COURT REPORTING","DUBLIN","CA","Proprietary - 2 Year","117557","28"
"4150300","RWM FIBER OPTICS","CARSON","CA","Proprietary - 2 Year","356449","93"
"4150500","PREFERRED COLLEGE OF NURSING, LOS ANGELE","LOS ANGELES","CA","Proprietary - 2 Year","621250","156"
"4150600","D & L ACADEMY OF HAIR DESIGN","TWIN FALLS","ID","Proprietary - 2 Year","130433","30"
"4150800","IMMOKALEE TECHNICAL CENTER","IMMOKALEE","FL","Public - 2 Year","541076","143"
"4150900","PROCESS INSTITUTE OF COSMETOLOGY (THE)","LAWRENCEVILLE","GA","Proprietary - 2 Year","293350","77"
"4151100","SUMMIT SALON & BEAUTY SCHOOL","WOODLAND PARK","CO","Proprietary - 2 Year","80035","21"
"4151200","SALON PROFESSIONAL ACADEMY (THE)","TONAWANDA","NY","Proprietary - 2 Year","316655","94"
"4151400","VANITY SCHOOL OF COSMETOLOGY","SHEFFIELD VILLAGE","OH","Proprietary - 2 Year","186752","46"
"4151500","AMERICAN ACADEMY OF COSMETOLOGY","ORANGE PARK","FL","Proprietary - 2 Year","376729","112"
"4151600","MY-LE'S BEAUTY COLLEGE","GRETNA","LA","Proprietary - 2 Year","280456","95"
"4151700","BELLA CAPELLI ACADEMY","MONROEVILLE","PA","Proprietary - 2 Year","312343","88"
"4151800","TEMPLE (THE): A PAUL MITCHELL PARTNER SC","FREDERICK","MD","Proprietary - 2 Year","443087","117"
"4151900","COLUMBIA GORGE COMMUNITY COLLEGE","THE DALLES","OR","Public - 2 Year","2163944","654"
"4152100","TOLEDO RESTAURANT TRAINING CENTER","TOLEDO","OH","Private - 2 Year","167308","39"
"4152200","CARTHAGE R-9 SCHOOL DISTRICT/CARTHAGE TE","CARTHAGE","MO","Public - 2 Year","28657","6"
"4152300","GEORGIA BEAUTY ACADEMY","DALTON","GA","Proprietary - 2 Year","396163","115"
"4152400","INTERNATIONAL INSTITUTE OF COSMETOLOGY","WETHERSFIELD","CT","Proprietary - 2 Year","207943","63"
"4152600","PIKE COUNTY CAREER TECHNOLOGY CENTER","PIKETON","OH","Public - 2 Year","259730","71"
"4152800","CALIFORNIA ACADEMY (THE) - A PAUL MITCHE","SACRAMENTO","CA","Proprietary - 2 Year","1321716","361"
"4152900","STUDIO ACADEMY OF BEAUTY (THE)","CHANDLER","AZ","Proprietary - 2 Year","823843","240"
"4153000","RENAISSANCE ACADEMIE","PROVO","UT","Proprietary - 2 Year","271355","70"
"4153200","SOUTHERN WORCESTER COUNTY REGIONAL VOC S","CHARLTON","MA","Public - 2 Year","77650","15"
"4153300","OHIO ACADEMY COLUMBUS (THE)","COLUMBUS","OH","Proprietary - 2 Year","505351","137"
"4153800","BETHEL COLLEGE","HAMPTON","VA","Private - 4 Year","134624","37"
"4153900","PROVIDENCE CHRISTIAN COLLEGE","PASADENA","CA","Private - 4 Year","110656","29"
"4154000","TOLLES CAREER & TECHNICAL CENTER","PLAIN CITY","OH","Public - 2 Year","21463","6"
"4154200","CAROLINA COLLEGE OF BIBLICAL STUDIES","FAYETTEVILLE","NC","Private - 4 Year","239519","74"
"4154400","FRANKLIN CAREER COLLEGE","ONTARIO","CA","Proprietary - 2 Year","565110","153"
"4154500","STARTING POINTS FOR CHILDREN","JERSEY CITY","NJ","Private - 2 Year","210604","73"
"4154800","DUVALL'S SCHOOL OF COSMETOLOGY","BEDFORD","TX","Proprietary - 2 Year","304596","96"
"4154900","NATIONAL CAREER INSTITUTE","EAST ORANGE","NJ","Proprietary - 2 Year","825104","234"
"4155000","NORTHWEST SCHOOL OF WOODEN BOAT BUILDING","PORT HADLOCK","WA","Private - 2 Year","51113","18"
"4155100","INSTITUTE OF MEDICAL CAREERS","PITTSBURGH","PA","Proprietary - 2 Year","47708","19"
